"module"	"tf"	"color"	"odds_ratio"	"pval"	"fdr"	"Significance"	"Jaccard"	"size_intersection"
"Arid3b3"	"green"	"Arid3b"	"green"	1.15459949069766	0.344266567356785	0.378422680621063	" "	0.00261437908496732	16
"Arid5a3"	"green"	"Arid5a"	"green"	1.04308652509	0.493606560233159	0.524918736897986	" "	0.0024004800960192	12
"Arntl3"	"green"	"Arntl"	"green"	2.21772495854976	0.0222117206400434	0.0312837198190164	"*"	0.00469263256687001	10
"Atf13"	"green"	"Atf1"	"green"	1.86288460881875	0.226009714220767	0.25839578054972	" "	0.00384122919334187	3
"NFAT53"	"green"	"NFAT5"	"green"	1.58819724272409	0.045091106192898	0.0596065538450713	""	0.0033419413641197	22
"Bhlha153"	"green"	"Bhlha15"	"green"	2.18479674590549	0.0191614274921856	0.0272968012269327	"*"	0.00461603021401595	11
"Creb3l23"	"green"	"Creb3l2"	"green"	3.38675765262916	0.000348338746652722	0.000680263625662122	"***"	0.00680628272251309	13
"DMRT33"	"green"	"DMRT3"	"green"	0.665639580079075	0.863929590275897	0.878452713783488	" "	0.00156985871271586	5
"Dux3"	"green"	"Dux"	"green"	1.26210095386018	0.305330499773572	0.339133067032595	" "	0.00282929896259038	9
"FOXG13"	"green"	"FOXG1"	"green"	1.55847419927244	0.084776822600917	0.106202367187715	" "	0.00337457817772778	15
"Foxj23"	"green"	"Foxj2"	"green"	1.55847419927244	0.084776822600917	0.106202367187715	" "	0.00337457817772778	15
"Gmeb13"	"green"	"Gmeb1"	"green"	0.845700354066868	0.695500282353501	0.719449795196273	" "	0.00170357751277683	1
"LBX13"	"green"	"LBX1"	"green"	1.24746028664562	0.304302573927865	0.338350474830806	" "	0.00280112044817927	10
"LIN543"	"green"	"LIN54"	"green"	0.98138409571416	0.570544872145139	0.599896370148377	" "	0.00229095074455899	16
"mix-a3"	"green"	"mix-a"	"green"	0.743372730720124	0.822414226598918	0.841015782101156	" "	0.00176100628930818	7
"Mlxip3"	"green"	"Mlxip"	"green"	2.71800707618227	0.00640995499361283	0.0100953407992298	"*"	0.00564334085778781	10
"NFATC13"	"green"	"NFATC1"	"green"	1.27946937157941	0.218129241406262	0.250024707947356	" "	0.00284185891006352	17
"NFATC33"	"green"	"NFATC3"	"green"	1.54074076344658	0.0683436470393097	0.0873269095483729	""	0.00329746615758417	19
"Npas23"	"green"	"Npas2"	"green"	2.98932012183322	0.000714385324279417	0.00133846325302414	"**"	0.00604490500863558	14
"POU6F13"	"green"	"POU6F1"	"green"	0.936948604347569	0.620057804615257	0.646489339263426	" "	0.00213401621852326	5
"Rhox113"	"green"	"Rhox11"	"green"	0.1629396299559	0.997498314757143	0.999060742191312	" "	0.000392927308447937	1
"SHOX3"	"green"	"SHOX"	"green"	1.74738371911205	0.0783295780995719	0.0989565880817624	""	0.00378357926598562	10
"Six33"	"green"	"Six3"	"green"	0.791364311643814	0.764694885925044	0.786302391316448	" "	0.00184785956267324	6
"Twist23"	"green"	"Twist2"	"green"	0.317139731238014	0.985202956288969	0.98807269378208	" "	0.000758725341426404	2
"ALX33"	"green"	"ALX3"	"green"	1.1827408381505	0.368927811200397	0.402074721921835	" "	0.00267062314540059	9
"Ar3"	"green"	"Ar"	"green"	1.3491184601021	0.30027861399165	0.334506489852321	" "	0.00298656047784968	6
"BARHL23"	"green"	"BARHL2"	"green"	1.44795231302174	0.276228891084514	0.310185779351301	" "	0.00316656111462951	5
"BHLHE413"	"green"	"BHLHE41"	"green"	1.48101537563975	0.261828813760946	0.295796509438161	" "	0.00323206205559147	5
"CENPB3"	"green"	"CENPB"	"green"	1.52052310067533	0.279434529805373	0.313356286081687	" "	0.00327600327600328	4
"CREB33"	"green"	"CREB3"	"green"	2.56081526702023	0.0180946462110519	0.0259588578335476	"*"	0.00536193029490617	8
"DBP3"	"green"	"DBP"	"green"	0.61924455133882	0.832086351103025	0.849935761646997	" "	0.00139082058414465	2
"ELF43"	"green"	"ELF4"	"green"	1.50438540287693	0.129530944198563	0.156401539312859	" "	0.00329760923330585	12
"ELF53"	"green"	"ELF5"	"green"	0.870828629820691	0.701673607344187	0.724997937782221	" "	0.00204220558202859	9
"EN13"	"green"	"EN1"	"green"	1.13948605859682	0.472673891032638	0.504696645100689	" "	0.00252365930599369	4
"EN23"	"green"	"EN2"	"green"	1.76419893042068	0.139666855076802	0.167331060846832	" "	0.00380952380952381	6
"Esrrg3"	"green"	"Esrrg"	"green"	2.14654325991685	0.00442613667798566	0.00721726330443127	"**"	0.00437083045778698	19
"ESX13"	"green"	"ESX1"	"green"	1.29171617642842	0.315053023460426	0.348277928626541	" "	0.00288065843621399	7
"ETV63"	"green"	"ETV6"	"green"	2.50539587445292	0.000571566941817626	0.0010822054279085	"**"	0.00493305144467935	21
"FLI13"	"green"	"FLI1"	"green"	1.33563801207797	0.270331835033953	0.30417428195374	" "	0.00297397769516729	8
"FOXI13"	"green"	"FOXI1"	"green"	1.41062657259413	0.163452889008765	0.192530297685061	" "	0.00311079205551567	13
"FOXL13"	"green"	"FOXL1"	"green"	1.41062657259413	0.163452889008765	0.192530297685061	" "	0.00311079205551567	13
"FOXO33"	"green"	"FOXO3"	"green"	1.17448332971591	0.376116850772007	0.409411241258634	" "	0.00265408434090239	9
"GCM13"	"green"	"GCM1"	"green"	2.4295486580737	0.0174091918868427	0.0250961490774583	"*"	0.00510783200908059	9
"GRHL13"	"green"	"GRHL1"	"green"	1.55040814782212	0.1839140175617	0.214542387960951	" "	0.00339805825242718	7
"GSC4"	"green"	"GSC"	"green"	2.02348104451106	0.0454537214693418	0.0600269652429454	""	0.00432692307692308	9
"HEY23"	"green"	"HEY2"	"green"	3.47786078949393	0.00010795136979585	0.000227705151369569	"***"	0.00689021589343133	15
"HINFP3"	"green"	"HINFP"	"green"	2.1187300508429	0.0187052292490449	0.0267149349453494	"*"	0.00447427293064877	12
"HNF1A3"	"green"	"HNF1A"	"green"	1.57557651208034	0.0546497952087544	0.0711703472081422	""	0.00334672021419009	20
"HNF1B3"	"green"	"HNF1B"	"green"	1.23754095707993	0.301550447325162	0.335672669044373	" "	0.00278128950695322	11
"HOXC113"	"green"	"HOXC11"	"green"	1.42997000601779	0.284404665514647	0.318408024723251	" "	0.00313087038196619	5
"HSF13"	"green"	"HSF1"	"green"	2.15397890508162	0.00742577113039778	0.0115932164561076	"*"	0.00445806631373642	16
"IRF83"	"green"	"IRF8"	"green"	1.39005040557996	0.196097931884647	0.22727455803099	" "	0.00308036964435732	11
"IRF93"	"green"	"IRF9"	"green"	1.88809083618787	0.0111787597676253	0.0168176654806295	"*"	0.00387382401770891	21
"ISX3"	"green"	"ISX"	"green"	1.54577582182909	0.166632891781367	0.195760846092755	" "	0.00339270568278202	8
"JDP23"	"green"	"JDP2"	"green"	0.915818808697131	0.641108140007161	0.667504078779263	" "	0.00210526315789474	6
"JDP2(var.2)3"	"green"	"JDP2(var.2)"	"green"	2.26114341476104	0.0198605252173058	0.0282208605944955	"*"	0.00477554918815664	10
"KLF133"	"green"	"KLF13"	"green"	3.01248680639503	8.03049437838612e-05	0.000172727019883019	"***"	0.0058428279287175	20
"LHX63"	"green"	"LHX6"	"green"	0.425270074083157	0.946223367421187	0.954540408514138	" "	0.000989119683481701	2
"MEF2B3"	"green"	"MEF2B"	"green"	1.87047398793644	0.00418274332195847	0.00686037343682158	"**"	0.00358500814774579	33
"MEOX13"	"green"	"MEOX1"	"green"	0.363287330975837	0.971686010188034	0.977363276764413	" "	0.000857632933104631	2
"MIXL13"	"green"	"MIXL1"	"green"	1.31675812723597	0.267172449601095	0.301082602070159	" "	0.0029382957884427	9
"MLX3"	"green"	"MLX"	"green"	2.52354744470106	0.0195059296627843	0.0277346064709728	"*"	0.00529100529100529	8
"MLXIPL3"	"green"	"MLXIPL"	"green"	2.42331478549772	0.0327661546975944	0.0445914589317216	"*"	0.00509461426491994	7
"MSC3"	"green"	"MSC"	"green"	1.53763074017444	0.107276359418597	0.131698512068174	" "	0.00335397316821465	13
"MSX13"	"green"	"MSX1"	"green"	2.688433399981	0.00349056013399358	0.00582323785305824	"**"	0.00554785020804438	12
"MYF63"	"green"	"MYF6"	"green"	2.39752311827929	0.00372142097167589	0.00616928898860048	"**"	0.00492934604009201	15
"NEUROD23"	"green"	"NEUROD2"	"green"	2.58746873088873	0.024391760224087	0.034064748443998	"*"	0.00540540540540541	7
"NEUROG23"	"green"	"NEUROG2"	"green"	2.72818286799023	0.00625715479402658	0.00987553767914773	"**"	0.00566251415628539	10
"NFIA3"	"green"	"NFIA"	"green"	1.48758214286152	0.147550696932243	0.175601414376155	" "	0.00327088908712459	11
"NFIX3"	"green"	"NFIX"	"green"	1.4457419175004	0.179393872599947	0.209487861663805	" "	0.00319284802043423	10
"NHLH13"	"green"	"NHLH1"	"green"	2.17414737237749	0.00276452885108774	0.00470316652887447	"**"	0.00436590436590437	21
"NKX2-33"	"green"	"NKX2-3"	"green"	1.83350485951235	0.0456144458031339	0.0601739638711546	""	0.00393056010481494	12
"NKX2-83"	"green"	"NKX2-8"	"green"	3.49929163627176	5.14594386602184e-06	1.30303604866457e-05	"***"	0.00656324582338902	22
"NKX6-13"	"green"	"NKX6-1"	"green"	0.275681193433654	0.993183201074233	0.995184241774853	" "	0.000669120107059217	2
"NKX6-23"	"green"	"NKX6-2"	"green"	1.16868844261778	0.391988676363582	0.424931294599999	" "	0.00263852242744063	8
"Nr2e13"	"green"	"Nr2e1"	"green"	1.22927190117811	0.28227329739797	0.316100895459924	" "	0.00275970825941258	14
"Nr2f63"	"green"	"Nr2f6"	"green"	1.98031681683075	0.00937501312541899	0.0142729791664542	"*"	0.00407725321888412	19
"OLIG23"	"green"	"OLIG2"	"green"	1.93355993658999	0.0837903770070585	0.105261220175019	" "	0.00415183867141162	7
"PAX43"	"green"	"PAX4"	"green"	0.259960046793574	0.977727676824625	0.981895688011448	" "	0.000599880023995201	1
"PAX73"	"green"	"PAX7"	"green"	1.02297855447626	0.545661678299166	0.576441272614366	" "	0.00231053604436229	5
"POU4F23"	"green"	"POU4F2"	"green"	1.40178552654045	0.124776884642871	0.151132850246088	" "	0.00304975922953451	19
"Rxra3"	"green"	"Rxra"	"green"	1.14070073894398	0.390251805947054	0.423253473084326	" "	0.00259067357512953	11
"SP43"	"green"	"SP4"	"green"	6.67230707326008	1.36780827236332e-17	1.1551527975657e-16	"***"	0.006487794149989	59
"SPDEF3"	"green"	"SPDEF"	"green"	0.953594990223612	0.607527938666907	0.634311885578045	" "	0.00214707461084273	4
"SPIC3"	"green"	"SPIC"	"green"	1.41844075042557	0.106493371183707	0.130879826858394	" "	0.00306122448979592	21
"SRF3"	"green"	"SRF"	"green"	0.700772826146883	0.799372575028088	0.818949793047773	" "	0.00159829515183804	3
"TBXT3"	"green"	"TBXT"	"green"	1.13161186315457	0.477831864678944	0.509596241673327	" "	0.00250783699059561	4
"TBX24"	"green"	"TBX2"	"green"	1.06899314978346	0.471883540033905	0.503972971890183	" "	0.00244618395303327	10
"TBX203"	"green"	"TBX20"	"green"	1.54660841617713	0.0958895230890628	0.119024266596407	" "	0.00336215177713737	14
"TBX213"	"green"	"TBX21"	"green"	1.07745664266283	0.46275233249178	0.494811141957288	" "	0.00246305418719212	10
"TFAP43"	"green"	"TFAP4"	"green"	1.83484850140344	0.0454205008693664	0.0600065412902255	""	0.00393313667649951	12
"TFCP23"	"green"	"TFCP2"	"green"	2.87432587343206	0.00984505863001759	0.0149327287116092	"*"	0.00595238095238095	8
"TFEB3"	"green"	"TFEB"	"green"	2.45680158260508	0.0090206433393779	0.0137803411559916	"*"	0.00513299113392441	11
"ZBTB7B3"	"green"	"ZBTB7B"	"green"	4.05510764618951	1.49264695808984e-06	4.04424200024827e-06	"***"	0.00761904761904762	20
"ZBTB7C3"	"green"	"ZBTB7C"	"green"	3.53199312933672	6.71270315381649e-06	1.67667741721443e-05	"***"	0.0066751430387794	21
"ZIC13"	"green"	"ZIC1"	"green"	4.7166368854016	8.65362296417479e-11	3.85409118285038e-10	"***"	0.00740897544453853	35
"ZIC33"	"green"	"ZIC3"	"green"	4.22827629805051	2.33899453976415e-09	8.80516363329212e-09	"***"	0.00691389063482087	33
"ZBTB183"	"green"	"ZBTB18"	"green"	2.54988092939306	0.000127852040519416	0.000267288992697293	"***"	0.00478553704360156	27
"LBX23"	"green"	"LBX2"	"green"	2.25579533171639	0.0156851839265797	0.0229021899754148	"*"	0.00475161987041037	11
"Lhx43"	"green"	"Lhx4"	"green"	0.761967305307373	0.767349422439155	0.788488524985688	" "	0.0017520805957074	4
"Lhx83"	"green"	"Lhx8"	"green"	0	1	1	" "	0	0
"MEOX23"	"green"	"MEOX2"	"green"	0.474960597159791	0.964375102056389	0.970664033461749	" "	0.00114711786636077	4
"MNX13"	"green"	"MNX1"	"green"	0.713551908925958	0.861140882838297	0.876214274058699	" "	0.00171122994652406	8
"MSX23"	"green"	"MSX2"	"green"	2.688433399981	0.00349056013399358	0.00582323785305824	"**"	0.00554785020804438	12
"Msx33"	"green"	"Msx3"	"green"	2.18175693972349	0.019327066043731	0.0275065016253545	"*"	0.00461022632020117	11
"NOTO3"	"green"	"NOTO"	"green"	0.215655807211483	0.989590885380444	0.992251075932542	" "	0.000506329113924051	1
"Nkx3-13"	"green"	"Nkx3-1"	"green"	1.4088279225725	0.198308666595291	0.229318793475159	" "	0.0031201248049922	10
"OTX13"	"green"	"OTX1"	"green"	3.36983508619016	0.0354058496168667	0.0479070685867882	"*"	0.00658978583196046	4
"PDX13"	"green"	"PDX1"	"green"	0.205863188286255	0.991571923463794	0.993792191989239	" "	0.000485436893203883	1
"PHOX2A3"	"green"	"PHOX2A"	"green"	1.27990549376156	0.248386743874902	0.281605639712275	" "	0.00285965684117906	13
"PITX33"	"green"	"PITX3"	"green"	1.76031634282549	0.0575368382815196	0.074518196802107	""	0.00379027163613392	12
"PROP13"	"green"	"PROP1"	"green"	1.22770501544276	0.276352139303717	0.310246344500486	" "	0.002753809436387	15
"PRRX13"	"green"	"PRRX1"	"green"	1.49156588356834	0.158291932002422	0.1870912827153	" "	0.00328299409061064	10
"RAX23"	"green"	"RAX2"	"green"	1.74738371911205	0.0783295780995719	0.0989565880817624	""	0.00378357926598562	10
"RAX4"	"green"	"RAX"	"green"	1.48457903537869	0.175596263575258	0.205213805682207	" "	0.00327153762268266	9
"RHOXF13"	"green"	"RHOXF1"	"green"	1.91684590111875	0.02549264351046	0.0354143613757974	"*"	0.00405914757900841	14
"Shox23"	"green"	"Shox2"	"green"	1.54577582182909	0.166632891781367	0.195760846092755	" "	0.00339270568278202	8
"UNCX3"	"green"	"UNCX"	"green"	1.49156588356834	0.158291932002422	0.1870912827153	" "	0.00328299409061064	10
"VAX13"	"green"	"VAX1"	"green"	0.611889669305964	0.88663473597224	0.899700085742858	" "	0.00143781452192667	4
"VAX23"	"green"	"VAX2"	"green"	0.611889669305964	0.88663473597224	0.899700085742858	" "	0.00143781452192667	4
"VENTX3"	"green"	"VENTX"	"green"	1.65885145913599	0.196927199745321	0.22805851127039	" "	0.00358166189111748	5
"VSX13"	"green"	"VSX1"	"green"	0.627077510066217	0.853814161237676	0.869747880222994	" "	0.00144508670520231	3
"VSX23"	"green"	"VSX2"	"green"	0.627077510066217	0.853814161237676	0.869747880222994	" "	0.00144508670520231	3
"ESR13"	"green"	"ESR1"	"green"	3.21674638585677	1.1340543961998e-06	3.12178811647621e-06	"***"	0.00560578661844485	31
"ESRRB3"	"green"	"ESRRB"	"green"	2.06095790746966	0.00901172896265756	0.0137714232969803	"*"	0.00426599749058971	17
"NR2F13"	"green"	"NR2F1"	"green"	3.83810920813146	9.25988223837885e-10	3.62479807057122e-09	"***"	0.00533424128929747	47
"NR3C13"	"green"	"NR3C1"	"green"	1.24569329127339	0.383649739043026	0.416901245922938	" "	0.00276243093922652	5
"NR3C23"	"green"	"NR3C2"	"green"	1.30349974820779	0.349316845363335	0.383221127413306	" "	0.00287852619458837	5
"Nr2f6(var.2)3"	"green"	"Nr2f6(var.2)"	"green"	3.56336380663213	6.45112744292402e-09	2.31372166943333e-08	"***"	0.00504616706033927	47
"RARA3"	"green"	"RARA"	"green"	2.69171097154937	1.55233006084568e-05	3.69193908201131e-05	"***"	0.00470783716422044	34
"RARA(var.2)3"	"green"	"RARA(var.2)"	"green"	1.7882887176348	0.035608208796531	0.0481230171785972	"*"	0.00380324543610548	15
"BCL6B3"	"green"	"BCL6B"	"green"	2.28013152985485	0.00298698342000787	0.00505472128089044	"**"	0.00463439752832132	18
"EGR23"	"green"	"EGR2"	"green"	3.76338599308631	3.3536969351656e-07	9.79200748975944e-07	"***"	0.00674273858921162	26
"EGR33"	"green"	"EGR3"	"green"	3.72441432412827	1.18840117616353e-08	4.12987862151241e-08	"***"	0.00592853709341452	37
"EGR43"	"green"	"EGR4"	"green"	4.53811350689263	1.06917841083488e-10	4.71956860640724e-10	"***"	0.00698772426817753	37
"GLIS13"	"green"	"GLIS1"	"green"	2.80431771047909	0.00253115316958546	0.00434411103798486	"**"	0.00576368876080692	12
"GLIS23"	"green"	"GLIS2"	"green"	4.03545021742548	9.82728542910007e-08	3.06956940548862e-07	"***"	0.00716845878136201	26
"GLIS33"	"green"	"GLIS3"	"green"	3.4823104686153	1.22601570502794e-05	2.95193453238571e-05	"***"	0.00664672648720505	20
"HIC23"	"green"	"HIC2"	"green"	2.98410890065014	4.42140874504922e-06	1.12829107997949e-05	"***"	0.00526583998641074	31
"Hic13"	"green"	"Hic1"	"green"	2.30473369273861	0.00519652240231462	0.00833678647769184	"**"	0.00475888324873096	15
"KLF143"	"green"	"KLF14"	"green"	4.7673319538779	1.51052269540583e-12	8.34703652424258e-12	"***"	0.00610667996011964	49
"KLF163"	"green"	"KLF16"	"green"	6.39107580640474	1.36397764134326e-16	1.06547363397076e-15	"***"	0.00585126462816157	62
"Klf123"	"green"	"Klf12"	"green"	4.47546746455611	1.80922559382067e-11	8.8892357386842e-11	"***"	0.00618386697815034	45
"SP83"	"green"	"SP8"	"green"	6.49414963808013	5.64255552785168e-17	4.60037860522115e-16	"***"	0.00606542706572537	61
"ZBED13"	"green"	"ZBED1"	"green"	2.78961730822082	0.166036015244643	0.195315953806839	" "	0.00506329113924051	2
"ZIC43"	"green"	"ZIC4"	"green"	4.76598765723565	6.72148209398510e-11	3.06056499009942e-10	"***"	0.0074754378470739	35
"ZNF1433"	"green"	"ZNF143"	"green"	2.39831561431282	0.00116737763398754	0.00212271008310262	"**"	0.00478240076518412	20
"ZNF4103"	"green"	"ZNF410"	"green"	0.912602870190285	0.644278126151009	0.670181011538906	" "	0.00209863588667366	6
"CUX13"	"green"	"CUX1"	"green"	0.60894808425102	0.838811430160515	0.856609619301498	" "	0.00136986301369863	2
"CUX23"	"green"	"CUX2"	"green"	0.529600103337557	0.889075417537203	0.901972250429855	" "	0.0012070006035003	2
"ONECUT23"	"green"	"ONECUT2"	"green"	0.960618404579022	0.596654467890374	0.624415571259601	" "	0.0022238695329874	9
"ONECUT33"	"green"	"ONECUT3"	"green"	0.968746390554122	0.588059290228753	0.615938007376029	" "	0.00226171243941842	14
"E2F73"	"green"	"E2F7"	"green"	0.820118916536909	0.727323752646539	0.749942666861532	" "	0.00189250567751703	5
"ELK33"	"green"	"ELK3"	"green"	0.848981584198479	0.700527412413955	0.724147967197428	" "	0.00195236235845373	5
"ERF3"	"green"	"ERF"	"green"	1.42610677144088	0.203483602799506	0.234740362404791	" "	0.00315568022440393	9
"ERG3"	"green"	"ERG"	"green"	1.65844708683617	0.113019952293335	0.13814235567039	" "	0.0036144578313253	9
"ETS13"	"green"	"ETS1"	"green"	1.44245411482321	0.195286115298167	0.226450946133315	" "	0.00318809776833156	9
"ETV23"	"green"	"ETV2"	"green"	1.62509333769817	0.109658095558252	0.134473872799653	" "	0.00354484225451967	10
"ETV33"	"green"	"ETV3"	"green"	1.40693215500098	0.229638556263362	0.262276646551368	" "	0.00311647837943124	8
"FEV3"	"green"	"FEV"	"green"	1.27657389788027	0.324993838604341	0.358381971321269	" "	0.00285016286644951	7
"GCM23"	"green"	"GCM2"	"green"	1.33629064699012	0.359828500409476	0.393211027302934	" "	0.00291545189504373	4
"LEF13"	"green"	"LEF1"	"green"	2.48233311179391	0.000226201370176674	0.000454841569142316	"***"	0.00471612552149465	26
"HSF23"	"green"	"HSF2"	"green"	1.28912216574065	0.261402369217158	0.295389296797778	" "	0.00288259958071279	11
"HSF43"	"green"	"HSF4"	"green"	2.54485759535614	0.00128729157686728	0.00232241721001933	"**"	0.00513750377757631	17
"IRF73"	"green"	"IRF7"	"green"	1.82128431025248	0.00961855350025628	0.0146139326093507	"*"	0.00365990990990991	26
"MEF2D3"	"green"	"MEF2D"	"green"	1.79869359211149	0.00605545815536667	0.00959441794811371	"**"	0.00344149459193707	35
"MEIS13"	"green"	"MEIS1"	"green"	1.34885707866478	0.220741156915028	0.252824313805442	" "	0.00299972729751841	11
"MEIS23"	"green"	"MEIS2"	"green"	1.73771952449541	0.0703373594257577	0.0896951626181457	""	0.0037568306010929	11
"MEIS33"	"green"	"MEIS3"	"green"	1.63136069536671	0.096443144277078	0.119645098055488	" "	0.00355067785668173	11
"MYBL13"	"green"	"MYBL1"	"green"	1.30554238911569	0.457747077110229	0.489927287696171	" "	0.0027027027027027	2
"MYBL23"	"green"	"MYBL2"	"green"	1.96656692022811	0.204012620133971	0.235289999412433	" "	0.00402684563758389	3
"NFKB13"	"green"	"NFKB1"	"green"	3.24660167147914	7.39246249381823e-07	2.0745242709925e-06	"***"	0.00559245019224047	32
"NFKB23"	"green"	"NFKB2"	"green"	3.07902763826411	5.38938487156757e-06	1.35980195519371e-05	"***"	0.00556107249255213	28
"PAX13"	"green"	"PAX1"	"green"	2.33854383556303	0.0383111994896394	0.0513877521473257	""	0.00493305144467935	7
"PAX33"	"green"	"PAX3"	"green"	1.07033624350874	0.507253888508273	0.538280797762691	" "	0.00240731824747232	5
"PAX93"	"green"	"PAX9"	"green"	2.54707871431919	0.0133526115918698	0.0197509218391306	"*"	0.00533175355450237	9
"PKNOX23"	"green"	"PKNOX2"	"green"	2.26923251194461	0.00384297376345065	0.00633793314856488	"**"	0.00464227198252321	17
"POU1F13"	"green"	"POU1F1"	"green"	0.984953703025784	0.565517475313119	0.595459527706444	" "	0.00229533282325937	15
"POU2F13"	"green"	"POU2F1"	"green"	1.08028492458652	0.441091865975598	0.474021138844843	" "	0.00247524752475248	14
"POU3F13"	"green"	"POU3F1"	"green"	1.20392796349513	0.286429053110414	0.320273905001802	" "	0.00270313245349022	17
"POU3F23"	"green"	"POU3F2"	"green"	1.17886348915451	0.3179650401182	0.351032647908878	" "	0.00265957446808511	16
"POU3F33"	"green"	"POU3F3"	"green"	0.876308220890802	0.716317622410259	0.739787189180508	" "	0.00208426380824773	14
"POU3F43"	"green"	"POU3F4"	"green"	1.25705987311686	0.266612414610575	0.300593745037011	" "	0.00281568117825428	13
"POU4F13"	"green"	"POU4F1"	"green"	1.82482225246028	0.00942642470807299	0.0143414945592572	"*"	0.00366558578880587	26
"POU4F33"	"green"	"POU4F3"	"green"	1.69734799092948	0.0223945423673813	0.0315213747284272	"*"	0.00349497597204019	24
"POU5F1B3"	"green"	"POU5F1B"	"green"	1.31492570893058	0.213570320848463	0.245427665242033	" "	0.00292275574112735	14
"POU6F23"	"green"	"POU6F2"	"green"	1.10825337018106	0.445727415278723	0.478320764993422	" "	0.00251651462724127	8
"PROX13"	"green"	"PROX1"	"green"	1.0965343602845	0.486921638139563	0.518548953678964	" "	0.00246062992125984	5
"RFX23"	"green"	"RFX2"	"green"	1.14944936877783	0.447829292550875	0.480346013289652	" "	0.00256805341551104	5
"SMAD33"	"green"	"SMAD3"	"green"	2.22633608616761	0.0625795759555088	0.0805829062073813	""	0.00470219435736677	6
"TGIF13"	"green"	"TGIF1"	"green"	3.06127322690925	0.000130737090684978	0.000272938068053154	"***"	0.00601604278074866	18
"TGIF23"	"green"	"TGIF2"	"green"	2.70185848766668	0.000947315825645717	0.00174565073511331	"**"	0.005453306066803	16
"RFX43"	"green"	"RFX4"	"green"	1.75032766186711	0.077699270948968	0.0983268127700257	""	0.00378931413414172	10
"RFX53"	"green"	"RFX5"	"green"	1.4781857837955	0.213859341971634	0.245676270279915	" "	0.00325430032543003	7
"RUNX23"	"green"	"RUNX2"	"green"	1.08357646626726	0.496897604379303	0.528167579482726	" "	0.00243427458617332	5
"EOMES3"	"green"	"EOMES"	"green"	1.12024737298562	0.418226575711728	0.451188757022342	" "	0.00254841997961264	10
"MGA3"	"green"	"MGA"	"green"	2.23621722450692	0.000775864113719299	0.00144758973447586	"**"	0.004293210367308	27
"TBR13"	"green"	"TBR1"	"green"	0.695161639994865	0.854086799674414	0.869827648542134	" "	0.00164744645799012	6
"TBX153"	"green"	"TBX15"	"green"	1.93222912334248	0.00900947858631388	0.0137714232969803	"*"	0.0039495956366372	21
"TBX193"	"green"	"TBX19"	"green"	0.485813394063753	0.914760497896248	0.925931250245049	" "	0.00111607142857143	2
"TBX13"	"green"	"TBX1"	"green"	2.24108886638151	0.0014120552287863	0.00253118109893772	"**"	0.00442222649490483	23
"TBX43"	"green"	"TBX4"	"green"	2.43868400524464	0.000420827465303726	0.00081366036056133	"***"	0.00471698113207547	24
"TBX53"	"green"	"TBX5"	"green"	2.41745059870133	0.00022959321496848	0.000460627176243352	"***"	0.0045425048669695	28
"TEAD33"	"green"	"TEAD3"	"green"	2.3466159502058	0.00147824186056104	0.00264136150414021	"**"	0.00469263256687001	20
"TFAP2A(var.2)3"	"green"	"TFAP2A(var.2)"	"green"	2.63554410505656	7.89091556141206e-05	0.000170005384484769	"***"	0.0049198250728863	27
"TFAP2B3"	"green"	"TFAP2B"	"green"	1.92316179579178	0.0139032766041881	0.0205112281082221	"*"	0.00399644760213144	18
"TFAP2B(var.2)3"	"green"	"TFAP2B(var.2)"	"green"	2.76602434091831	6.12627832272295e-05	0.000133631685051208	"***"	0.00521050437682368	25
"TFAP2B(var.3)3"	"green"	"TFAP2B(var.3)"	"green"	4.5795720928312	2.59257648652023e-10	1.0835081562712e-09	"***"	0.00731497418244406	34
"TFAP2C3"	"green"	"TFAP2C"	"green"	1.93210313033834	0.0133713517101015	0.0197721077814385	"*"	0.00401248328131966	18
"TFAP2C(var.3)3"	"green"	"TFAP2C(var.3)"	"green"	4.6504209013889	4.17219532294551e-10	1.70857696848162e-09	"***"	0.00759553762164728	32
"Ascl23"	"green"	"Ascl2"	"green"	2.21037840209069	0.00165528163839979	0.00293427351028811	"**"	0.00437096161155454	23
"Atoh13"	"green"	"Atoh1"	"green"	2.0150505912638	0.0712517698304927	0.090783638417673	""	0.00431034482758621	7
"BHLHE403"	"green"	"BHLHE40"	"green"	1.74706722734474	0.144064407134545	0.171909433840102	" "	0.00377595972309629	6
"BHLHE233"	"green"	"BHLHE23"	"green"	1.606126663891	0.186401711735953	0.217217928073451	" "	0.00349854227405248	6
"BHLHE223"	"green"	"BHLHE22"	"green"	1.73569109329576	0.174493128682716	0.204244572171506	" "	0.00373134328358209	5
"CLOCK3"	"green"	"CLOCK"	"green"	2.70037163260158	0.0200180703025691	0.0284164843648411	"*"	0.00561797752808989	7
"FIGLA3"	"green"	"FIGLA"	"green"	2.62502880657589	5.63874493414657e-05	0.000123539022639452	"***"	0.00482208180911207	29
"HES53"	"green"	"HES5"	"green"	2.71089965737392	0.000679973667397371	0.00127880761986161	"**"	0.00543478260869565	17
"HES73"	"green"	"HES7"	"green"	1.94836609136462	0.0268282385728901	0.0371199987178535	"*"	0.00413486005089058	13
"HEY13"	"green"	"HEY1"	"green"	2.74322488218421	0.0021402275451052	0.00372025572500616	"**"	0.00562283737024221	13
