"module"	"tf"	"color"	"odds_ratio"	"pval"	"fdr"	"Significance"	"Jaccard"	"size_intersection"
"OSR1"	"yellow"	"OSR1"	"yellow"	0.952047816286066	0.606051645555801	0.633065849593411	" "	0.00468883205456096	11
"OVOL1"	"yellow"	"OVOL1"	"yellow"	0.649196062332499	0.812479924884044	0.831806986226208	" "	0.00260756192959583	2
"OVOL2"	"yellow"	"OVOL2"	"yellow"	0.681870931697395	0.790751877342128	0.810674622763024	" "	0.0027027027027027	2
"PAX3(var.2)"	"yellow"	"PAX3(var.2)"	"yellow"	2.17801950550841	0.0102334155104469	0.0154745837245811	"*"	0.00962250185048113	13
"PITX2"	"yellow"	"PITX2"	"yellow"	1.84390849297165	0.00207230256730681	0.00360638658291808	"**"	0.00865332612222823	32
"PLAGL2"	"yellow"	"PLAGL2"	"yellow"	3.64331096784444	6.61115771161196e-15	4.47678395116114e-14	"***"	0.0141085934159897	66
"POU6F1(var.2)"	"yellow"	"POU6F1(var.2)"	"yellow"	1.38924110727263	0.0962760119996154	0.119470870449204	" "	0.00677339901477833	22
"PPARD"	"yellow"	"PPARD"	"yellow"	1.92150998936801	0.000299764698628033	0.000590557566487269	"***"	0.00884955752212389	42
"RARB(var.3)"	"yellow"	"RARB(var.3)"	"yellow"	1.40538049007726	0.126154306052183	0.152612614564749	" "	0.00674536256323777	16
"RARG(var.3)"	"yellow"	"RARG(var.3)"	"yellow"	1.3173156304421	0.187907133918759	0.218687553671441	" "	0.00635324015247776	15
"RFX7"	"yellow"	"RFX7"	"yellow"	0.957656417630933	0.597588441742583	0.625100692974948	" "	0.00462487153134635	9
"RXRB(var.2)"	"yellow"	"RXRB(var.2)"	"yellow"	1.32481538432013	0.166122760176656	0.195366651221942	" "	0.00643208475217556	17
"RXRG(var.2)"	"yellow"	"RXRG(var.2)"	"yellow"	1.29912740202452	0.136117453845497	0.16347242377581	" "	0.00641519117269695	25
"SMAD5"	"yellow"	"SMAD5"	"yellow"	2.39934445406433	0.00894579402351212	0.0136893586493129	"*"	0.0101851851851852	11
"SNAI1"	"yellow"	"SNAI1"	"yellow"	2.37623384295974	1.08908817165225e-08	3.7995001218359e-08	"***"	0.00954595520744095	78
"SNAI3"	"yellow"	"SNAI3"	"yellow"	2.28667324739373	5.17848220317308e-08	1.65943076881529e-07	"***"	0.0093331695935159	76
"SOHLH2"	"yellow"	"SOHLH2"	"yellow"	2.57150568938647	0.000292615023647206	0.000577488909102686	"***"	0.0114678899082569	20
"SOX12"	"yellow"	"SOX12"	"yellow"	2.33920914438238	0.00197609275926347	0.00345912834980965	"**"	0.0104744300677757	17
"SOX14"	"yellow"	"SOX14"	"yellow"	1.63179942950675	0.035608452389525	0.0481230171785972	"*"	0.00774246128769356	19
"SOX18"	"yellow"	"SOX18"	"yellow"	1.98930879491679	0.00213614526209136	0.00371460225062972	"**"	0.00925583117363939	25
"SP9"	"yellow"	"SP9"	"yellow"	4.08712537195004	3.84564253648442e-22	4.62717634228609e-21	"***"	0.0114975567691865	120
"TBX18"	"yellow"	"TBX18"	"yellow"	2.59460017913982	4.17846545710032e-10	1.70889475565984e-09	"***"	0.0102134345947362	78
"TBX3"	"yellow"	"TBX3"	"yellow"	2.00506084317665	3.61038278108054e-05	8.16781522018403e-05	"***"	0.00899031811894882	52
"TBX6"	"yellow"	"TBX6"	"yellow"	2.2078952311712	3.60427809876604e-06	9.29841427670133e-06	"***"	0.0097323600973236	52
"TCF21(var.2)"	"yellow"	"TCF21(var.2)"	"yellow"	0.571008912297077	0.916351545325807	0.926703460659357	" "	0.00269723533378287	4
"TFAP2E"	"yellow"	"TFAP2E"	"yellow"	2.81785411259373	3.34835516569139e-09	1.23657076911177e-08	"***"	0.0119020884796766	53
"TFAP4(var.2)"	"yellow"	"TFAP4(var.2)"	"yellow"	1.77116332997729	0.0272533170291819	0.0376499527847587	"*"	0.00823045267489712	16
"TGIF2LX"	"yellow"	"TGIF2LX"	"yellow"	1.5785202670286	0.0615683389085241	0.0793492326388004	""	0.00745573159366263	16
"TGIF2LY"	"yellow"	"TGIF2LY"	"yellow"	1.47238429271626	0.112114503363663	0.137185488533559	" "	0.00695825049701789	14
"THAP11"	"yellow"	"THAP11"	"yellow"	2.35352502723403	9.53842083505506e-08	2.98350605574469e-07	"***"	0.00991786765845343	64
"THRB"	"yellow"	"THRB"	"yellow"	2.4002889693961	6.07718532702445e-07	1.72052381554468e-06	"***"	0.0104865771812081	50
"THRB(var.2)"	"yellow"	"THRB(var.2)"	"yellow"	2.08178693288906	0.00120695179716555	0.00218894499356281	"**"	0.00962649210627647	25
"THRB(var.3)"	"yellow"	"THRB(var.3)"	"yellow"	1.85332753385465	0.000514269499200161	0.000982865191468796	"***"	0.0085725677830941	43
"TLX2"	"yellow"	"TLX2"	"yellow"	1.44117219312447	0.117027871144195	0.142418910071076	" "	0.0068649885583524	15
"VEZF1"	"yellow"	"VEZF1"	"yellow"	3.33859766448413	1.06709624886914e-12	5.96294982514143e-12	"***"	0.0133683979837826	61
"ZBTB26"	"yellow"	"ZBTB26"	"yellow"	2.6213386398816	8.3283149218694e-10	3.29598033512709e-09	"***"	0.0105639041809255	71
"ZBTB32"	"yellow"	"ZBTB32"	"yellow"	1.35547543332616	0.109277106516853	0.134080133982849	" "	0.00663972286374134	23
"ZBTB6"	"yellow"	"ZBTB6"	"yellow"	2.8318034437538	4.32881243904765e-12	2.28218662864279e-11	"***"	0.0106263282910364	85
"ZFP57"	"yellow"	"ZFP57"	"yellow"	1.91654140158388	0.0175893108444863	0.0253150338713571	"*"	0.00876168224299065	15
"ZIC5"	"yellow"	"ZIC5"	"yellow"	3.82417718110683	7.74219801510798e-17	6.19929844644424e-16	"***"	0.0142578125	73
"ZKSCAN1"	"yellow"	"ZKSCAN1"	"yellow"	1.87771867643431	0.00495012111187211	0.00799016126980163	"**"	0.0088008800880088	24
"ZNF135"	"yellow"	"ZNF135"	"yellow"	2.76913592989295	1.56635707069848e-12	8.61303961725601e-12	"***"	0.00905542544886807	116
"ZNF136"	"yellow"	"ZNF136"	"yellow"	1.6675911732282	0.00552388938755373	0.00881145007080916	"**"	0.00791730811524082	36
"ZNF140"	"yellow"	"ZNF140"	"yellow"	2.00607568345531	3.16151424975963e-05	7.18321714818481e-05	"***"	0.0089739248222147	53
"ZNF274"	"yellow"	"ZNF274"	"yellow"	1.5978633043231	0.0170501790427701	0.0246674486893836	"*"	0.00766587364525509	29
"ZNF317"	"yellow"	"ZNF317"	"yellow"	1.73915637075378	0.00205722674846015	0.00358433122853548	"**"	0.00816493161869769	40
"ZNF382"	"yellow"	"ZNF382"	"yellow"	1.7323357470694	0.00601152892261854	0.00953494098428085	"**"	0.00821242814125376	30
"ZNF460"	"yellow"	"ZNF460"	"yellow"	4.48697486511363	7.19301500074949e-23	9.09489693315105e-22	"***"	0.00982423310833389	147
"ZNF528"	"yellow"	"ZNF528"	"yellow"	2.23764262536536	1.60270688323398e-06	4.31891391291709e-06	"***"	0.009765625	55
"ZNF682"	"yellow"	"ZNF682"	"yellow"	3.40465447109191	1.65145039667155e-15	1.19032076900191e-14	"***"	0.0124412077074799	82
"ZNF684"	"yellow"	"ZNF684"	"yellow"	2.65559450569339	6.48203392200035e-09	2.32294506284016e-08	"***"	0.011151701595847	58
"ZNF75D"	"yellow"	"ZNF75D"	"yellow"	2.98057505226561	1.51314876683181e-12	8.35123783025792e-12	"***"	0.0113885238720981	78
"ZSCAN29"	"yellow"	"ZSCAN29"	"yellow"	2.59676048672533	0.000492661913593154	0.000945606657479828	"***"	0.01148691767709	18
"Dmrt1"	"yellow"	"Dmrt1"	"yellow"	1.58776690376528	0.0143869201508391	0.0211411210095718	"*"	0.00761723399190669	32
"Ebf2"	"yellow"	"Ebf2"	"yellow"	2.47078528424644	4.10884174628644e-08	1.33984969225159e-07	"***"	0.010443864229765	60
"Foxf1"	"yellow"	"Foxf1"	"yellow"	1.4952221742093	0.0160485911048922	0.0233680851611898	"*"	0.00718931872646354	42
"Foxl2"	"yellow"	"Foxl2"	"yellow"	1.39776120001873	0.0332480661734796	0.0451511966603442	"*"	0.0067893783946892	45
"Isl1"	"yellow"	"Isl1"	"yellow"	1.79980898598586	0.018024761025384	0.0258808140349925	"*"	0.00840336134453781	18
"Plagl1"	"yellow"	"Plagl1"	"yellow"	3.56349790705635	1.31196324445146e-17	1.11218702313726e-16	"***"	0.0120895902265207	95
"Prdm15"	"yellow"	"Prdm15"	"yellow"	3.02793638338467	2.15745009920767e-12	1.16768399565339e-11	"***"	0.0117703966462431	73
"Ptf1a"	"yellow"	"Ptf1a"	"yellow"	1.71853888670008	0.00361758366077118	0.00602168258297204	"**"	0.0081209113467178	36
"Ptf1a(var.2)"	"yellow"	"Ptf1a(var.2)"	"yellow"	1.95969581629802	0.000853940223143565	0.00158664858397285	"**"	0.00911680911680912	32
"Ptf1a(var.3)"	"yellow"	"Ptf1a(var.3)"	"yellow"	2.46153249772074	5.8500854550898e-09	2.10490212998247e-08	"***"	0.00998085862729013	73
"Rbpjl"	"yellow"	"Rbpjl"	"yellow"	2.10754621169835	1.77043723399476e-06	4.74235610973102e-06	"***"	0.00900779779510621	67
"Smad2::Smad3"	"yellow"	"Smad2::Smad3"	"yellow"	1.87400290131904	0.00164512408001591	0.00291857922399969	"**"	0.00877433506992048	32
"Stat2"	"yellow"	"Stat2"	"yellow"	2.11606159167245	1.55801813921776e-07	4.73199915170561e-07	"***"	0.00808048799809871	102
"Stat5a"	"yellow"	"Stat5a"	"yellow"	1.87448169900445	0.000267398868676745	0.00053147306225449	"***"	0.00859389285061254	47
"Stat5b"	"yellow"	"Stat5b"	"yellow"	1.55390212072192	0.00893780605781862	0.0136818125563598	"*"	0.00741123750430886	43
"Wt1"	"yellow"	"Wt1"	"yellow"	3.49015684713772	6.6297454393374e-18	5.76208555077169e-17	"***"	0.0106333795654184	115
"Zic1::Zic2"	"yellow"	"Zic1::Zic2"	"yellow"	2.43680616835916	8.33878262955778e-09	2.94821414296213e-08	"***"	0.0099023331524688	73
"Zic2"	"yellow"	"Zic2"	"yellow"	2.39590441984419	2.25033012816825e-08	7.59041270058861e-08	"***"	0.0098702763677383	70
"Znf281"	"yellow"	"Znf281"	"yellow"	3.15993347741127	8.76634509901234e-15	5.90047528769613e-14	"***"	0.0111417275667905	93
"ASCL1"	"yellow"	"ASCL1"	"yellow"	1.68357475899933	0.00370908980100552	0.0061554286968911	"**"	0.00795593635250918	39
"ATF3"	"yellow"	"ATF3"	"yellow"	1.68686843452133	0.0389594083068446	0.0521478204489942	""	0.00789343857918106	16
"BARHL1"	"yellow"	"BARHL1"	"yellow"	1.56312174209186	0.172632018858506	0.202118994614353	" "	0.00671785028790787	7
"BATF::JUN"	"yellow"	"BATF::JUN"	"yellow"	2.07152254448378	0.000184451442584907	0.000375616313471358	"***"	0.00951877313590693	36
"BCL6"	"yellow"	"BCL6"	"yellow"	1.44252646650493	0.0645164577720052	0.0828149311693419	""	0.007011393514461	24
"CDX1"	"yellow"	"CDX1"	"yellow"	1.54642002991429	0.0225088870596302	0.0316425183664902	"*"	0.00745341614906832	30
"E2F2"	"yellow"	"E2F2"	"yellow"	1.12913526632375	0.410020869784644	0.442909196883584	" "	0.00532229450029568	9
"E2F3"	"yellow"	"E2F3"	"yellow"	1.06374407978217	0.538113444190885	0.569273404915717	" "	0.00415512465373961	3
"E2F4"	"yellow"	"E2F4"	"yellow"	1.35162681460283	0.271322271152337	0.30513529790901	" "	0.00597779675491033	7
"EMX1"	"yellow"	"EMX1"	"yellow"	1.65748024774028	0.122169979099528	0.148282372480038	" "	0.0072007200720072	8
"FOXD2"	"yellow"	"FOXD2"	"yellow"	1.62091649262126	0.00197188343751386	0.00345446194376205	"**"	0.00751186083289404	57
"GATA5"	"yellow"	"GATA5"	"yellow"	1.56615884450949	0.0375403688911402	0.0504899913331562	""	0.00751109593717992	22
"GFI1"	"yellow"	"GFI1"	"yellow"	1.73342234088685	0.0019736921023663	0.00345627771916727	"**"	0.00813169377231257	41
"GLI2"	"yellow"	"GLI2"	"yellow"	2.80191506913462	5.7428578645778e-10	2.3095266668329e-09	"***"	0.0115464698088207	61
"GSX2"	"yellow"	"GSX2"	"yellow"	1.28281730530138	0.267301069117899	0.301082602070159	" "	0.00599880023995201	10
"HES1"	"yellow"	"HES1"	"yellow"	2.54554065616248	1.03885838927234e-06	2.87032725332283e-06	"***"	0.0112575507962658	41
"HES2"	"yellow"	"HES2"	"yellow"	1.98379202773598	0.0031142838963835	0.00525821754817524	"**"	0.00922213311948677	23
"HOXA13"	"yellow"	"HOXA13"	"yellow"	1.47590447388083	0.0324993201134264	0.0442956628586165	"*"	0.00716043857686283	32
"HOXA2"	"yellow"	"HOXA2"	"yellow"	1.54972158696196	0.126233588073089	0.152626023829051	" "	0.0070323488045007	10
"HOXA5"	"yellow"	"HOXA5"	"yellow"	1.3356862315528	0.231088955979534	0.263744773575664	" "	0.00620732464307883	10
"HOXA9"	"yellow"	"HOXA9"	"yellow"	1.16699531588167	0.477544406571115	0.50941104952629	" "	0.00443786982248521	3
"HOXB2"	"yellow"	"HOXB2"	"yellow"	1.30968356374732	0.248312218734334	0.281592473031385	" "	0.00610500610500611	10
"HOXB5"	"yellow"	"HOXB5"	"yellow"	1.59146143862836	0.142887058954304	0.170686542802099	" "	0.00696864111498258	8
"HOXC9"	"yellow"	"HOXC9"	"yellow"	1.35265941550622	0.183898741751845	0.214542387960951	" "	0.00643245917862444	13
"HOXD13"	"yellow"	"HOXD13"	"yellow"	1.32622753257945	0.12221038250198	0.148282372480038	" "	0.00652351182386518	24
"HOXD3"	"yellow"	"HOXD3"	"yellow"	1.28281730530138	0.267301069117899	0.301082602070159	" "	0.00599880023995201	10
"HOXD8"	"yellow"	"HOXD8"	"yellow"	1.47938635156915	0.140944412653147	0.168590911554111	" "	0.00683654443753884	11
"HOXD9"	"yellow"	"HOXD9"	"yellow"	1.58980634635619	0.00971924370179411	0.0147518937976366	"*"	0.00759909632368043	37
"JUNB(var.2)"	"yellow"	"JUNB(var.2)"	"yellow"	1.55727498016997	0.0998729108512254	0.12324562811924	" "	0.00720288115246098	12
"LHX9"	"yellow"	"LHX9"	"yellow"	1.07561549981342	0.441403062266601	0.474021138844843	" "	0.00528025995125914	13
"LMX1A"	"yellow"	"LMX1A"	"yellow"	0.899440681860162	0.690088576245523	0.714260033104472	" "	0.00457038391224863	15
"LMX1B"	"yellow"	"LMX1B"	"yellow"	0.970944124077362	0.58458639576941	0.612788924464608	" "	0.00497630331753555	21
"NEUROG1"	"yellow"	"NEUROG1"	"yellow"	0.957295613612273	0.597838950077763	0.62521662162338	" "	0.00449293966623877	7
"NRL"	"yellow"	"NRL"	"yellow"	1.60112863941498	0.0257923345575876	0.0357862645628525	"*"	0.00767018216682646	24
"PITX1"	"yellow"	"PITX1"	"yellow"	2.11409592002903	0.000669862705011636	0.00126085175257867	"**"	0.00975786049873509	27
"PRRX2"	"yellow"	"PRRX2"	"yellow"	1.15952570783804	0.329919770701045	0.363545271703072	" "	0.00569044006069803	15
"SOX4"	"yellow"	"SOX4"	"yellow"	2.02345056847601	3.32233545057896e-05	7.53331989705746e-05	"***"	0.00907796368814525	51
"SOX8"	"yellow"	"SOX8"	"yellow"	1.63828754216166	0.0129049756900156	0.0191711487515798	"*"	0.00783148798271672	29
"SP1"	"yellow"	"SP1"	"yellow"	2.74271474080175	4.79526858111722e-12	2.51330470363942e-11	"***"	0.00984871560564524	97
"SP2"	"yellow"	"SP2"	"yellow"	3.48512578676067	1.05250355622369e-17	9.00765949838859e-17	"***"	0.0111330766829674	107
"SP3"	"yellow"	"SP3"	"yellow"	4.11445965031545	2.49147204681307e-22	3.07212916846703e-21	"***"	0.0115517905275318	120
"TCFL5"	"yellow"	"TCFL5"	"yellow"	3.03193112985907	1.14000196487115e-09	4.42938263434311e-09	"***"	0.0128171592989799	49
"TFEC"	"yellow"	"TFEC"	"yellow"	2.00824103165075	0.00323913698691534	0.00545051772685454	"**"	0.00931019889970377	22
"ZNF740"	"yellow"	"ZNF740"	"yellow"	3.45641921540321	4.95354932877134e-17	4.06082175743233e-16	"***"	0.0116881551994216	97
"Nkx3-2"	"yellow"	"Nkx3-2"	"yellow"	1.05720804227178	0.436974421552916	0.470054676969684	" "	0.00536062378167641	22
"ASCL1(var.2)"	"yellow"	"ASCL1(var.2)"	"yellow"	2.61595973433439	2.01586489424188e-10	8.52836603650913e-10	"***"	0.0101618366578848	81
"ATF2"	"yellow"	"ATF2"	"yellow"	1.77472906749442	0.00226032915566446	0.00391533796468813	"**"	0.00834492350486787	36
"BACH1"	"yellow"	"BACH1"	"yellow"	1.71751291777298	0.00490883086580862	0.00792924105209649	"**"	0.00813810110974106	33
"BATF"	"yellow"	"BATF"	"yellow"	2.02139261093886	0.000329284281652618	0.000645870484082874	"***"	0.00933333333333333	35
"BHLHE22(var.2)"	"yellow"	"BHLHE22(var.2)"	"yellow"	1.92900084794563	0.000192250712809838	0.000389549203502414	"***"	0.00883218842001963	45
"CEBPG(var.2)"	"yellow"	"CEBPG(var.2)"	"yellow"	1.03385207678997	0.468015568567334	0.50020002027397	" "	0.00530139407029256	27
"EBF3"	"yellow"	"EBF3"	"yellow"	3.04315226807004	3.44051455442363e-12	1.83112284727707e-11	"***"	0.011959678797198	70
"HAND2"	"yellow"	"HAND2"	"yellow"	1.69294488336693	0.00594004735693628	0.00942824537930737	"**"	0.00803897685749086	33
"MEIS1(var.2)"	"yellow"	"MEIS1(var.2)"	"yellow"	1.5917984775958	0.0163808522990529	0.023789972384997	"*"	0.00763941940412529	30
"MEIS2(var.2)"	"yellow"	"MEIS2(var.2)"	"yellow"	1.45289308390087	0.0326622083428153	0.0444770442781993	"*"	0.00705787457148619	35
"MYF5"	"yellow"	"MYF5"	"yellow"	1.81216714738699	0.00382601191357469	0.006316941838864	"**"	0.0085394581861013	29
"NEUROG2(var.2)"	"yellow"	"NEUROG2(var.2)"	"yellow"	1.97321809966443	0.000159548345859307	0.000328490522569577	"***"	0.00903361344537815	43
"NFIB"	"yellow"	"NFIB"	"yellow"	2.17161775598417	3.03519964978127e-06	7.92622732346615e-06	"***"	0.00950441276306857	56
"NFYC"	"yellow"	"NFYC"	"yellow"	1.52856031989767	0.0273248607135508	0.0377371417938456	"*"	0.00738101298040214	29
"NKX2-2"	"yellow"	"NKX2-2"	"yellow"	1.98888946465118	0.000180259550311304	0.000367749201090883	"***"	0.00912530603160472	41
"OSR2"	"yellow"	"OSR2"	"yellow"	2.22164612286409	1.24091141031061e-06	3.40964976829361e-06	"***"	0.00963135171039522	58
"PRDM4"	"yellow"	"PRDM4"	"yellow"	1.67831387197373	0.00163062725477807	0.00289515572883247	"**"	0.0078125	50
"TCF12(var.2)"	"yellow"	"TCF12(var.2)"	"yellow"	2.68975920551468	1.39532808198265e-10	6.02265042907844e-10	"***"	0.0105849582172702	76
"ZBTB12"	"yellow"	"ZBTB12"	"yellow"	2.11883200137508	1.52642122996586e-05	3.63805187717102e-05	"***"	0.0094722598105548	49
"ZBTB14"	"yellow"	"ZBTB14"	"yellow"	3.06686852794177	2.5235139024142e-12	1.35923564707653e-11	"***"	0.0120357634112792	70
"ZFP42"	"yellow"	"ZFP42"	"yellow"	1.63394300593879	0.00620768646636578	0.00980783784802444	"**"	0.00776778413736713	38
"ZKSCAN5"	"yellow"	"ZKSCAN5"	"yellow"	2.83540439637336	9.504474673826e-13	5.33777021832437e-12	"***"	0.0100420125012809	98
"ZNF148"	"yellow"	"ZNF148"	"yellow"	5.15171536370644	4.77318605651414e-28	8.72031868937032e-27	"***"	0.0113344051446945	141
"ZNF16"	"yellow"	"ZNF16"	"yellow"	2.48778592441738	9.99594978572664e-09	3.49819165292513e-08	"***"	0.0102713475394757	67
"ZNF341"	"yellow"	"ZNF341"	"yellow"	2.66124827532886	3.75609968823628e-08	1.22807174613189e-07	"***"	0.0114390299702585	50
"ZNF449"	"yellow"	"ZNF449"	"yellow"	2.34276153761873	1.73603390837179e-07	5.23970854610394e-07	"***"	0.0099705786204642	61
"ZNF652"	"yellow"	"ZNF652"	"yellow"	2.09645418564322	5.58880961897499e-05	0.000122555221750917	"***"	0.00952380952380952	42
"FOXA3"	"yellow"	"FOXA3"	"yellow"	1.53807436521375	0.0169439103465991	0.0245519400166324	"*"	0.00740270727580372	35
"ATF4"	"yellow"	"ATF4"	"yellow"	1.25252152094695	0.160624943397933	0.18959843002351	" "	0.00623191631426664	28
"BATF3"	"yellow"	"BATF3"	"yellow"	1.99894622282355	0.000396340475318925	0.000767641699492647	"***"	0.0092445853143159	35
"CDX2"	"yellow"	"CDX2"	"yellow"	1.53650419091769	0.00885552452155129	0.0135790776836121	"*"	0.00731784918867324	46
"CEBPA"	"yellow"	"CEBPA"	"yellow"	1.59843224243697	0.00904674774633919	0.0138060835024256	"*"	0.00763358778625954	37
"CEBPD"	"yellow"	"CEBPD"	"yellow"	1.7810082757696	0.00476383155145226	0.00771172152777588	"**"	0.00841311285175515	29
"CREB1"	"yellow"	"CREB1"	"yellow"	1.54642002991429	0.0225088870596302	0.0316425183664902	"*"	0.00745341614906832	30
"CTCFL"	"yellow"	"CTCFL"	"yellow"	3.78594560822879	1.34446663942283e-19	1.30443661125365e-18	"***"	0.0121133717511467	103
"E2F6"	"yellow"	"E2F6"	"yellow"	3.66006636065139	4.72413501559204e-19	4.46101863497678e-18	"***"	0.0112667478684531	111
"EBF1"	"yellow"	"EBF1"	"yellow"	3.2759464430008	3.03655850975384e-14	1.93063009796281e-13	"***"	0.012335789810958	77
"EGR1"	"yellow"	"EGR1"	"yellow"	3.36736218358851	1.54103887332961e-16	1.19544020745638e-15	"***"	0.011340206185567	99
"EHF"	"yellow"	"EHF"	"yellow"	1.95462529525776	1.70439108901552e-05	4.03216411967943e-05	"***"	0.00854027066088556	65
"ELF1"	"yellow"	"ELF1"	"yellow"	2.05305469331506	3.07095895335028e-06	8.01493427125123e-06	"***"	0.0087775092227452	69
"ELF3"	"yellow"	"ELF3"	"yellow"	2.32813795088473	2.50406061924242e-08	8.38935279321039e-08	"***"	0.00943049601959584	77
"ESRRA"	"yellow"	"ESRRA"	"yellow"	1.89609446757039	0.000267811384187751	0.000532056704671271	"***"	0.00870743034055728	45
"ETV1"	"yellow"	"ETV1"	"yellow"	2.22854525944553	2.3576312607203e-07	7.00249337955146e-07	"***"	0.00932587263522515	70
"ETV4"	"yellow"	"ETV4"	"yellow"	3.33588499395899	3.25354813508705e-16	2.45579788408931e-15	"***"	0.0113782991202346	97
"ETV5"	"yellow"	"ETV5"	"yellow"	1.04890418420256	0.455044900577918	0.487501430106931	" "	0.00530222693531283	20
"FOSL1"	"yellow"	"FOSL1"	"yellow"	1.74509960955635	0.00769650458371649	0.0119699633484069	"*"	0.00826952526799388	27
"FOXA1"	"yellow"	"FOXA1"	"yellow"	1.50063464044077	0.0170411159351473	0.0246674486893836	"*"	0.00722412858948889	40
"FOXA2"	"yellow"	"FOXA2"	"yellow"	1.52103911685756	0.0151682096294374	0.0222089978087543	"*"	0.00731158605174353	39
"FOXK2"	"yellow"	"FOXK2"	"yellow"	1.65894345496395	0.00706549432358856	0.0110693568751776	"*"	0.00789595912679981	34
"FOXP1"	"yellow"	"FOXP1"	"yellow"	1.55283691997831	0.0108616629109182	0.0163637843114338	"*"	0.00743080066877206	40
"GABPA"	"yellow"	"GABPA"	"yellow"	2.10246778815652	1.5412334406813e-06	4.17083487333102e-06	"***"	0.00894013993262503	69
"GATA1"	"yellow"	"GATA1"	"yellow"	1.82639682641647	0.00393943573934298	0.00648984702587382	"**"	0.0085995085995086	28
"GATA4"	"yellow"	"GATA4"	"yellow"	1.50426036098987	0.0282476436184993	0.0389394680740384	"*"	0.00727870392110824	31
"GATA6"	"yellow"	"GATA6"	"yellow"	2.09299270376861	3.63800852885129e-05	8.22410412885777e-05	"***"	0.00945576801849128	45
"GRHL2"	"yellow"	"GRHL2"	"yellow"	1.68461129350337	0.005256565701143	0.00842104082974806	"**"	0.00799269239552409	35
"HLF"	"yellow"	"HLF"	"yellow"	0.969569380750359	0.584482800431935	0.612788924464608	" "	0.00489596083231334	16
"HNF4A"	"yellow"	"HNF4A"	"yellow"	1.89161583791549	0.000353816852078955	0.000690660370652159	"***"	0.00872034070168323	43
"HNF4G"	"yellow"	"HNF4G"	"yellow"	1.82940397692573	0.0008068110285248	0.00150282403815106	"**"	0.00850622406639004	41
"HOXB13"	"yellow"	"HOXB13"	"yellow"	1.37177151503082	0.0255287800323065	0.0354535586176246	"*"	0.00656797331109258	63
"JUNB"	"yellow"	"JUNB"	"yellow"	1.79974683733276	0.00692923424989719	0.0108672923975262	"*"	0.00848896434634975	25
"JUND"	"yellow"	"JUND"	"yellow"	1.51266809837769	0.0541499567946041	0.0705810153210972	""	0.0072790294627383	21
"KLF4"	"yellow"	"KLF4"	"yellow"	4.74962992785777	1.08965300502139e-25	1.70534505261389e-24	"***"	0.0109535066981875	139
"KLF9"	"yellow"	"KLF9"	"yellow"	3.93823160730742	4.95991115984969e-21	5.45468362444404e-20	"***"	0.0108206371191136	125
"LHX2"	"yellow"	"LHX2"	"yellow"	1.62307907016077	0.0171457143859335	0.0247801800424405	"*"	0.00776978417266187	27
"MAFF"	"yellow"	"MAFF"	"yellow"	1.51212438863098	0.0163526481617263	0.0237644328480152	"*"	0.00727611940298507	39
"MAFG"	"yellow"	"MAFG"	"yellow"	1.33947598104606	0.0776340811736058	0.0982721004901186	""	0.00659809819522608	34
"MAFK"	"yellow"	"MAFK"	"yellow"	2.03405219663127	1.64063088594228e-06	4.41844996719474e-06	"***"	0.00844505436503747	80
"MEF2A"	"yellow"	"MEF2A"	"yellow"	2.12814958902391	1.24293391851593e-07	3.82888659275794e-07	"***"	0.00808160062769714	103
"MITF"	"yellow"	"MITF"	"yellow"	1.23186709651643	0.29516145638823	0.329297776369322	" "	0.00585106382978723	11
"MXI1"	"yellow"	"MXI1"	"yellow"	2.67862352926091	3.12996940924417e-08	1.03469298934837e-07	"***"	0.0115021854152289	50
"MYOD1"	"yellow"	"MYOD1"	"yellow"	2.05062014788249	8.12444115019832e-06	2.00579142792541e-05	"***"	0.00898203592814371	60
"MYOG"	"yellow"	"MYOG"	"yellow"	1.9232518729746	0.00074102358440567	0.00138547266658303	"**"	0.00894454382826476	35
"MZF1"	"yellow"	"MZF1"	"yellow"	2.10352208110176	3.26973640664699e-05	7.42157208729814e-05	"***"	0.00949567419286769	45
"NFE2L1"	"yellow"	"NFE2L1"	"yellow"	1.84315501633725	0.00183710120531882	0.00323602398638668	"**"	0.00864326872708224	33
"NFIL3"	"yellow"	"NFIL3"	"yellow"	1.05358164605648	0.442857443829015	0.475354896541647	" "	0.00534499514091351	22
"NFYB"	"yellow"	"NFYB"	"yellow"	3.0158559862164	3.03481636819544e-10	1.26009629536575e-09	"***"	0.0125669071445194	54
"NKX2-5"	"yellow"	"NKX2-5"	"yellow"	1.60630564564426	0.020884494928795	0.0295632508859223	"*"	0.00769914124962985	26
"NR4A1"	"yellow"	"NR4A1"	"yellow"	2.07932872522484	1.5511392148701e-05	3.69106811576744e-05	"***"	0.00926255789098682	52
"ONECUT1"	"yellow"	"ONECUT1"	"yellow"	1.87823039517391	6.53627608996076e-05	0.000142228350892875	"***"	0.00835959983554886	61
"OTX2"	"yellow"	"OTX2"	"yellow"	2.2289023219535	7.73503607033513e-06	1.91387625488226e-05	"***"	0.00994809688581315	46
"PBX2"	"yellow"	"PBX2"	"yellow"	1.55220062015095	0.0124163975953407	0.0185314423597016	"*"	0.00744222483352918	38
"PHOX2B"	"yellow"	"PHOX2B"	"yellow"	1.55909254356568	0.00269818735083818	0.00459710756179925	"**"	0.00718171926006529	66
