"gene_name"	"module"	"color"	"kME_turquoise"	"kME_red"	"kME_grey"	"kME_brown"	"kME_blue"	"kME_yellow"	"kME_green"
"KIAA1614"	"KIAA1614"	"grey"	"grey"	0.0549847755392844	0.0104229732286897	0.0143939532528014	7.18995401212852e-05	-0.0307405225032389	0.0417808224565998	0.0222018021315609
"STX6"	"STX6"	"grey"	"grey"	0.0873378542677916	0.0888746133861391	0.0779580014479066	0.0928565443584533	0.0530590894573687	0.0358350056114727	0.0238203534661891
"CACNA1E"	"CACNA1E"	"grey"	"grey"	0.02812498365911	0.0342936778040285	0.114280998847117	0.00504652961778981	0.129825767105899	0.0654700604800779	0.0301690685079487
"RGS16"	"RGS16"	"grey"	"grey"	0.0886847131922318	0.00204514444139462	-0.00672217691299249	-0.00655169040829183	-0.0409113964319209	0.0336723354909287	0.0332171760558206
"NPL"	"NPL"	"grey"	"grey"	0.0207646327935795	0.0573456622123857	0.0684500609449651	0.0539558910163664	0.0677666789171424	0.0223929908647469	0.0284382482998979
"DHX9"	"DHX9"	"grey"	"grey"	-0.00361658499979992	0.0830509406830357	0.1671801579697	0.222683724083142	0.249869798058168	0.0335828712129263	0.0470279855333269
"LAMC1"	"LAMC1"	"grey"	"grey"	0.0675901726475743	0.0539418162624762	0.0747203767551905	0.0897648542995503	0.0397805077409541	0.0240810719804595	-0.0122693882811996
"NMNAT2"	"NMNAT2"	"grey"	"grey"	0.091388516080596	0.0724931930537066	0.112944917895624	0.108033658777236	0.071582450972603	0.0673008547737348	0.0166672162455367
"SMG7"	"SMG7"	"turquoise"	"turquoise"	0.145154207373154	0.0925892600401921	0.103631095213319	0.151010508748863	0.030041409628339	0.0613743989081467	0.013375976123058
"ARPC5"	"ARPC5"	"grey"	"grey"	0.0379126676736053	0.00971733439331693	0.0370400993462796	0.0426905337618627	0.00778779843433186	0.00819330034325953	-0.0140758294099545
"RGL1"	"RGL1"	"grey"	"grey"	0.176761633255482	0.135433297948328	0.117477492806642	0.170592388254008	0.0213070414982557	0.0678012534245872	0.0553918443161823
"TSEN15"	"TSEN15"	"grey"	"grey"	0.0741170478382546	0.108982252611892	0.0784754225837913	0.103804090027842	0.0817266241108487	0.0169207936661658	0.0307360672151233
"C1orf21"	"C1orf21"	"grey"	"grey"	0.0676765494195199	0.0659497923001498	0.0478181353547167	0.0684986136779576	0.036967892638049	-0.02416524727245	-0.0468573861057711
"EDEM3"	"EDEM3"	"grey"	"grey"	0.107632234111747	0.125066794317591	0.143610004720883	0.169623153524973	0.0825200201851419	0.0691804003384565	0.0425815117575927
"NIBAN1"	"NIBAN1"	"grey"	"grey"	-0.0207625974964807	0.0155368531234063	0.0313698367751933	0.0489432487537019	-0.0239680231591827	-0.0498683319412437	-0.0508110856234683
"RNF2"	"RNF2"	"grey"	"grey"	0.101412145887725	0.104262282652065	0.101559619883091	0.121698268409438	0.074071508752405	0.0577070684451352	0.0561258287666957
"TRMT1L"	"TRMT1L"	"grey"	"grey"	0.0661642837588372	0.057832186474535	0.0794377269236489	0.07234126196829	0.0575778955398642	0.0523965506432595	0.0257032392811565
"SWT1"	"SWT1"	"grey"	"grey"	0.0491962334717069	0.0586288112604643	0.0808977999077788	0.0806041131322089	0.0559656748249631	0.034806137093314	0.0303623821860251
"IVNS1ABP"	"IVNS1ABP"	"grey"	"grey"	0.0512251541771258	0.00370097532337615	0.0617083001242556	0.0783129625648411	0.0437910901035835	0.0498870970798153	0.00143879511689675
"TPR"	"TPR"	"grey"	"grey"	-0.00132120140924452	0.0230556301846967	0.128340066684791	0.0853628420665427	0.171727504172539	0.090691549735125	0.078635223658801
"ODR4"	"ODR4"	"grey"	"grey"	-0.017023547334624	0.0418838871420621	0.108267701483439	0.166975967682908	0.147542229913425	0.00865552548908335	0.0135882070855684
"AL096803.2"	"AL096803.2"	"grey"	"grey"	0.0309938557578789	0.0197500988368467	0.0396876326703663	0.0614135236557591	0.0154652247580414	0.00797151826628386	-0.00193331602901557
"PLA2G4A"	"PLA2G4A"	"grey"	"grey"	0.0677010778020088	0.0245788803559417	0.0125899983956536	0.0371194740763667	-0.0619528198743	0.0135065465037506	-0.0196059770866441
"LINC01035"	"LINC01035"	"grey"	"grey"	0.0394968951009846	0.038018000829894	-0.0029440823928003	-0.00808672031645371	-0.0539861351261428	0.0153703624528295	0.00678538183841187
"AL390957.1"	"AL390957.1"	"grey"	"grey"	-0.0740888459169543	0.00911488086342501	0.0444263814130932	0.0801738254865272	0.0986111983166432	-0.0359836941599394	-0.0237929795395493
"RGS2"	"RGS2"	"grey"	"grey"	-0.00346677596878505	0.0189298365217316	0.018603806545294	0.0209143106829668	0.0764051032096498	0.0109399717978075	0.0389558176567286
"UCHL5"	"UCHL5"	"brown"	"brown"	0.0203412960481572	0.0795499380279463	0.0884316138191701	0.189514096547084	0.0947726282549102	-0.0227081617059115	-3.60784739487908e-05
"RO60"	"RO60"	"grey"	"grey"	0.0406970489364768	0.0625309682846539	0.0845683101250459	0.137957919181015	0.0791245060760078	0.0207735003216318	0.00467183868294982
"CDC73"	"CDC73"	"brown"	"brown"	0.121594578735062	0.143038414581112	0.124925508932141	0.25760643926759	0.0512388640964777	0.0255072894501536	-0.00997859120329288
"KCNT2"	"KCNT2"	"grey"	"grey"	0.107549613963903	0.0958204586240407	0.0364503240180508	0.0983621323167894	0.0481003631386162	-0.0367821224609002	-0.0798584192779312
"ZBTB41"	"ZBTB41"	"grey"	"grey"	0.0511959183779765	0.0414737875706069	0.0574619104223702	0.0820456509629325	0.0342391043827999	0.0225178679208835	0.006209968222148
"CRB1"	"CRB1"	"grey"	"grey"	-0.0138209983938168	0.0593812755678041	0.035674267741671	0.0331314043521428	0.0709320455349324	0.0187200967560108	0.0495987366126186
"DENND1B"	"DENND1B"	"red"	"red"	0.171944425836437	0.217400395138636	0.0883847843126443	0.155369442842481	0.0205552018372766	0.0332312112589682	0.0130384054681092
"NEK7"	"NEK7"	"turquoise"	"turquoise"	0.162538115157325	0.0914155349680254	0.0886232132316502	0.120159997532349	-0.0393769538608009	0.0624294524509315	0.00267126911508475
"LINC00862"	"LINC00862"	"grey"	"grey"	0.025860247667346	0.0404762662203768	0.0410801500240311	0.0447050411739363	0.0104178401030019	0.0138017324053926	0.0152879980475832
"DDX59"	"DDX59"	"grey"	"grey"	0.0262572255878301	0.0117628990769853	0.0607402275608274	0.0490712790132066	0.0472883472734696	0.0465414062729645	0.0298505041218767
"CAMSAP2"	"CAMSAP2"	"grey"	"grey"	0.117676110001635	0.0809461769203578	0.113464712908002	0.125670157267938	0.0549674812916974	0.0672313277540708	0.0286235085041996
"AC096677.1"	"AC096677.1"	"grey"	"grey"	0.000219961833098483	0.0235868447656125	0.0622664664075792	0.0326801352576168	0.0667212564766801	0.0270448618870762	0.0519614066950256
"NAV1"	"NAV1"	"yellow"	"yellow"	0.142405499996138	0.0341524421286929	0.12410610254656	0.0230906388037373	0.0384289648631638	0.271337234505757	0.159994870037212
"IPO9-AS1"	"IPO9-AS1"	"turquoise"	"turquoise"	0.108515713918333	0.035386404738347	-0.0171060273012044	0.0101663198091509	-0.104647251045999	0.0412271962514743	-0.025895705187469
"IPO9"	"IPO9"	"grey"	"grey"	0.00444828398762328	0.0522299810206911	0.147864467771355	0.100272689106003	0.201936593971708	0.0768903794702739	0.0820483305844304
"TIMM17A"	"TIMM17A"	"grey"	"grey"	-0.0357407814953873	-0.00633250701375362	0.0638515465811116	0.0715004738755751	0.0900804973477686	0.00410007394549573	0.00648935549411692
"RNPEP"	"RNPEP"	"grey"	"grey"	0.00589452717416859	0.0178070686258379	0.0841136789827836	0.0621250443424164	0.0938773098618822	0.0427356976998994	0.0405314042067517
"ELF3"	"ELF3"	"grey"	"grey"	-0.0166281378878682	-0.0319961750147049	-0.00478586142164022	-0.0323651037097834	-0.0284591906800223	0.0224222297362102	-0.00658806815332452
"ARL8A"	"ARL8A"	"grey"	"grey"	-0.0436871653707239	-0.0296334196726276	0.0403706492447617	0.00828086330433017	0.0927722210149662	0.0231790944869636	0.0332253324221859
"PPP1R12B"	"PPP1R12B"	"red"	"red"	0.185002292037924	0.211081964769971	0.143350211889635	0.209868784935199	0.0172957944484012	0.0747327926826021	0.0270413391242658
"SYT2"	"SYT2"	"grey"	"grey"	-0.0275466919252781	-0.0244055035103694	0.104773096541292	-0.0389564025454726	0.130692670472441	0.0894594232137645	0.0867970833805703
"KDM5B"	"KDM5B"	"grey"	"grey"	0.0389571019890306	0.0525135964555385	0.137365590596837	0.126235306928889	0.165963189773219	0.0821917356613126	0.0506661659075487
"KLHL12"	"KLHL12"	"grey"	"grey"	0.0174212252727619	0.029252550586413	0.0705819870993984	0.0475756262539814	0.0809421261770412	0.0374034625106223	0.0399020394463776
"ADIPOR1"	"ADIPOR1"	"grey"	"grey"	-0.0329466084618311	0.000918159478758008	0.0511395741362254	0.0577351148584004	0.0863499306063103	0.0123162784548404	0.027274054989941
"CYB5R1"	"CYB5R1"	"grey"	"grey"	-0.0391469709826441	-0.0170299509708332	0.0342091287467228	0.000839566944193958	0.0818292864298065	0.0168680715032029	0.0281479909910437
"TMEM183A"	"TMEM183A"	"grey"	"grey"	-0.00590713406266642	0.0267376668867083	0.0611859054301171	0.0694741421859967	0.104553560349813	0.00975969647818134	0.0322657837402098
"BTG2"	"BTG2"	"grey"	"grey"	0.0397601361123389	0.013748621128562	0.019168822963482	0.0287183148979508	0.000700262609466332	0.0307278253127715	0.0140082663163389
"ATP2B4"	"ATP2B4"	"grey"	"grey"	0.00577222878268863	-0.031667209713663	0.0754952545751473	0.00465635836629516	0.0801056825830924	0.0952051671016504	0.059974529710799
"SOX13"	"SOX13"	"grey"	"grey"	0.00610644919398615	0.023307638325046	0.0691841152582061	0.0108289097817349	0.0940497268119821	0.0720089059497402	0.0880859807952531
"GOLT1A"	"GOLT1A"	"grey"	"grey"	0.00240331116336289	0.00782816414222023	0.0426409112222296	0.0161850131588439	0.0672031714671988	0.0361794095048604	0.0311604588254484
"PLEKHA6"	"PLEKHA6"	"yellow"	"yellow"	0.123576865391624	0.0865482697187392	0.169149684143376	0.0648552592345679	0.179531789029978	0.234493953472409	0.190788176848872
"PPP1R15B"	"PPP1R15B"	"grey"	"grey"	0.00394906023545929	0.0128729050373352	0.0236782542769485	0.0635514235184799	0.0640213101177494	0.000457056702569226	0.00800395583114724
"PIK3C2B"	"PIK3C2B"	"blue"	"blue"	-0.0453439331255246	-0.0115310021260639	0.110391811530153	0.00626736752729327	0.219792537174175	0.101052146966645	0.117242161436866
"MDM4"	"MDM4"	"grey"	"grey"	0.00473496096892588	0.0470707237981616	0.122857443824491	0.120891104664727	0.168430603705559	0.0469940996708285	0.0598363467674867
"LRRN2"	"LRRN2"	"yellow"	"yellow"	-0.0417879517752954	-0.0424693694382746	0.10595389797598	-0.0279210152499115	0.172923545373015	0.162176273293325	0.0976426428287998
"NFASC"	"NFASC"	"grey"	"grey"	0.0503199360401394	0.0584411661317185	0.159495532978968	0.147756234368068	0.12143836240337	0.0827576790628619	0.0944167240241938
"RBBP5"	"RBBP5"	"grey"	"grey"	-0.0119450864425651	0.017271154448593	0.0761720158055265	0.0781748622738672	0.0769014025780051	-6.68163825859146e-05	0.0238997537248706
"DSTYK"	"DSTYK"	"grey"	"grey"	0.0161194013304568	0.0338747275293068	0.109166511906053	0.0913842728745147	0.113507145938573	0.0552717798681671	0.0520859707116922
"TMCC2"	"TMCC2"	"grey"	"grey"	0.00116331244365845	0.00793876424808301	0.0635924666913448	0.0385247875464705	0.0868086123372622	0.0360010179451554	0.0310652069382082
"KLHDC8A"	"KLHDC8A"	"grey"	"grey"	0.0749302584034885	0.0529950204021464	0.0383764594074847	0.0231010625097031	0.012741921054494	0.0736852246602142	0.0737245669238952
"ELK4"	"ELK4"	"grey"	"grey"	0.0790039492235414	0.0603639447243185	0.0661814041911484	0.0791303873100617	0.00660501410314796	0.0534863522772411	0.0414575411278358
"NUCKS1"	"NUCKS1"	"grey"	"grey"	-0.041260287017914	0.0511373494297779	0.084169063057548	0.154498975586115	0.168705957406854	-0.0165243795980642	0.0304515302150733
"RAB29"	"RAB29"	"grey"	"grey"	-0.0140219808851123	0.00328769008008565	0.0640886080521831	-0.00252184886639001	0.121943124428048	0.0591024583717897	0.067573394535091
"AC119673.2"	"AC119673.2"	"grey"	"grey"	0.080419977520551	0.0447858399622387	0.0534825957110538	0.0619337976434821	0.0592613367409781	0.0421890433306958	0.0533330441344341
"SRGAP2"	"SRGAP2"	"grey"	"grey"	0.131441667773011	0.0765697896720748	0.0637985395442888	0.0747439309597629	-0.00847149915168913	0.0661450553958532	0.0570145988377619
"RASSF5"	"RASSF5"	"grey"	"grey"	0.0660146903930513	-0.00324647667560958	0.0326612015078061	0.0196352578976676	-0.0411426476330605	0.0642103323670926	0.0237098292411177
"EIF2D"	"EIF2D"	"grey"	"grey"	0.0166074410510761	0.0232382786106003	0.0464391342875859	0.0365417085144798	0.0528707669837532	0.0174389468288219	0.0270921740394717
"DYRK3"	"DYRK3"	"grey"	"grey"	0.0544931790009603	0.00918551001506878	0.0148887750267773	0.0241809127345489	-0.0533730829434023	0.0316677286614754	-0.0161808305669867
"MAPKAPK2"	"MAPKAPK2"	"grey"	"grey"	0.0192988827150142	0.0169767258684457	0.0872069776476984	0.0746384054633419	0.0924595163599264	0.0578813969693433	0.0428022333592496
"C1orf116"	"C1orf116"	"grey"	"grey"	0.0313032792435517	0.000172294411522048	0.0267657093189313	0.0156145271289254	-0.00264388198447415	0.025397341363553	0.00235903207756108
"PFKFB2"	"PFKFB2"	"grey"	"grey"	-0.0294968793866153	0.0386235688888862	0.0927847473294476	0.134567631817221	0.210659008975513	0.0099306682095755	0.0579468273914554
"YOD1"	"YOD1"	"grey"	"grey"	-0.00103257658690731	-0.00607264680563162	0.0365456022620583	0.0959846524593757	0.0412473149071176	-0.0131920264097709	-0.0230875418592337
"CD55"	"CD55"	"grey"	"grey"	0.0237284203304912	0.004243697293036	0.0321255876542682	0.079478575923027	-0.00258418705286852	-0.00501514212964926	-0.0449081413778607
"CD46"	"CD46"	"grey"	"grey"	0.0432951977379208	0.0956990745667233	0.170857123313103	0.15634692994657	0.247911220793633	0.0943443986874369	0.101651270595632
"MIR29B2CHG"	"MIR29B2CHG"	"grey"	"grey"	0.0756239964523377	0.0827799889398948	0.102229939348419	0.133813830410842	0.0825380840517782	0.0609888115129422	0.0776450207550803
"PLXNA2"	"PLXNA2"	"yellow"	"yellow"	0.0491477191081697	0.0378357103305788	0.125609096232889	0.0379753117879987	0.196984805407841	0.194124105992264	0.112764062982156
"SYT14"	"SYT14"	"grey"	"grey"	0.13854660083976	0.157175726690619	0.0868796990787029	0.142895765196621	0.00946427154097662	0.0416377423376713	0.0374283583019844
"HHAT"	"HHAT"	"grey"	"grey"	0.076651905696331	0.0389752791551859	0.0192700287019679	0.0301081514942238	-0.0752363094901587	0.0121092644495251	-0.0118614664213921
"KCNH1"	"KCNH1"	"grey"	"grey"	0.123416871999048	0.0700331276283079	0.0403294331109934	0.0353292521561018	-0.0580145441386888	0.0355095157132523	0.0044121136744437
"RCOR3"	"RCOR3"	"red"	"red"	0.169879017790081	0.257916784749949	0.178291683953045	0.233668824935499	0.131484270765258	0.0752190556897897	0.0801090447426358
"TRAF5"	"TRAF5"	"grey"	"grey"	0.0195402513380351	0.0194606504700189	0.0467289077336918	0.0562565916775036	0.0436983333053615	0.0137387287334545	0.0227280241707003
"LINC00467"	"LINC00467"	"grey"	"grey"	-0.000910203400789416	0.0303875379060236	0.0676620104894562	0.0632628758399111	0.06666913725417	0.0122100358025228	0.0115614145140909
"SLC30A1"	"SLC30A1"	"grey"	"grey"	-0.0053716217882032	0.0258200331256566	0.0167912717796295	0.0469712135200968	0.0821989500046619	0.0131773612524696	0.0419531488315058
"LPGAT1"	"LPGAT1"	"turquoise"	"turquoise"	0.168877131933683	0.0668256748726306	0.0800648461414581	0.109004202225638	-0.0547534453446085	0.0713312899213453	-0.0287903506518872
"INTS7"	"INTS7"	"grey"	"grey"	0.106303293289221	0.0989637760093955	0.126467961082274	0.0947942478341115	0.104106236453136	0.0820862586871098	0.0638850075256591
"PPP2R5A"	"PPP2R5A"	"grey"	"grey"	0.0278395607160214	0.092120729467547	0.0896592678908694	0.140776464345985	0.100917074863661	0.0324389726578652	0.0360275581030104
"NENF"	"NENF"	"grey"	"grey"	-0.0462453246830242	-0.0100766652872938	0.019311638066059	0.0346274377467659	0.0499969603653707	-0.0182638603533818	-0.0057720451379223
"ATF3"	"ATF3"	"grey"	"grey"	-0.0723389993860463	-0.0154934196928215	-0.045997218441244	0.0382879860365617	0.0341137153140007	-0.0526142053004489	-0.0203139683910607
"NSL1"	"NSL1"	"grey"	"grey"	0.0859573356981639	0.0832435959267947	0.0550516404370624	0.0921622239710255	0.0136514731713321	0.0233461190632684	0.0027824430734742
"TATDN3"	"TATDN3"	"grey"	"grey"	-0.00153623019460443	0.0354476955688406	0.0505277063587469	0.0774454356009458	0.0653797668151627	0.0021896135047182	0.00846647511332633
"FLVCR1"	"FLVCR1"	"grey"	"grey"	-0.00787994669459671	0.0628979344037116	0.118626982456128	0.125168366092697	0.173981118650578	0.0285592241596405	0.0460263399916121
"ANGEL2"	"ANGEL2"	"grey"	"grey"	0.00758843283542009	0.0584465494938758	0.0850575632473903	0.0968081173453186	0.0846012360103646	0.0101262405350291	0.0265077470445607
"RPS6KC1"	"RPS6KC1"	"turquoise"	"turquoise"	0.194193745610485	0.122551325858216	0.115579035985889	0.155963533425637	0.0172701059554246	0.0662262000048299	0.0126024369444917
"PROX1-AS1"	"PROX1-AS1"	"grey"	"grey"	0.0666371906303481	0.0608400312798916	0.0507597978954443	0.0538788967289951	0.0304683189458658	0.0139403696991262	0.00312406804225116
"PROX1"	"PROX1"	"turquoise"	"turquoise"	0.129604119512529	0.0774331315467866	0.063246559087113	0.0809246076790488	0.0355626079838839	0.0272462995159021	-0.00520703283659346
"SMYD2"	"SMYD2"	"grey"	"grey"	0.0506956737420755	0.0488494837660594	0.0851033525150694	0.0547130372081354	0.0577833642283261	0.0487240451313	0.0349414035662814
"KCTD3"	"KCTD3"	"grey"	"grey"	0.0630594433908707	0.0836691009709276	0.130704489953741	0.148096867595151	0.11682238882143	0.0401926055868662	0.0243321614028734
"USH2A"	"USH2A"	"grey"	"grey"	0.0663278461044006	0.0671143080675958	0.0723612207934014	0.0661777865491762	0.0770847465263201	0.0144593387819904	0.0150464988096683
"ESRRG"	"ESRRG"	"turquoise"	"turquoise"	0.29150709042749	0.114797434296407	0.00989254779739286	0.0371019961336928	-0.204533427994599	0.0671193215754631	0.00106402224413062
"GPATCH2"	"GPATCH2"	"brown"	"brown"	0.139200886769685	0.10134754095685	0.0978491646754121	0.196688701302571	0.0249191398926279	0.00459769669732228	-0.0315870327995453
"SPATA17"	"SPATA17"	"grey"	"grey"	-0.00226011227459622	0.0125578421411242	0.04205455711788	0.0941481134602619	0.0259305945076244	-0.0432741416093045	-0.0454599821792566
"RRP15"	"RRP15"	"grey"	"grey"	0.0401032950787687	0.038223902082304	0.049729616517093	0.0682888223626449	0.038912593760524	0.00932529152056967	0.00485820385697775
"LYPLAL1"	"LYPLAL1"	"grey"	"grey"	0.111508193743227	0.127679042040851	0.118851705848853	0.151194753580164	0.0741061251461945	0.0381119023403882	0.0384073935910871
"EPRS"	"EPRS"	"grey"	"grey"	0.0131874139650603	0.0514132185856384	0.100414006979543	0.0939047220571653	0.115587431173945	0.0348868452634238	0.0324016947223114
"BPNT1"	"BPNT1"	"grey"	"grey"	0.025930552911703	0.0047792061193218	0.035362828161164	0.0125390954374705	0.0241092061639046	0.0336031590989703	0.023557494348451
"IARS2"	"IARS2"	"grey"	"grey"	0.0362311646014746	0.0565197285758834	0.0724653982115964	0.0672518171329689	0.053643998437828	0.0264187626086447	0.0240398061886485
"RAB3GAP2"	"RAB3GAP2"	"grey"	"grey"	0.10519363939522	0.0857229577411742	0.141717322749571	0.182483429624497	0.0747239751849925	0.0578283614945782	-0.00210504472716873
"MARK1"	"MARK1"	"grey"	"grey"	0.0689553340512824	0.111387875492654	0.162347494898006	0.21917396818914	0.133456862888526	0.0463291629159499	0.0106631224176431
"DUSP10"	"DUSP10"	"grey"	"grey"	-0.0156802753691869	-0.00191761867440835	0.0164653977531712	0.104687095798045	0.0684670662215182	-0.023188973293159	-0.0349185435956869
"TAF1A"	"TAF1A"	"grey"	"grey"	0.0517393222518028	0.0367289266103851	0.0374861024444217	0.0571396749495756	0.0122519757448746	0.0129176269309269	-0.0052366649631108
"MIA3"	"MIA3"	"grey"	"grey"	-0.00284697810266951	0.0356035912862505	0.134629630825784	0.113412379899158	0.173157105719439	0.0439853587956403	0.0614873374088511
"AIDA"	"AIDA"	"grey"	"grey"	0.0605014580868941	0.0414627019653902	0.0636413965934528	0.0678997130721589	0.014356024165896	0.0262130611227508	-0.00105564900684526
"BROX"	"BROX"	"grey"	"grey"	0.0420276311820715	0.0415998255761196	0.064462733490413	0.0889341353151252	0.0460727747725297	0.0200101473741423	0.00175692892047781
"AL392172.1"	"AL392172.1"	"grey"	"grey"	0.0722562999988483	0.073880480529047	0.0580324962060102	0.097380263268224	0.0111386946924547	0.0173546914591081	-0.000369078309725475
"DISP1"	"DISP1"	"grey"	"grey"	0.105352797275302	0.108432792568099	0.0867170567769649	0.0837544966784782	0.0537971099872967	0.0652967177072738	0.0429612136435871
"SUSD4"	"SUSD4"	"grey"	"grey"	0.12370286338177	0.0827883463594193	0.164734258458269	0.0875137126691689	0.144288967931711	0.156649724636145	0.164012496379117
"CAPN2"	"CAPN2"	"grey"	"grey"	-0.0225619135314065	0.0168942727254533	0.113982557973076	0.0611409227041185	0.156396061082755	0.0749106813030284	0.0806121288793497
"TP53BP2"	"TP53BP2"	"grey"	"grey"	0.00217600016115607	-0.00128690105302902	0.0692851418239277	0.0921937405101095	0.0685847044139919	0.0160195001069197	-0.00835131847306566
"FBXO28"	"FBXO28"	"grey"	"grey"	0.0161965189297986	0.0126051252523381	0.103178093815978	0.0821958806103532	0.109879765375351	0.0506534471496146	0.0355432603052228
"DEGS1"	"DEGS1"	"grey"	"grey"	-0.02090025648715	0.0149741303748581	0.0383843924611764	0.0424348545416022	0.0828034602954646	0.00205365706845988	0.014208400376534
"NVL"	"NVL"	"blue"	"blue"	-0.00704048934817876	0.0278319667993991	0.123037203872177	0.0957698741712127	0.166142310098887	0.0579724790108735	0.0712543135660989
"CNIH4"	"CNIH4"	"grey"	"grey"	0.00491775598424487	0.013504076642832	0.0552436616979672	0.0499255147686453	0.0425096025511626	0.011256690571515	-0.00521908760537217
"WDR26"	"WDR26"	"brown"	"brown"	0.0158925938410254	0.0892372268037735	0.140620738647014	0.207253296672516	0.166476442863836	0.0379340436361101	0.042717501436534
"CNIH3"	"CNIH3"	"grey"	"grey"	0.0285967638942754	0.0461552244820419	0.0531575654842741	0.0408497993385606	0.0392570534239276	0.0266084592305055	0.0301593250709888
"DNAH14"	"DNAH14"	"green"	"green"	0.0976185186134706	0.131834166581262	0.177920588746391	0.126379575422299	0.196668304613829	0.147861930689866	0.212461677684286
"LBR"	"LBR"	"grey"	"grey"	0.0106936292869866	0.0370093556104981	0.0964304097235021	0.0931820090767446	0.0971340772149254	0.0484595494297926	0.0421292160731542
"ENAH"	"ENAH"	"turquoise"	"turquoise"	0.182089980544883	0.110420532943002	0.0808633202254279	0.126221281167345	-0.0222132109291796	0.059403584983575	0.000205490358706324
"SRP9"	"SRP9"	"grey"	"grey"	0.0022370721436836	0.038225214939288	0.0572625214573564	0.0925388093080846	0.0692933393618076	-0.000498787826150905	0.00287336660584551
"EPHX1"	"EPHX1"	"grey"	"grey"	-0.00758669394837084	0.00761812622645947	0.0803551757732508	0.0239752885264586	0.115102747552	0.0622555414859323	0.0775366462689003
"SDE2"	"SDE2"	"grey"	"grey"	-0.0144472547891157	0.014392576494648	0.0488550501191863	0.0816007230731079	0.0903353666657309	0.00461320677573635	0.00930870011841619
"H3F3A"	"H3F3A"	"grey"	"grey"	0.0145906079848915	0.00675019358412892	0.0470118133981072	0.0582145923346813	0.0818835290632781	0.034013521277291	0.0321917322541425
"ACBD3"	"ACBD3"	"grey"	"grey"	-0.0116618574118959	0.0268335329893418	0.114264153387538	0.103397586688683	0.139441646951848	0.0456703051645394	0.0342678451185355
"PARP1"	"PARP1"	"grey"	"grey"	0.0101662833309855	0.0228043413439968	0.0847594677399701	0.0506686926232378	0.0835655532989625	0.0483623408735787	0.0322490330852875
"COQ8A"	"COQ8A"	"grey"	"grey"	-0.0142608727427107	0.0178578131337262	0.0851693418700283	0.0465744020589087	0.10432033814445	0.0589444669581789	0.0631219758553287
"CDC42BPA"	"CDC42BPA"	"turquoise"	"turquoise"	0.213596983482035	0.202795797886752	0.131945704896885	0.199700372271787	0.0335208545033344	0.0972533088315598	0.0631404593492653
"ZNF678"	"ZNF678"	"grey"	"grey"	0.122869094881439	0.111140082202678	0.0890106478574814	0.132935894430402	0.0281960127868845	0.0357221805977535	0.0127670264877569
"SNAP47"	"SNAP47"	"grey"	"grey"	0.0185669989058992	-0.00551620157938192	0.0367362982273749	0.00936194253194778	0.03517977895063	0.0550188834308994	0.042873936188483
"WNT9A"	"WNT9A"	"yellow"	"yellow"	-0.00234011421235618	-0.0240693547504149	0.0377695749376477	-0.0257604698847278	0.0209692631970124	0.0852782877213098	0.0678307640270661
"ARF1"	"ARF1"	"grey"	"grey"	-0.0613527090552545	-0.017882520491794	0.0657129046400322	0.0548396541258438	0.119177453472539	0.0183542332732593	0.034145899874703
"OBSCN"	"OBSCN"	"grey"	"grey"	0.00428480030325216	0.0257506444019566	0.0584071995011806	0.0111759480070226	0.0647301695984789	0.0483839471051828	0.0579404345254385
"RAB4A"	"RAB4A"	"grey"	"grey"	0.0259393949195203	0.0619882671906724	0.109837174233586	0.0949462179323953	0.116126771025847	0.0417836528896256	0.0366009680198581
"CCSAP"	"CCSAP"	"grey"	"grey"	0.0348269574254016	0.0431264891956233	0.058284776325083	0.077170700468982	0.0513778646395644	0.0150905011015894	0.0262142977002216
"NUP133"	"NUP133"	"grey"	"grey"	-0.0224191586473845	0.0427774703860331	0.114056678905041	0.115620592954752	0.165465969083813	0.0182262708983801	0.0287719357893008
"ABCB10"	"ABCB10"	"grey"	"grey"	0.0487090043678524	0.0622808580731079	0.0843661867056792	0.0452710515866567	0.0734150697117981	0.0447160291849848	0.0550583920470372
"TAF5L"	"TAF5L"	"grey"	"grey"	0.0473010712108574	0.0538025966083608	0.0550567122992257	0.0696035015843465	0.0536336583623962	0.0208608388163766	0.0114195846024675
"GALNT2"	"GALNT2"	"grey"	"grey"	0.108955544558404	0.0588587989734758	0.131881762520191	0.113085975530835	0.0979979274674249	0.114533212101766	0.0649269688424466
"PGBD5"	"PGBD5"	"grey"	"grey"	0.0726839108122145	0.0658499619348728	0.103159103192673	0.0644524231733517	0.0625293887529344	0.0670704455444994	0.0686631729366667
"COG2"	"COG2"	"grey"	"grey"	0.0376956758407466	0.0738592712764135	0.0835221330566702	0.0824625492500147	0.0618027275851925	0.0289179185404769	0.0256468954063183
"TTC13"	"TTC13"	"grey"	"grey"	0.0901632991105135	0.0940212540096959	0.112334808931973	0.0961114017921069	0.108037652907634	0.056533771900286	0.0535319674437364
"ARV1"	"ARV1"	"grey"	"grey"	0.0177441072881127	0.0261677031104039	0.0498809030603738	0.0544273715280361	0.048793472303816	0.00848038466015737	0.00818384215199513
"C1orf131"	"C1orf131"	"grey"	"grey"	-0.00636304802168102	0.0209244047104978	0.0409305020481654	0.0469340601877668	0.0565941144130845	-0.00537829531644536	0.00480509460317319
