"gene_name"	"module"	"color"	"kME_turquoise"	"kME_red"	"kME_grey"	"kME_brown"	"kME_blue"	"kME_yellow"	"kME_green"
"RAP1GAP2"	"RAP1GAP2"	"green"	"green"	0.0755483387694342	0.0465828400359519	0.163432749107485	-0.000582172566205645	0.232719408094776	0.285578884506645	0.395384191158549
"TRPV1"	"TRPV1"	"grey"	"grey"	-0.0443661686150079	-0.0248532842252455	0.0609976696941651	-0.0207046399270577	0.108699909918212	0.0571123830366861	0.0733896705662012
"SHPK"	"SHPK"	"grey"	"grey"	-0.0251874717349691	-0.00436000751153415	0.0599776682745425	0.00107079922413591	0.102570256782725	0.0507068493465466	0.0553196610733703
"NCBP3"	"NCBP3"	"grey"	"grey"	-0.00104589633722193	0.0125940824888806	0.110655224833812	0.0764149164554715	0.136661345903161	0.0661823156606954	0.0529348222317892
"CAMKK1"	"CAMKK1"	"green"	"green"	0.000345269254314791	0.057283779675387	0.0679919016585787	0.0231288877575336	0.179394638864414	0.0674213398930058	0.184407831185588
"ATP2A3"	"ATP2A3"	"blue"	"blue"	-0.0959363191418205	0.00261249523359574	0.0975747518309614	-0.0508263905094741	0.335880612503826	0.156680549547351	0.280207465391107
"ZZEF1"	"ZZEF1"	"grey"	"grey"	0.0201886924444908	0.0397784700150621	0.177665651195088	0.140135687509058	0.205394654654617	0.112926510080743	0.108898293091557
"CYB5D2"	"CYB5D2"	"grey"	"grey"	-0.00225487436169617	0.00741543838414765	0.0358250568336148	0.00489000381618152	0.0696357463506237	0.020918786159516	0.0480114613223946
"ANKFY1"	"ANKFY1"	"grey"	"grey"	0.0135960000287687	0.0256304653080184	0.122603803639404	0.0673484710766039	0.159907062930842	0.0609734966541557	0.0658855667761771
"UBE2G1"	"UBE2G1"	"grey"	"grey"	0.0224506162775642	0.0675688256528873	0.121000675368029	0.162886588503391	0.136067496247599	0.0364884915294664	0.0342976442399838
"PELP1"	"PELP1"	"grey"	"grey"	-0.0330185698808171	-0.000454984478886566	0.0436858756536607	0.0258927135211149	0.0934715697270834	0.00936162223345031	0.0284202258435207
"MINK1"	"MINK1"	"blue"	"blue"	-0.0627999642988248	-0.0557239155634286	0.0731557246799086	-0.0427210122871243	0.183750187305962	0.0921555118741287	0.114063216438501
"SPAG7"	"SPAG7"	"grey"	"grey"	-0.0411526573338347	-0.0240807539886058	0.0388801576593535	0.00637122458415173	0.0732386130717763	0.0250688531849601	0.0206044667517154
"CAMTA2"	"CAMTA2"	"grey"	"grey"	-0.0343349682499037	-0.023637827271602	0.0439843213002851	-0.0355601908719982	0.0867825599221633	0.0526095442103666	0.0815923671798909
"ZNF594"	"ZNF594"	"grey"	"grey"	0.0164957918778961	0.00688906755503862	0.0490829197828237	0.00125009778615153	0.0450718190056293	0.0495217970315389	0.0451480787572651
"AC087500.1"	"AC087500.1"	"blue"	"blue"	-0.0535461596373762	-0.0277395757679092	0.0532399673985038	-0.00376683985799605	0.126759481141412	0.0470979777430035	0.0649757765342953
"RABEP1"	"RABEP1"	"blue"	"blue"	-0.0461507225916769	0.0312237819815401	0.132708923272802	0.118286638020378	0.237825573668276	0.0332455515144055	0.0680416112288248
"NUP88"	"NUP88"	"grey"	"grey"	0.0120580845680131	0.0173413325486081	0.0826238982774374	0.0810156251860604	0.0830081087071265	0.0326402501701636	0.0112188465312575
"RPAIN"	"RPAIN"	"grey"	"grey"	0.00101491185295147	0.0265103860085036	0.0739989123709864	0.0468530812030044	0.101983991997422	0.0238809872296617	0.0358022406442722
"DHX33"	"DHX33"	"grey"	"grey"	-0.00967198072587999	-0.00854825642478738	0.0450877099858348	-0.00968219101983104	0.0725180121360224	0.0443435399545171	0.0544059874364123
"DERL2"	"DERL2"	"grey"	"grey"	-0.00872936320847716	-0.0109584187058497	0.027446744057525	0.0331474670489678	0.0318465241187038	0.0100633108981395	0.00101612860934702
"MIS12"	"MIS12"	"grey"	"grey"	-0.0200936481912204	0.0031433854528858	0.00849979170659792	0.020569122729294	0.0301503702532781	-0.00531466495349781	0.00408005310786678
"KIAA0753"	"KIAA0753"	"grey"	"grey"	0.00878597560877018	0.00766023143170461	0.103058219077094	0.059808793351784	0.105567440788427	0.0575629162881884	0.0460203829633193
"MED31"	"MED31"	"grey"	"grey"	-0.00750930302493332	0.0333236731964131	0.0382741453285655	0.0890423434661313	0.0785028267298512	-0.0102732203253108	-0.000682642048413031
"ALOX12-AS1"	"ALOX12-AS1"	"grey"	"grey"	0.0475160638829269	0.0578893897254571	0.0517292885692366	0.0496070854126662	0.0373137679429853	0.0154352297404831	0.011664873639205
"RNASEK"	"RNASEK"	"grey"	"grey"	-0.0517439758174274	-0.0417471008508466	-0.0380557296283361	-0.0265275381941543	-0.00369837990227091	-0.0447510188858844	-0.0176456133911284
"DLG4"	"DLG4"	"grey"	"grey"	-0.0309289302990139	-0.0398771162169937	0.0428241716219514	-0.0280609658334768	0.112619846649885	0.074146892694924	0.0964133192587493
"ACADVL"	"ACADVL"	"blue"	"blue"	-0.0302251057871243	-0.038623331819198	0.0310209571835028	-0.0335181591503337	0.0846532656865566	0.03961860852154	0.0680234269723091
"ZBTB4"	"ZBTB4"	"blue"	"blue"	-0.0526502567929821	-0.0303523110159296	0.0774478404482546	-0.0155133143127098	0.166495700943096	0.0882717320858896	0.113543576791829
"POLR2A"	"POLR2A"	"blue"	"blue"	-0.0776895230311266	-0.00322858638566174	0.0968329616936015	0.101788315601211	0.219943666597016	0.024706618252684	0.0483981896752603
"SENP3"	"SENP3"	"grey"	"grey"	-0.0031020772720604	0.0205319936608996	0.0648516014532463	0.0336603342462124	0.0853676436964207	0.0301676469650199	0.0349419809326663
"EIF4A1"	"EIF4A1"	"blue"	"blue"	-0.0719751407399071	-0.0561232949415739	0.0591600834438666	0.00223144442394495	0.145395664387828	0.0352707039021551	0.0476116119797464
"FXR2"	"FXR2"	"grey"	"grey"	-0.0202416434170882	0.00348507862389837	0.0452640501501142	0.0116040658444424	0.082100917779899	0.0236437566920669	0.0404548847040327
"SAT2"	"SAT2"	"grey"	"grey"	-0.0668433890972178	-0.0109170670729446	0.0109898913108627	-0.0186623555367136	0.0683052902587469	-0.00860779211684897	0.0244352714472829
"KDM6B"	"KDM6B"	"grey"	"grey"	-0.0515731948928132	-0.0379150106148505	0.049192406625476	-0.00417699154867022	0.117072363903323	0.0339021047579607	0.0475071276503689
"NAA38"	"NAA38"	"grey"	"grey"	0.0393666627232962	0.0213773994743728	0.0298817118610963	0.0481063189445142	0.00283898073413147	0.0188458235212379	-0.00596890645775065
"CHD3"	"CHD3"	"grey"	"grey"	-0.00827492495788573	0.010335840632521	0.0367137043328314	-0.0216533529039534	0.0846628934665186	0.0567486848445814	0.0837240412820166
"CNTROB"	"CNTROB"	"grey"	"grey"	-0.046061846552267	-0.0192030425383373	0.0422875593786857	-0.00230996610515318	0.0955637255848562	0.0230184123962795	0.024213910184425
"PER1"	"PER1"	"blue"	"blue"	-0.0717233676490477	0.00999767817744662	0.0667701849563198	0.122879527900782	0.259199318550579	0.00360028863537055	0.0847877030816807
"VAMP2"	"VAMP2"	"grey"	"grey"	-0.00549809553243265	-0.00600858812018533	-0.00329655443819724	-0.00612039398866032	0.00247637510880727	-0.0106929983722296	-0.0065279900432489
"CTC1"	"CTC1"	"grey"	"grey"	-0.0484773181891021	-0.0243694537756644	0.0540205273534234	-0.0128103704482535	0.107194050986063	0.0419792144668545	0.0646888690650564
"KRBA2"	"KRBA2"	"grey"	"grey"	0.00766866903645605	0.0092441311567599	0.0722232907619791	2.31793317241473e-05	0.105814784452668	0.0870177941964522	0.0937032134058458
"RPL26"	"RPL26"	"grey"	"grey"	-0.0613989936636774	-0.0325475983195217	-0.0367053751285795	-0.0193867750636202	-0.00264479399913794	-0.0475475422766103	-0.0334897974188085
"NDEL1"	"NDEL1"	"grey"	"grey"	-0.030842818884697	0.0399888912016272	0.115834322262209	0.155547265637603	0.17083143695297	0.0067034877361053	0.0217866995088407
"MYH10"	"MYH10"	"grey"	"grey"	0.0672425285992256	0.0837496044301506	0.144784946210726	0.123648908851902	0.163376501132869	0.0884097645734681	0.0463228091248717
"NTN1"	"NTN1"	"grey"	"grey"	-0.0105604214335369	0.0828497469287491	0.0810216238160964	0.0648819904910884	0.140083140807698	0.0402999356142729	0.109866900287617
"STX8"	"STX8"	"yellow"	"yellow"	0.0731302981233898	0.069301819456684	0.123605887991727	0.0650183734675705	0.1141953247082	0.133468876427876	0.110814850320696
"USP43"	"USP43"	"grey"	"grey"	0.0921651904747864	-0.0387955449729032	0.00750089799952963	-0.00305298871904182	-0.123279427706978	0.0757561195993615	-0.0186509900119303
"SCO1"	"SCO1"	"grey"	"grey"	0.0020320290262004	0.0162963556212462	0.060877741198794	0.0475307681143703	0.0581150954208852	0.0232746824805462	0.0202041198780255
"TMEM220"	"TMEM220"	"grey"	"grey"	0.0216886228851175	0.0128939724848609	0.04121067242793	0.0170204093230043	0.0233351561337747	0.0281041457574432	0.0191503857782199
"SHISA6"	"SHISA6"	"grey"	"grey"	0.129654606504695	0.0582738391536796	-0.00327259147806822	0.00701100950167712	-0.0808174678680159	0.0341441965085035	0.0135782277587711
"MAP2K4"	"MAP2K4"	"turquoise"	"turquoise"	0.201216378913107	0.136017829662291	0.118800396131558	0.203460661089762	-0.0182275490246485	0.0478694653486011	-0.0263312451880333
"ARHGAP44"	"ARHGAP44"	"grey"	"grey"	0.0781708167011764	0.077867439108208	0.111890986449675	0.116326035451827	0.0359780391427598	0.0790155747540163	0.0408602862562451
"ELAC2"	"ELAC2"	"grey"	"grey"	-0.0218685159927029	0.0139480328814014	0.0705478100274878	0.0512798010950334	0.107609727781309	0.0197272632267595	0.0357110247522563
"COX10-AS1"	"COX10-AS1"	"turquoise"	"turquoise"	0.144044779176488	0.117819382024887	0.0986986794549519	0.0954297633853202	0.0758151974916474	0.0710563500146301	0.0434361183190361
"COX10"	"COX10"	"turquoise"	"turquoise"	0.131858163068851	0.113679192308608	0.0783567167858672	0.119245605963939	0.0571989026642385	0.0308282410149095	0.00359399428633103
"CDRT4"	"CDRT4"	"yellow"	"yellow"	0.0451732289280383	0.0161335191200338	0.144936373001997	0.0443223815640123	0.111603501263753	0.177408069483309	0.0930737954868857
"TVP23C"	"TVP23C"	"grey"	"grey"	0.147950962376828	0.105098588445865	0.183855513364395	0.160296610540495	0.0973236909269578	0.133545947327116	0.0917079601631839
"AC005838.2"	"AC005838.2"	"grey"	"grey"	-0.0211308172786806	-0.0114524087754499	0.0533011785631891	-0.011154418940268	0.0825594029662988	0.0537747089730793	0.0637640381418138
"TRIM16"	"TRIM16"	"grey"	"grey"	0.0343355682962439	0.0447830077444127	0.0469996126144304	0.0257529099257644	0.0612470793381774	0.0331258967193246	0.0309229045637161
"ZNF286A"	"ZNF286A"	"grey"	"grey"	0.0340273411526219	0.0325837104069797	0.0752932140689947	0.0526023737346984	0.0632653739410487	0.0367322743588609	0.00947504924945384
"ZSWIM7"	"ZSWIM7"	"grey"	"grey"	0.0114943447054319	0.0374695135472417	0.055358206328564	0.0317791864180325	0.0714007653719976	0.0388654876243185	0.0374270121964004
"TTC19"	"TTC19"	"grey"	"grey"	0.0284111979999195	0.0741088905615735	0.102278170700035	0.156570595646885	0.1248333174568	0.00683836786121219	0.0135635472097178
"NCOR1"	"NCOR1"	"grey"	"grey"	0.0491317181698276	0.0951753895615015	0.181879840114941	0.214215497586016	0.192952751167062	0.053303240319714	0.0499313956303483
"PIGL"	"PIGL"	"blue"	"blue"	-0.0252068534036186	-0.00389440580624935	0.113315647880586	0.0419211734705277	0.18275204141363	0.0645501079716239	0.0824633270743061
"SNHG29"	"SNHG29"	"grey"	"grey"	-0.0229101574315458	0.0114335412914072	0.0297968750323742	0.0253538875964479	0.0425600065531274	-0.00711265629089922	0.00288830837885522
"LRRC75A"	"LRRC75A"	"grey"	"grey"	-0.0282101637315293	-0.0110069095434144	0.0358871987431111	-0.0229029574916088	0.0687415996139234	0.031930214116572	0.0496815904856798
"ZNF287"	"ZNF287"	"grey"	"grey"	0.00445669574743725	0.031239303625481	0.0654430248610839	0.0684410269718228	0.0871916504769775	0.0199321459378074	0.0333257816396898
"ZNF624"	"ZNF624"	"grey"	"grey"	0.0202698208238425	0.0380947077881457	0.0338610426897234	0.0430886811271066	0.044738111758238	0.0108545599378402	0.0268828771900035
"CCDC144A"	"CCDC144A"	"grey"	"grey"	0.0476815140422701	0.0628497787555366	0.0876965784925407	0.0951981273455874	0.119651885269736	0.050811888042159	0.0702817754217225
"MPRIP"	"MPRIP"	"blue"	"blue"	-0.0312359830979311	0.000362665994656491	0.13367686459707	0.0578972251917661	0.225555279268332	0.0856235564883888	0.0947215974136816
"FLCN"	"FLCN"	"blue"	"blue"	-0.0863068774032693	-0.00612907450708294	0.0981684364165618	0.0264608031595274	0.239782859234404	0.0508964291833911	0.0951877219889584
"COPS3"	"COPS3"	"grey"	"grey"	-0.0219051898776306	0.0173997452209217	0.0803827608020175	0.080044852422906	0.146217176997259	0.0337935868375164	0.0448442569426361
"MED9"	"MED9"	"grey"	"grey"	0.00147658258055757	-0.00537850469174957	0.0326861067084983	0.0247424421144263	0.0157168335563804	0.0109967339212567	0.00444269063026146
"RASD1"	"RASD1"	"grey"	"grey"	0.0236831001893452	-0.0291302801760335	-0.0536565982777078	-0.0818929517989315	-0.116287198436614	0.0203869192485891	0.0169851369961895
"PEMT"	"PEMT"	"grey"	"grey"	-0.0135988419988216	0.0150749779211247	0.0322122347287524	0.00598659734510567	0.0608746944702736	0.0284524430639551	0.0476873963105556
"RAI1"	"RAI1"	"yellow"	"yellow"	0.0492270353698061	-0.0326271886538618	0.0752470836729662	-0.0402505402028359	0.0615221720186656	0.211986591073194	0.140764334150184
"SREBF1"	"SREBF1"	"blue"	"blue"	-0.0438434482322306	0.00750735222769358	0.0755559808512166	-0.018404774307125	0.173147983920224	0.0943405845666291	0.136078932863666
"TOM1L2"	"TOM1L2"	"grey"	"grey"	0.0744560883187464	0.0368427786846471	0.128526449613011	0.0797184380823155	0.0993712500464442	0.114069818770498	0.0929457221547572
"ATPAF2"	"ATPAF2"	"grey"	"grey"	0.00788792412982111	0.019207752932154	0.0622686639565254	0.0307721522942458	0.0893765800103023	0.0456033125823112	0.0500340920477785
"DRG2"	"DRG2"	"grey"	"grey"	-0.0377945425611521	-0.00712326137026367	0.0497284541112676	0.000624498265238303	0.0981951044426146	0.0188961157187618	0.0505149955798478
"ALKBH5"	"ALKBH5"	"grey"	"grey"	-0.0359781221127746	-0.0125215376778582	0.0701950510223068	0.0605834851567509	0.116242389179164	0.0287219425978034	0.0229445551833234
"FLII"	"FLII"	"grey"	"grey"	-0.0805468190756026	-0.0347076027668619	0.0107311643483956	-0.0113989869800621	0.0686123293697452	-0.0055601900973893	0.0155130352113217
"TOP3A"	"TOP3A"	"grey"	"grey"	-0.00720637178198614	-0.00621282931765949	0.0729963744769015	0.0190566335517692	0.105391058486511	0.0545016900588242	0.0495670419155949
"FAM106A"	"FAM106A"	"grey"	"grey"	0.0654471530213092	0.0689873195496248	0.083361214569594	0.101199599161627	0.0752155547282069	0.066854894465571	0.0592747849712739
"TVP23B"	"TVP23B"	"grey"	"grey"	0.0293868303040716	0.025955414438515	0.0599047911197767	0.0909443033740859	0.0444952688327831	-0.00420214248029784	-0.00802501727629072
"PRPSAP2"	"PRPSAP2"	"grey"	"grey"	0.0464954456067995	0.0252701458717189	0.0995964958303008	0.0539796374301727	0.101695420787168	0.0831219493559423	0.0633814893225622
"EPN2"	"EPN2"	"grey"	"grey"	0.0936802394562827	0.0719321000687554	0.125470863963374	0.0598519938313772	0.0619791595351851	0.127928855509205	0.104054941974439
"B9D1"	"B9D1"	"grey"	"grey"	-0.0244190776575964	-0.0156356123196887	0.0519757218905669	0.0284652489773201	0.0765262013184414	0.018648844585212	0.0318741859134275
"ALDH3A2"	"ALDH3A2"	"grey"	"grey"	0.00541950269220437	0.0222348634130883	0.0516292953811153	0.0301280371009411	0.0768299131683069	0.0253266529312867	0.0368365114941154
"ULK2"	"ULK2"	"grey"	"grey"	0.0349707415701301	0.0593149283936142	0.0944857926094764	0.0747236816077866	0.121655397244616	0.0336220795147414	0.0410105612590735
"AKAP10"	"AKAP10"	"grey"	"grey"	0.0571164130209935	0.070003346983235	0.124637839723485	0.0839890283707432	0.127292185728092	0.0682897838854839	0.0561290489873932
"SPECC1"	"SPECC1"	"grey"	"grey"	0.0605582695020516	0.0885581394166111	0.0813385552921883	0.0844269594600294	0.0425724485408324	0.0339593024887866	0.0477011035434797
"CCDC144NL-AS1"	"CCDC144NL-AS1"	"grey"	"grey"	-0.00764831324448361	-0.0101090304599766	0.0689557699111451	0.0125355643480548	0.164906113340134	0.0532153021748965	0.0333270148263386
"USP22"	"USP22"	"grey"	"grey"	-0.0214075990089208	0.0266857415462093	0.106870808633661	0.0955829345581222	0.157664030113929	0.0365551427891017	0.0399831622970868
"DHRS7B"	"DHRS7B"	"grey"	"grey"	0.00815034217091951	0.00376833953889629	0.0646488584674747	0.0358072925903957	0.0638967565108429	0.0391199058509428	0.0375795904764026
"MAP2K3"	"MAP2K3"	"grey"	"grey"	-0.0582541704872453	-0.0208095472232383	0.0292679466041399	0.0711937910551529	0.140236969335009	-0.005064417889706	0.0464870081601843
"LINC02693"	"LINC02693"	"grey"	"grey"	-0.00153947688418769	0.0328739364328767	0.0514827012000422	0.0789282064564476	0.0795206799319336	0.00956587193080103	0.0257158317931587
"WSB1"	"WSB1"	"blue"	"blue"	-0.118808052415001	0.00731898397340053	0.104950374153888	0.0338152704803204	0.285782512270975	0.0626589138825678	0.130714664954988
"KSR1"	"KSR1"	"grey"	"grey"	0.0213187025673863	0.000682732394481687	0.147654793868856	0.0599735379468429	0.142914693569136	0.114638389814289	0.0833193026101296
"NLK"	"NLK"	"red"	"red"	0.19075369588775	0.212565795479835	0.107449021196205	0.165118310727985	-0.0417309187435677	0.04434996757015	0.00582464852240134
"IFT20"	"IFT20"	"grey"	"grey"	-0.00393124909478791	0.0260844176650634	0.0418910158071097	0.0530616405692496	0.0664831808785541	0.00227725037836029	0.0198328521161161
"SARM1"	"SARM1"	"green"	"green"	-0.0302715018706563	-0.00593741407174872	0.0991895916342205	-0.0123840164879726	0.16397198635279	0.0880262337678431	0.174372408107086
"KIAA0100"	"KIAA0100"	"grey"	"grey"	-0.016871802704047	-0.00793010581619215	0.0908710409882379	0.00918076443709622	0.127353329632998	0.0755982264378839	0.074399667925445
"SDF2"	"SDF2"	"grey"	"grey"	-0.0218069251024324	0.0050186100906342	0.0303450203374387	0.0217122932218185	0.0613617929770068	-0.00120419648195244	0.0103879718496134
"SUPT6H"	"SUPT6H"	"blue"	"blue"	-0.0961385933766058	-0.0363391599991097	0.12721887343332	0.0773805072571077	0.250399881945289	0.0509556096486532	0.0830161615169934
"RPL23A"	"RPL23A"	"grey"	"grey"	-0.0779558557550611	-0.0602188861359063	-0.0415982077640398	-0.0403943957098679	0.00274915894204945	-0.0372701660816254	-0.0132322142481041
"FAM222B"	"FAM222B"	"blue"	"blue"	0.220395980109457	0.124359691379157	0.214959193533462	0.23226587206415	0.0233192941726654	0.104425233486407	0.0554324229374144
"FLOT2"	"FLOT2"	"grey"	"grey"	-0.015209660942009	-0.0176082703531578	0.0527635306567387	-0.0202464368955801	0.0816538614071756	0.0682679893505173	0.0571855788726934
"PHF12"	"PHF12"	"grey"	"grey"	0.000968319519618379	0.00650231139388859	0.107466641586277	0.0341374787771633	0.113872986736599	0.0694536284042436	0.0606196399751855
"SEZ6"	"SEZ6"	"yellow"	"yellow"	-0.00557909703861357	-0.0232310849459618	0.03204677493161	-0.0270328263082769	0.0623436005712473	0.109010519535055	0.0689045846101691
"MYO18A"	"MYO18A"	"grey"	"grey"	-0.0167182524839282	-0.00216387274369998	0.107702773379043	0.0211988294207052	0.150357990634105	0.0807236025537192	0.0999243538751456
"NUFIP2"	"NUFIP2"	"grey"	"grey"	0.0142481886795384	0.0450597050909098	0.118309449506493	0.120711436335134	0.138323820909922	0.0559929999011538	0.0590811910510123
"TAOK1"	"TAOK1"	"yellow"	"yellow"	0.121678900110948	0.084455059088351	0.139525249574244	0.0850367044357254	0.124074099454753	0.181299516964935	0.110346791263514
"ABHD15-AS1"	"ABHD15-AS1"	"grey"	"grey"	0.0468790519759623	0.0404130052855681	0.0175698116753981	0.0386467073616369	-0.00515983877832341	0.00720578372449098	-0.00748218471874521
"TP53I13"	"TP53I13"	"blue"	"blue"	-0.0802130222156336	-0.0687727286118571	0.0126362351851505	-0.0694617059954739	0.133654130507268	0.0482049664759852	0.0769945300064734
"GIT1"	"GIT1"	"grey"	"grey"	-0.0566326083054176	-0.0314937442091337	0.0565119632164538	-0.0179601234376225	0.118044025677816	0.0486381799832201	0.0621809460480372
"SSH2"	"SSH2"	"turquoise"	"turquoise"	0.184065071547358	0.139964870985068	0.146935638697318	0.143935024500159	0.0448866976564353	0.111442251186822	0.0607603583810674
"NSRP1"	"NSRP1"	"grey"	"grey"	0.0894293221405372	0.0927063093238421	0.0812692103875685	0.131019063727766	0.0633987465819829	0.0442629540918812	0.0245783699382172
"SLC6A4"	"SLC6A4"	"grey"	"grey"	0.00891378258711398	0.000750822944533001	0.0789932315678605	0.00861069908333502	0.10249823699439	0.0552905256401607	0.0412033236182232
"BLMH"	"BLMH"	"grey"	"grey"	0.0858811026191156	0.0630424806282076	0.0922728610600941	0.0910198905879634	0.0635989140779926	0.0526879915244663	0.0430948816015999
"CPD"	"CPD"	"grey"	"grey"	0.0897343274007655	0.0700170443114609	0.0610348501808526	0.0972905865821106	0.0215949138650431	0.0719807703149742	0.0388101589921294
"GOSR1"	"GOSR1"	"grey"	"grey"	-0.01688990300161	0.0300449932923409	0.105133939557939	0.121725858837092	0.11998750039813	0.0188539402252098	0.0175403385041477
"AC005562.1"	"AC005562.1"	"grey"	"grey"	0.024030790363585	0.0241224110536932	0.0969341081850392	0.0427053391732606	0.091929748539341	0.0731966688766277	0.0588249802791331
"AC127024.2"	"AC127024.2"	"grey"	"grey"	-0.0344779860244305	-0.0278415729280038	0.0772911606364847	-0.0284127106394244	0.127000270998478	0.0943736026165046	0.0930997606476034
"CRLF3"	"CRLF3"	"grey"	"grey"	0.0630235697771323	0.0828145906352052	0.0448290198291823	0.0620916959853615	0.0405439693936381	0.0258538304537216	0.0161462870550055
"ATAD5"	"ATAD5"	"grey"	"grey"	-0.0233883717444477	0.00662683922393832	0.0324505414174303	0.0378246239052389	0.0625261598024475	-0.00662511232358261	0.00202333575732392
"TEFM"	"TEFM"	"grey"	"grey"	0.0275357579614358	0.0261156404795327	0.0391001363202146	0.0283053202767499	0.0262915770822786	0.0213713829444461	0.0091550866177867
"ADAP2"	"ADAP2"	"grey"	"grey"	-0.0180898623105696	0.00982810484631955	0.0874547396695318	0.0107207438161076	0.146394611077066	0.0668508274334145	0.0977008155017158
"RNF135"	"RNF135"	"grey"	"grey"	0.0181173624612841	0.0228616485728	0.0418609890634602	0.0223712859777508	0.0499752543019405	0.021589888025662	0.0375606683413833
"NF1"	"NF1"	"grey"	"grey"	0.145071969706904	0.101786666542701	0.106975028228283	0.170356578614311	-0.000379554656148689	0.0557454507700133	-0.00981830185517857
"OMG"	"OMG"	"grey"	"grey"	0.0461019960214195	0.0413333120977615	-0.0127647377001027	0.0196805827588499	-0.0499519260405778	-0.00404416638116362	-0.0279176246900184
"RAB11FIP4"	"RAB11FIP4"	"blue"	"blue"	-0.0167202042313116	0.00290926182314252	0.0747820327992807	0.00682967707726644	0.151766872667383	0.0957487825819571	0.134118578219864
"UTP6"	"UTP6"	"grey"	"grey"	-0.0214052732288241	0.004677719026441	0.0666156969924114	0.0196043054794475	0.110078614299308	0.0438039334340104	0.0475367787206566
"SUZ12"	"SUZ12"	"grey"	"grey"	0.00979307775064984	0.0472409294843547	0.112089690484729	0.105903548066636	0.134634024823546	0.0326583770217661	0.0434353211876607
"LRRC37B"	"LRRC37B"	"grey"	"grey"	-0.0112039690317391	0.0493755562238522	0.110287929519825	0.0918349810124543	0.173588229274485	0.041071341077855	0.0435891478695801
"RHOT1"	"RHOT1"	"grey"	"grey"	0.0568270335041374	0.0859432123184332	0.131601457571155	0.102142270817198	0.138424715450112	0.0709349898505821	0.069124953044477
"C17orf75"	"C17orf75"	"grey"	"grey"	0.0125650257060013	0.0220853276942881	0.0577294830433777	0.0252365645212037	0.0788589426703063	0.0434073847986588	0.053707118334777
"ZNF207"	"ZNF207"	"grey"	"grey"	0.087891947673678	0.108795297909987	0.14638814518999	0.184014027558997	0.10173013207339	0.0532756326902757	0.0255396761517273
"PSMD11"	"PSMD11"	"grey"	"grey"	-0.0329540431375435	0.0502264092680368	0.121245444079263	0.141890377254123	0.180575428112165	0.0133581609762377	0.0372853857913299
"MYO1D"	"MYO1D"	"grey"	"grey"	0.100695854377809	0.0665482041407574	0.125628523696354	0.140193025551208	0.0373986436085805	0.0723006152383985	0.0356967640094654
"ASIC2"	"ASIC2"	"grey"	"grey"	0.0941995534590707	0.0112960170549378	0.0445616049313398	-0.0101079879544205	-0.0333740043391716	0.0690540045615611	0.0220430174694457
"CCT6B"	"CCT6B"	"grey"	"grey"	-0.043105494175647	2.53664350165729e-05	0.039582256006699	0.0823069118777528	0.0846017275084015	-0.0341812464636452	-0.0151272753196908
"LIG3"	"LIG3"	"grey"	"grey"	0.0113690436324995	0.0278104762439377	0.0589089978293954	0.0557427618602375	0.0762330202027855	0.0230401881777873	0.0286285928111001
"RFFL"	"RFFL"	"yellow"	"yellow"	0.0764945347934661	0.0127781513514571	0.103071101387907	0.10489491046885	0.0315645737932444	0.0952149135198781	0.0332486946821422
"RAD51D"	"RAD51D"	"grey"	"grey"	0.0171358162893801	0.0357869881703113	0.0800793720365655	0.0425828115776712	0.102804742887184	0.0583515537558348	0.0754668578097625
"AP2B1"	"AP2B1"	"grey"	"grey"	0.025646831068764	0.0721701639451234	0.116982258475009	0.163223178359345	0.146140025385702	0.0238158085028666	0.0130141996939794
"TAF15"	"TAF15"	"grey"	"grey"	0.0359437023968593	0.0989000673886906	0.140834970866734	0.161140123989236	0.133591021088196	0.0269502003514939	0.0352603516054035
"AC015849.3"	"AC015849.3"	"grey"	"grey"	0.0118722837496977	0.0450466136289414	0.0168327484079557	0.0366558816908424	-0.00162005655915071	-0.0168734514768042	-0.0118332497685786
"MYO19"	"MYO19"	"grey"	"grey"	0.00675086114692757	0.0276277261395349	0.0908123308918769	0.075872228198006	0.155740801877384	0.0294188553603054	0.0581143409619839
"GGNBP2"	"GGNBP2"	"blue"	"blue"	-0.0342055347520313	0.0394891553864959	0.154214512420696	0.144636217290535	0.25732715908743	0.0583771150571022	0.0820147375455941
"AATF"	"AATF"	"grey"	"grey"	0.0559278145642448	0.056723018721227	0.106662819875284	0.106859769065021	0.0802730909074944	0.0500230433013725	0.036665358901543
"ACACA"	"ACACA"	"grey"	"grey"	0.115381256028273	0.150194711650994	0.200206688832698	0.191808582564837	0.180499348900546	0.100820482694616	0.10477552360996
"TADA2A"	"TADA2A"	"grey"	"grey"	0.025840123077175	0.0511838753535903	0.0848683645339967	0.0555595007834309	0.099420333569541	0.056017168569811	0.0591570279569242
"SYNRG"	"SYNRG"	"grey"	"grey"	0.0480335566568378	0.040981115293318	0.135750234222554	0.0784654791637791	0.143985736783097	0.095589638541393	0.0847723950515167
"DDX52"	"DDX52"	"grey"	"grey"	-0.0146369270648513	0.0239331576961637	0.094900535823112	0.0974330000918498	0.129042680331656	0.0261437987007021	0.0245008013652952
"HNF1B"	"HNF1B"	"grey"	"grey"	-0.0117510011410136	-0.00387928844827948	0.0641527513196409	0.0162861402673792	0.0821123441551903	0.036497585130493	0.0215921872974268
