"gene_name"	"module"	"color"	"kME_green"	"kME_brown"	"kME_red"	"kME_black"	"kME_blue"	"kME_grey"	"kME_turquoise"	"kME_yellow"	"kME_pink"
"DENND2C"	"DENND2C"	"grey"	"grey"	0.0783172528639438	0.0774549956999473	-0.00519050866569114	0.0123350134849985	-0.0518037653900993	0.0339511864271088	0.0870964713079111	-0.00352823938181362	-0.000591427045755896
"NRAS"	"NRAS"	"grey"	"grey"	0.0482524529674448	0.0550733100097161	0.00954256763563728	0.0100261374105266	0.0123846208325202	0.0902490109183795	0.0647870849948097	0.0253964088984609	0.0166860626851873
"CSDE1"	"CSDE1"	"green"	"green"	0.278384181621724	0.214840959542182	0.0291312777028818	0.0625624908349092	-0.0492608080448035	0.12706232806905	0.242933385213858	0.041973416255011	0.027668753705537
"SIKE1"	"SIKE1"	"grey"	"grey"	0.0408137456242651	0.0678086393302798	0.00969918550250712	0.0410312235301559	0.028309940600287	0.0298374518850864	0.0652894645738629	0.0185828321057647	0.0182396038162025
"TSPAN2"	"TSPAN2"	"grey"	"grey"	0.0474588462915604	0.0953025801661412	0.038550556182011	0.0999484587204158	0.0995600137951531	0.0145528972699482	0.082628562965609	0.0551748047156438	0.093602730800627
"SLC22A15"	"SLC22A15"	"grey"	"grey"	0.0439480053394591	0.0914680006153276	0.0606015481758654	0.0536634073791069	0.0399632352665622	0.20861294713348	0.160268719367605	0.105458110688307	0.0922506084660293
"ATP1A1"	"ATP1A1"	"grey"	"grey"	0.10880366289198	0.0913834662575279	0.0239405178770013	0.0282620857448104	-0.00997233048464734	0.00426823457671883	0.0969167140298869	0.0394883593560754	0.0166720451435859
"ATP1A1-AS1"	"ATP1A1-AS1"	"grey"	"grey"	0.0356865559135723	0.0481220739990922	0.0278059196463659	0.0432507915061095	0.0341873745881818	0.0638216510545244	0.0274796214044063	0.016145700317859	0.00257758534480265
"TTF2"	"TTF2"	"grey"	"grey"	0.0364037554145188	0.0402044526463037	-0.0036231862033051	0.00920977598533102	-0.0301123664444982	-0.0090121111748635	0.0928194163209919	0.0144520298464223	0.0382887548496832
"MAN1A2"	"MAN1A2"	"grey"	"grey"	0.0994802570585777	0.193433111382069	0.0892009124244583	0.0891683903821926	0.162424053820566	-0.0147146671863832	-0.044716091764846	0.0475131234203941	-0.00330047619297347
"TENT5C"	"TENT5C"	"grey"	"grey"	0.109363115793442	0.100841419633127	0.0331067267924112	0.0841984912610546	-0.00926972493214857	-0.0244975360614459	0.124541829081558	0.0359924465525876	0.0573929466519694
"GDAP2"	"GDAP2"	"grey"	"grey"	0.101740428932008	0.15781825665465	0.018023109336525	0.0850998296768172	0.0688950461886605	0.0713838256727903	0.0649818387908512	0.0257881610683294	0.0032784778953475
"WDR3"	"WDR3"	"grey"	"grey"	0.077471069932432	0.0810037062025114	0.00546758862040082	0.0309471256736778	0.0146007469196033	0.11140765552102	0.0835177327016891	0.0171602735712607	0.00444144555494263
"WARS2"	"WARS2"	"grey"	"grey"	0.0445025008244339	0.0674234356601012	0.0256439297102546	0.0416542687064831	0.0555962289936706	-0.00628426361541111	0.0147964732685072	0.0291495936921707	0.0219229935175244
"WARS2-AS1"	"WARS2-AS1"	"grey"	"grey"	0.0354206357497125	0.0740611226528727	0.0596589103903162	0.0801660984669421	0.109584326458358	0.0404903561016684	0.0581593087536006	0.0675507574058009	0.0753191051570846
"ZNF697"	"ZNF697"	"grey"	"grey"	0.0240106589029013	0.0539429154747978	0.0260884731881869	0.0317220029591369	0.065629656882416	-0.0709054765304597	-0.022457156538194	0.0304365105647617	-0.00188357426901247
"SEC22B"	"SEC22B"	"grey"	"grey"	0.12014510932153	0.131239610153245	0.0201256447844368	0.0182979092956741	0.0195255445411281	-0.0099224682901854	0.0176231755184182	-0.00444871753078937	-0.0374568009736431
"LINC00623"	"LINC00623"	"grey"	"grey"	0.00796234008289438	0.0218408771818977	0.0634339322106279	0.026858193812669	0.0917820880029232	-0.0569269917627985	-0.077298924380668	0.0360382356955182	0.00540656582988802
"SRGAP2C"	"SRGAP2C"	"grey"	"grey"	0.0377374533375439	0.0659922005666289	0.0434985860138226	0.0711608217337712	0.0553878344310679	-0.113509811380196	0.0311221902311032	0.0513260455337244	0.0526746046320856
"LINC02798"	"LINC02798"	"grey"	"grey"	0.0167161208082052	0.0370404573901115	0.054502185226737	0.0391064410787616	0.0587098983456234	-0.0957382583246586	-0.0288775568387786	0.0365426670144666	0.0354407206412822
"LINC02591"	"LINC02591"	"yellow"	"yellow"	-0.00686598347709287	0.0129183938068925	0.0431481966650616	0.00497907925358518	0.0576877037833654	0.0333495644399627	0.00158420262484681	0.0691741038328782	0.028149553517874
"NBPF15"	"NBPF15"	"grey"	"grey"	0.0343546678000664	0.0525648505025911	0.00940659617693265	0.0558186328582707	0.00441017310158101	0.109204099641365	0.074041500334189	0.0291179943995515	0.0412208259530784
"SRGAP2B"	"SRGAP2B"	"grey"	"grey"	0.0378300396930013	0.0537176079040922	0.048240734026217	0.0471887011659047	0.0472368602939549	-0.0892359572354651	0.000462406399906374	0.0198382157917092	0.0294824186482321
"GPR89A"	"GPR89A"	"green"	"green"	0.134922934896555	0.0946315137917058	-0.0130415132779739	0.0191768882285112	-0.0318734220808342	0.0683211637034926	0.0827161901202767	0.00294855093145071	-0.00495811001749542
"PDZK1"	"PDZK1"	"grey"	"grey"	0.0183562953466966	0.0703297675568547	0.0709463232523362	0.0595878856390285	0.0610192226390239	0.344385995311285	0.101537033716376	0.0503270559753598	0.0178729621623307
"RNF115"	"RNF115"	"grey"	"grey"	0.0638176405237063	0.11658298929665	0.0205950216460298	0.0733813090770208	0.0280286827504585	0.100020708779332	0.169608838334497	0.073486522934012	0.0811589560986844
"POLR3C"	"POLR3C"	"grey"	"grey"	0.057572578821049	0.0587355736164829	0.00805641996144178	0.0146109852091236	-0.00550517678260657	0.0956950927029349	0.0895196026521757	0.0311914738997026	0.0298891511835573
"LIX1L"	"LIX1L"	"grey"	"grey"	0.0167979703783789	0.0314446810426511	0.0148730820291449	0.0173198654026105	0.0139184208964057	0.0537641757134268	0.0472547987490727	0.0280678579023711	0.0251749106812777
"TXNIP"	"TXNIP"	"grey"	"grey"	-0.0542249321523598	-0.0490572843731157	0.104541631551602	0.0178556851643392	0.179611948370789	-0.218375285883832	-0.199969757355749	0.100793970982721	0.0213220631628172
"NBPF12"	"NBPF12"	"turquoise"	"turquoise"	0.0964285134168874	0.119888558115278	0.00719654705223141	0.0280429384169809	-0.0233160578967508	0.342117418737756	0.246700822617319	0.0550243477492176	0.0541989008568782
"PRKAB2"	"PRKAB2"	"grey"	"grey"	0.0358509292734038	0.05792571531178	0.0110173383444091	0.0222797630092553	0.0393704134924423	0.0460483289657164	0.0256811841442032	0.0309692822024574	0.00297002409484018
"AC242426.2"	"AC242426.2"	"grey"	"grey"	0.0391198882213138	0.0937639593533361	0.0529907250567748	0.0632311795878956	0.0803669695365795	0.031955768806865	0.0594355860940892	0.0545438612616008	0.0491027812782567
"FMO5"	"FMO5"	"grey"	"grey"	0.00574852097522871	0.0273036160280122	0.0267594352106976	0.0225435487424166	0.0601910077340493	-0.0133242897482031	-0.046900370140467	0.0362903384917979	-0.00735885914915202
"LINC00624"	"LINC00624"	"blue"	"blue"	0.00329741842964823	0.00187715309627029	0.0241015459559689	0.00254365940592021	0.0782985868586364	-0.0452501287938127	-0.0958636654970949	0.0328774871873014	-0.0323753531670857
"BCL9"	"BCL9"	"grey"	"grey"	0.0873015988457574	0.119015788085153	0.0334586241010172	0.102355212586434	0.0702750632256179	0.115670439529193	0.108441522026435	0.0398412339028632	0.0418171440974979
"ACP6"	"ACP6"	"grey"	"grey"	0.0368718540261301	0.0699435900011728	0.0209023367413191	0.0643330803964331	0.046238318034067	0.0882227450976652	0.0833345679080178	0.0346420931929361	0.0485302270717742
"GPR89B"	"GPR89B"	"green"	"green"	0.128155184570893	0.104024552426291	-0.0161928800745569	0.023455917747087	-0.0343199809694294	0.0826159125865961	0.0918009504993175	-0.00123272094693492	-0.0136013610709639
"NBPF11"	"NBPF11"	"grey"	"grey"	0.0769067780085035	0.0870708740438339	-0.0113233047511568	0.0244264416866104	-0.0107881062724754	0.173576758121718	0.130723756463925	0.0334817883256348	0.0398502002933599
"AC239809.3"	"AC239809.3"	"grey"	"grey"	0.021207433773442	0.0458631906828962	0.0336768715258706	0.0500627857344733	0.042396849820164	-0.0614250550507167	0.0333585065970407	0.0441359920212899	0.0456317813183153
"LINC01138"	"LINC01138"	"red"	"red"	0.0108699093214698	0.0629690893177652	0.14704161781085	0.0514157791442465	0.18340569440225	-0.0426859933147052	-0.0731131086199288	0.104467434263363	0.0204522143356216
"PDE4DIP"	"PDE4DIP"	"grey"	"grey"	0.0765113042879878	0.126941686466633	0.0634708386438529	0.0802077612149649	0.0811963976112917	0.183127679405099	0.168908829059093	0.0990405637055218	0.0922224653942898
"NBPF9"	"NBPF9"	"grey"	"grey"	0.040406333972702	0.0524056514622948	-0.0202847734276017	0.0207946712733939	-0.00142119354110705	0.119528996035002	0.11327607303574	0.0351719028831748	0.0479804513202239
"AC245297.3"	"AC245297.3"	"blue"	"blue"	0.00204909070039991	0.0654546359995191	0.0936077064468328	0.0681522666889286	0.195270630030625	-0.0408514587615054	-0.118141186363074	0.0453886555168887	-0.0314860050869805
"HIST2H2BF"	"HIST2H2BF"	"grey"	"grey"	0.0496894310473542	0.0482362603662654	0.00760664846806387	0.0284370893000718	0.0220427154194601	-0.00577806472263994	0.0294828043476966	0.0144609688574492	0.0165825775591446
"HIST2H2BE"	"HIST2H2BE"	"grey"	"grey"	0.00739396302587922	0.0252094601239206	0.00118849715153495	0.0526849759185737	0.023799382899777	-0.0116514012882148	0.0570707482092994	0.0179287166687418	0.0426790359612934
"BOLA1"	"BOLA1"	"grey"	"grey"	0.0875207368918322	0.0786393147982484	0.00104906932011347	0.0421137698980316	-0.0426336404929093	0.015284241753542	0.156920994214015	0.0427574939954202	0.0523014791266677
"SV2A"	"SV2A"	"grey"	"grey"	0.0109977159441129	0.00956790384048804	-0.00979585161223351	-0.0133067026417095	-0.0261250034116513	0.117939732871466	0.103018205578658	0.039093086028826	0.0475935993746012
"OTUD7B"	"OTUD7B"	"grey"	"grey"	0.0704379291449276	0.103960529596695	-0.0156789350618493	0.0289262400353639	0.0346558311314543	0.114254715112306	0.114798582541492	0.0538157348632366	0.0503891595364586
"AC244033.2"	"AC244033.2"	"grey"	"grey"	-0.00871715638546776	0.0180734827405195	0.0209367488967102	0.0466740180088829	0.044746376750614	0.0158611993044126	-0.00456986389207046	0.00611543723891549	0.000310932965835633
"VPS45"	"VPS45"	"grey"	"grey"	0.0151995175639337	0.0574954403013914	0.0351701056024912	0.0533387967964302	0.086524958816073	0.0884205058790014	0.0788976992375791	0.0745412183313578	0.0669841706130134
"ANP32E"	"ANP32E"	"grey"	"grey"	0.0311063623330957	0.0388617440861122	0.000217741490615813	0.0200964348669747	-0.0114079619735292	0.00129342456985914	0.0596106857053616	0.0200671155912927	0.0321285213909066
"CIART"	"CIART"	"grey"	"grey"	0.0883542637799849	0.0805270404598693	-0.00475759303111374	0.0156829493845379	-0.0712486784402838	0.0182417549892264	0.154545309545981	0.00345236685917364	0.0401636378160998
"MRPS21"	"MRPS21"	"grey"	"grey"	0.058145730564657	0.0180500379883873	-0.0277355436748849	-0.00280098049028257	-0.0666489352663371	0.033680705770138	0.0857687092660783	0.0135192429469084	0.029827760664312
"PRPF3"	"PRPF3"	"grey"	"grey"	0.0494979400707732	0.0396873426554073	-0.0255481093069661	0.00831817111296926	-0.0620315318523982	0.0524758793402636	0.111980260235852	0.0136650743112028	0.0540298110269079
"RPRD2"	"RPRD2"	"grey"	"grey"	0.0647241107626779	0.126213893168117	0.0391004362900502	0.0754327316538063	0.0930202241180785	0.159228312058656	0.167178102782514	0.0997544104792632	0.105093117528029
"TARS2"	"TARS2"	"grey"	"grey"	0.00306847320716768	0.000696594045879612	-0.0200207114309695	-0.00379675160915986	-0.0277106568362306	0.0611663560753659	0.0774310636795559	0.0285541380513552	0.0336401347173164
"ADAMTSL4-AS1"	"ADAMTSL4-AS1"	"grey"	"grey"	0.0586971730699677	-0.00537414663536533	0.01993655737079	-0.0359799138632114	0.0429991111451411	-0.140497138161098	-0.0488309035141582	0.0290615292004092	-0.00977781881893233
"MCL1"	"MCL1"	"grey"	"grey"	0.0610177931265068	0.0252435818410635	0.027386382363178	0.00284882275191447	0.0609773690147706	-0.136807820634253	-0.0329197930760253	0.0403244647767935	-0.000254597563010892
"ENSA"	"ENSA"	"grey"	"grey"	0.0691007099523909	0.0739582243382851	-0.0263263116982783	0.0104308846372171	-0.0155710431379166	0.129320646519458	0.166069844395152	0.051662484658016	0.0675806857409182
"GOLPH3L"	"GOLPH3L"	"grey"	"grey"	0.0752732832525963	0.0574284695328598	-0.0110161239012318	-0.000630192994488002	-0.0163886721209547	-0.0122228205843451	0.0351229062590096	0.00667248390702483	0.00718252275037401
"CTSK"	"CTSK"	"grey"	"grey"	0.0442865485094446	0.0575450410855158	0.0152065857789221	0.0264338634451792	0.0276536291624211	0.0701740630197303	0.0722191233913396	0.0375225649487789	0.0289260910543368
"ARNT"	"ARNT"	"grey"	"grey"	0.0695027641820505	0.113056832274951	0.0178925763836859	0.0616612002865712	0.0724575590033634	0.0955624469505694	0.113293078928076	0.0722205863204736	0.0546544783124916
"SETDB1"	"SETDB1"	"grey"	"grey"	0.0578472318882221	0.0640258569786469	-0.00531206607447118	0.0203336867575052	-0.0119202581911254	0.126362315069415	0.125550756935976	0.0411216491703862	0.0476226924032156
"MINDY1"	"MINDY1"	"grey"	"grey"	0.0301840332799779	0.0257465062883217	0.020261585558066	0.0104270801074126	0.0220558484593731	0.0940674144481167	0.0866733652857577	0.064590606400824	0.0655482162194776
"PRUNE1"	"PRUNE1"	"grey"	"grey"	0.0200727066804021	0.0139631382944462	-0.0158946236825869	0.0144055841655796	-0.01159656113816	0.0658009668906749	0.0872910823516024	0.0255308276720093	0.0444917696824741
"CDC42SE1"	"CDC42SE1"	"grey"	"grey"	0.00272479786033684	0.0196081675181581	0.00393735342718437	0.0314289799292219	0.0489293755449209	0.0344415728163924	-1.02150722720721e-05	0.0212857410780193	0.0120477544068013
"GABPB2"	"GABPB2"	"grey"	"grey"	-0.0316402265850266	-0.0111820208279584	0.00537104610070886	0.013339738892454	0.0174959130062313	0.0238260478734974	0.10353965856633	0.0764849609876963	0.104770901790401
"PIP5K1A"	"PIP5K1A"	"turquoise"	"turquoise"	0.0332827114818598	0.0551853805505842	-0.0249493413748201	-0.0180073414747867	-0.022295353888368	0.184121608405913	0.219731599989748	0.096350620028788	0.112379991985911
"PSMD4"	"PSMD4"	"grey"	"grey"	0.0154246411695225	0.0176568997337305	0.00521073081253855	0.00831283914332613	4.66569938190464e-05	0.0924712499643141	0.0784792876486487	0.0317046711645476	0.0379497841401396
"PI4KB"	"PI4KB"	"turquoise"	"turquoise"	0.0446885893747354	0.030467286260343	-0.0226949516515248	-0.0162925348708687	-0.0269075231090344	0.0942161240618861	0.130595659626423	0.048934143519896	0.0606139158217049
"POGZ"	"POGZ"	"pink"	"pink"	0.0290965912324338	0.102872816868092	0.0120011482865449	0.115287294434697	0.0803092502068397	0.0920044635896261	0.166964306360371	0.105939180352646	0.212097764278661
"TUFT1"	"TUFT1"	"grey"	"grey"	0.0614132500306589	0.057875699360933	0.00478434185719185	0.00236538022695741	-0.0170804646025696	0.00327380021049752	0.0710892212948589	0.0188790478659042	0.0212990778821593
"SNX27"	"SNX27"	"grey"	"grey"	0.0201260811799061	0.0756666283266255	0.0386834728053304	0.0789239310922145	0.0978387794624819	0.00123292199876305	0.00656935302605002	0.035073985654406	0.0248725815994903
"CELF3"	"CELF3"	"grey"	"grey"	0.00922076338225119	0.0171725739300878	0.00414180021361136	-0.00292446644628936	0.00691833201543286	0.191783335338794	0.140347514112801	0.0698675680538079	0.0916830037870091
"TDRKH"	"TDRKH"	"grey"	"grey"	0.0365775449568992	0.0419374477044794	0.00357355070611062	0.00914663168794502	0.00811227636412799	0.0546901949564456	0.0410763500437692	0.0246943812992095	0.0110035907348614
"RORC"	"RORC"	"grey"	"grey"	0.0262235706431654	0.0367774828628138	0.013607316586416	0.00300850625194086	0.024685050398296	-0.0650261385711611	-0.000182250206352934	0.0415799214595705	0.0183092252372454
"THEM4"	"THEM4"	"grey"	"grey"	0.031919536160633	0.0785534323988718	0.0274651600094976	0.0420829113431651	0.0225888011076282	0.097710242137379	0.0863022718538113	0.0332967179366788	0.0315230569024522
"FLG-AS1"	"FLG-AS1"	"grey"	"grey"	-0.0215887684074182	0.0382393748771091	0.118951438445091	0.0708550242415323	0.183593103214489	-0.257722402273754	-0.0823532052849066	0.105179155102753	0.075759427667384
"CHTOP"	"CHTOP"	"grey"	"grey"	0.060333549657664	0.069384623033671	-0.0107923477960704	0.0289780118628285	-0.0142806327652083	0.0738311349287055	0.115166653584036	0.0328347866572573	0.0460092836468658
"ILF2"	"ILF2"	"grey"	"grey"	0.0747032462309073	0.0413215267787389	-0.0207665574863643	-0.0298706762946116	-0.0463319079841904	0.0719953799523643	0.0967747875518266	0.0229089897272137	0.0187753829665747
"INTS3"	"INTS3"	"pink"	"pink"	0.000505785929346348	-0.00350352385142098	-0.0177120924560564	-0.0032569885834572	-6.04325841297603e-05	0.195573507430152	0.175357066329169	0.107057782760636	0.193054172262931
"GATAD2B"	"GATAD2B"	"turquoise"	"turquoise"	0.0518437286065543	0.0965472969154587	0.00739676575821916	0.0062016402392947	0.0101984853911537	0.157451643508451	0.241271442414384	0.119181295310135	0.126769135024073
"DENND4B"	"DENND4B"	"grey"	"grey"	-0.0152720194393479	-0.0205579031780565	-0.032171772723071	-0.0346797300400442	-0.0341950213054501	0.139269374299597	0.122363112868107	0.0457080247349706	0.0797609947561226
"JTB"	"JTB"	"grey"	"grey"	-0.0119722860301896	-0.0201980246240628	-0.0118480350950434	-0.00784701356886906	-0.00877709028238596	0.00724033195572077	-0.0165243188921265	-0.0133338700279676	-0.0133319241244529
"RPS27"	"RPS27"	"grey"	"grey"	-0.00104033082707466	-0.0387836255837447	-0.0634231163299272	-0.0470193025157919	-0.0912794269104227	-0.0231693784362347	-0.0206085625113331	-0.0538465663579655	-0.0374127250252805
"TPM3"	"TPM3"	"grey"	"grey"	0.0801726406097725	0.0817103075931315	-0.0506610602145506	0.0382889486403091	-0.0796244498702535	0.0884769345135706	0.182652632834121	0.0288078450723436	0.0630083367134844
"C1orf43"	"C1orf43"	"grey"	"grey"	0.0412169511996311	0.0539946180243398	-0.0133895483249825	0.000518270740830052	-0.0246963580460607	0.143165964483918	0.129560493618585	0.0362543856357812	0.0518883148454398
"UBAP2L"	"UBAP2L"	"grey"	"grey"	0.0960475505612447	0.121283429028705	-0.00479865566456656	0.044894747028313	-0.0159390297628751	0.158785469168343	0.182941421684103	0.0326382613295492	0.0558917516355035
"HAX1"	"HAX1"	"grey"	"grey"	0.0198470083808755	-0.00704887580209001	-0.0260168470906124	-0.0168245683190951	-0.0428632589373323	0.00557536113672486	0.00586520587729924	-0.0186569623679483	-0.00274034644179678
"ATP8B2"	"ATP8B2"	"turquoise"	"turquoise"	0.0174232778937323	-0.0017612659916217	-0.0242496538022583	-0.0258161693961496	-0.0287246172275279	0.210339770009698	0.192327947784115	0.0876901370950406	0.104165650193617
"IL6R"	"IL6R"	"turquoise"	"turquoise"	0.0888407654422179	0.0895019548245106	-0.0161037982265575	-0.0156264214633782	-0.0449691431007695	0.0241274672955618	0.180037506887517	0.0528763678932231	0.0652142106130463
"ADAR"	"ADAR"	"turquoise"	"turquoise"	0.138761925426025	0.134762557257183	0.00262557077652245	0.00198124526081119	-0.0524758020164366	0.0866104469222994	0.162748262359593	0.0300379203758342	0.0268941087167454
"KCNN3"	"KCNN3"	"yellow"	"yellow"	0.0120076492975852	0.0324342096796593	0.055894789112093	0.00370606029548563	0.0600754727333467	0.224011620785875	0.0680975412259786	0.165864192195181	0.0689514411784396
"SHC1"	"SHC1"	"grey"	"grey"	0.0132018758835632	0.0100326036036996	-0.0198095186721993	-0.0244845033981813	-0.0179290786237374	0.032632772690834	0.0291212542954915	0.015420788519403	0.0115621580707344
"TRIM46"	"TRIM46"	"grey"	"grey"	-0.000305606946763376	-0.0182355307632145	-0.03947348032836	-0.0277326828288299	-0.0313591479300159	0.216913965659868	0.153034196179074	0.072339599394492	0.100608340223209
"GBA"	"GBA"	"grey"	"grey"	0.0169149158766388	0.00661730859868679	-0.0110801455457114	0.00701997553175525	-0.028738220821892	0.0436310260707572	0.0761443898119524	0.017188264440561	0.035333938383612
"SCAMP3"	"SCAMP3"	"grey"	"grey"	0.0292847844155397	0.0125569606389527	-0.0204475359884338	-0.0200315694900296	-0.0304500828230517	0.112240531607759	0.09472750710529	0.0331934842210481	0.0395340793125902
"CLK2"	"CLK2"	"grey"	"grey"	0.00350794799462211	-0.00412148864908925	0.000204484071863468	-0.00161252303511548	-0.00556618323204719	0.102531857677525	0.0720413324903186	0.043044835983663	0.0381761523292564
"FDPS"	"FDPS"	"grey"	"grey"	0.00657938694403554	-0.0142323583866351	-0.0378554575123622	-0.0319585799571439	-0.0420313428294065	0.176727348698377	0.155416314994968	0.0724532398094364	0.0938441095428081
"RUSC1"	"RUSC1"	"grey"	"grey"	-0.0189192240872992	-0.0244843378930998	0.00863891845499293	-0.0283060802288183	-0.0176739632146506	0.0881591254908676	0.0591720256632832	0.0510472786341408	0.0502786977841495
"ASH1L"	"ASH1L"	"turquoise"	"turquoise"	0.071132462323183	0.144917348539691	-0.00479142111523436	0.0273167887547189	0.0382909614746963	0.103728722766399	0.203887546273833	0.120838314348689	0.135536977885757
"YY1AP1"	"YY1AP1"	"turquoise"	"turquoise"	0.0960563841803875	0.122793605196675	-0.0255552764523244	-0.00916250556463509	-0.0492278770971411	0.117611099652133	0.203592104229981	0.045673232405066	0.0504142401204212
"DAP3"	"DAP3"	"turquoise"	"turquoise"	0.0559495001407013	0.0816929312601426	-0.0152049980046138	0.0102300997926624	-0.032555065069016	0.153269267927574	0.19724168783022	0.0476199196449246	0.0756520141207144
"GON4L"	"GON4L"	"grey"	"grey"	0.0322967794207685	0.0557154094633301	-0.0105639158808294	0.0111803657304686	0.0232971283134038	0.117061520922042	0.132862849281561	0.0633340337763964	0.0666157707934829
"SYT11"	"SYT11"	"grey"	"grey"	0.0737422289511172	0.0623055571483026	0.00408234860386221	-0.000860691411766311	-0.018298300561048	0.110993433510456	0.107357051360671	0.0361677200316858	0.0124443187959464
"RIT1"	"RIT1"	"grey"	"grey"	0.0513094693332357	0.0515014236540416	0.00160969411339477	0.00537981087564971	-0.00764100486540452	0.0752616634009052	0.103979827794025	0.0367873925498798	0.0436160570342167
"KHDC4"	"KHDC4"	"grey"	"grey"	0.0867884086803968	0.0996014290471698	-0.0130489800350619	0.0250676523866972	-0.0228138791473346	0.125613860144838	0.139206258199954	0.0197254408795586	0.023762317655181
"ARHGEF2"	"ARHGEF2"	"grey"	"grey"	0.000345152126592694	-0.00463108930692244	0.014952153354979	-0.0295053028115915	-0.0223388876833755	0.173833554832327	0.093036332219675	0.0424811102961594	0.042573502883045
"SSR2"	"SSR2"	"grey"	"grey"	0.0337291126434997	-0.000485108478830712	-0.0433226086409195	-0.0417800719802834	-0.064747982330252	0.0268394065700138	0.0324550026655547	-0.000521039875891784	-0.00421619919563019
"LMNA"	"LMNA"	"turquoise"	"turquoise"	0.153398623131944	0.0740226793918649	-0.0215517373665532	-0.017940931810737	-0.0869802391414129	-0.000983889646640088	0.192002793709962	0.027884187198786	0.0541108122417941
"PMF1"	"PMF1"	"grey"	"grey"	0.0323274131896407	0.0436454294301269	-0.00796255262411008	0.0233602929201577	0.00489163924949019	0.0623541663348128	0.0896567797152149	0.0478979608700592	0.0487035499853884
"SMG5"	"SMG5"	"turquoise"	"turquoise"	0.0506534917889621	0.0456200640734394	-0.0113918744753792	-0.0146869598413293	-0.0220643846423381	0.170127676061069	0.172246674217068	0.067528747610486	0.0804689646059192
"CCT3"	"CCT3"	"grey"	"grey"	0.00650739347041056	0.0135571953844917	-0.0136057862039764	0.023801697223417	0.0167489700355497	0.124490359596932	0.0676526901059173	0.0283693807546528	0.039941369920356
"MEF2D"	"MEF2D"	"turquoise"	"turquoise"	0.0687939986207089	0.057151943347691	-0.011293015275865	-0.00945137056350815	-0.0582322617367711	0.0495507085052442	0.134445638637357	0.0289537690359632	0.0561172001555678
"RRNAD1"	"RRNAD1"	"grey"	"grey"	0.00545806390663749	0.00574075793891639	-0.026678739504783	-0.0113992082620775	-0.0417677806560757	0.0251097073826401	0.0715128063771632	0.016361753617919	0.0385806781016909
"HDGF"	"HDGF"	"grey"	"grey"	0.00639457094806926	0.00474735568119827	3.19415492977464e-05	-0.0123155870950562	-0.00888306306995888	0.0522360936761302	0.0480342761970151	0.0358194571476411	0.0245521829370785
"PRCC"	"PRCC"	"grey"	"grey"	0.0516314927769331	0.0694056104365202	0.0069245401250034	0.0238526066421435	0.0117872511868092	0.114570041943538	0.0950855467312062	0.0417798523068402	0.0287107061817269
"ARHGEF11"	"ARHGEF11"	"grey"	"grey"	0.0693747707240231	0.124531528186992	0.0398846684004591	0.0842052245508043	0.0830039726587796	0.1609162910797	0.0988743133183522	0.0491628693453893	0.0253164023796797
"DCAF8"	"DCAF8"	"grey"	"grey"	0.138071948653067	0.150431743673688	0.00708305437490853	0.0324566744289452	-0.0109523213817026	0.0773157887195063	0.148357703515928	0.0233151060446196	0.0236247006905246
"COPA"	"COPA"	"grey"	"grey"	0.133785651727753	0.131225141640998	-8.96715933443074e-05	-0.0200506969857603	-0.0308934638106772	0.151680887310162	0.152924979778218	0.0273977659333314	0.00452399868314029
"F11R"	"F11R"	"grey"	"grey"	0.0380592932013821	0.0304188742383179	0.00922043000581449	-0.0166046642878248	0.00981291423217663	0.0370977820025745	0.0600766318598528	0.04365475509176	0.0221026919905894
"PFDN2"	"PFDN2"	"grey"	"grey"	0.0674281874594126	0.0548973861139527	-0.0152035832038853	-0.000627338113800313	-0.02922666407644	0.0333009889299462	0.0737331591418453	-0.0135698477515146	0.0024751980300761
"UFC1"	"UFC1"	"grey"	"grey"	0.0518636270423411	0.0217034053203631	-0.015621448040824	-0.0122422422696793	-0.0352750424471154	0.0179421146983774	0.0697620477997034	-0.00617846176702649	-0.00194396223162098
"NDUFS2"	"NDUFS2"	"grey"	"grey"	0.0139629780950603	0.0233573947656192	-0.00451864013692925	-0.00115907814300634	-0.0201782233578203	0.0939700108464112	0.0712626751980587	0.0157772263214358	0.0298955362552352
"SDHC"	"SDHC"	"grey"	"grey"	0.0183447194140946	0.043331803179646	0.0164998410984827	0.0219476097858218	0.0368220927216728	0.0261713136980197	0.0309474670998707	0.031209843712271	0.0232960302121087
"ATF6"	"ATF6"	"brown"	"brown"	0.173702077010135	0.242283681945955	0.0241425014539744	0.0713032775485409	0.0708467695013063	0.0562051310526432	0.0829289919191014	-0.00429001517607815	-0.0305878826963917
"NOS1AP"	"NOS1AP"	"grey"	"grey"	0.0151402022516764	0.10072383608	0.162984851704239	0.0850796074458224	0.0937877737851568	0.450309714327753	0.0808691509495436	0.0126374085930098	-0.0339742185878562
"UHMK1"	"UHMK1"	"grey"	"grey"	0.0883898745660387	0.11753858336983	0.0297830891000297	0.0536512052121189	0.0267608654278714	0.042830555233733	0.0712860665415016	0.00427048820484141	-0.00126280244537443
"UAP1"	"UAP1"	"grey"	"grey"	0.122859908993357	0.124862184658141	0.0258087955139726	0.0487173996813522	0.0211686555521269	0.0178293690139171	0.0730621799744091	0.0257400984738226	0.00933641011457332
