"gene_name"	"module"	"color"	"kME_green"	"kME_brown"	"kME_red"	"kME_black"	"kME_blue"	"kME_grey"	"kME_turquoise"	"kME_yellow"	"kME_pink"
"HSD17B14"	"HSD17B14"	"pink"	"pink"	-0.0651461361125761	-0.0531272221859752	-0.0265051012174947	-0.0354116507177596	-0.0376764420234362	0.103078765819729	0.164215967506029	0.100825362334573	0.226757410997932
"PPP1R15A"	"PPP1R15A"	"grey"	"grey"	0.058067749278301	0.0140541755296425	-0.0283531338001807	-0.0102321043821441	-0.0479109016353472	-0.0306357640032231	0.0556797842808022	-0.0267762737221428	-0.0061668787091997
"NUCB1"	"NUCB1"	"grey"	"grey"	-0.0117594354582848	-0.0278458343852276	-0.0241973033381931	-0.0467080738372432	-0.0336489605718786	0.0259851872835651	0.0457725288334701	0.018488609722145	0.0390660943858859
"FTL"	"FTL"	"grey"	"grey"	-0.0298535666438188	-0.102909964745376	-0.107515798007003	-0.0727082385261309	-0.162131226375341	-0.0672297409563505	-0.0400326327481805	-0.0868348383196994	-0.0434117398726068
"GYS1"	"GYS1"	"grey"	"grey"	0.00369412900865346	-0.000869429295169252	-0.0075250388892158	-0.0216945104982068	-0.0155871573570439	0.103625413425705	0.100186357670963	0.0710090547765112	0.0643328899531298
"SNRNP70"	"SNRNP70"	"turquoise"	"turquoise"	0.0369605049614105	0.0253175292898576	-0.0115934422009522	-0.044124068204943	-0.0513304357437802	0.110752328590308	0.187317672539189	0.0823724606834708	0.0823265914547304
"PPFIA3"	"PPFIA3"	"turquoise"	"turquoise"	0.00031871789006221	0.0112943301160674	-0.0265956620732192	-0.02170990260789	-0.0370211556341659	0.162080643117394	0.19947475060413	0.0863736505066819	0.114882898092274
"RPL13A"	"RPL13A"	"grey"	"grey"	-0.00752313004842201	-0.0682996456264264	-0.0653956873952484	-0.0767221874644972	-0.115467921652089	-0.0233488208863247	-0.00554081523838565	-0.0495512834773141	-0.0196369505516446
"RPS11"	"RPS11"	"grey"	"grey"	-0.0103611647610221	-0.0573855385110033	-0.0597410392104557	-0.0735621219431262	-0.0958910635209566	-0.017954041304513	-0.0202364140519793	-0.0459912991704183	-0.0261771320419011
"NOSIP"	"NOSIP"	"grey"	"grey"	0.00633621572818267	5.66134280073545e-05	-0.0221090681598649	-0.01397118119195	-0.0176492011746927	0.151276282487382	0.0904039103852454	0.0382823508330819	0.0511228244532968
"PRR12"	"PRR12"	"turquoise"	"turquoise"	-0.0269878004489061	-0.023860757895338	-0.0307380271089969	-0.0444817237563176	-0.0506857775830814	0.178953877549507	0.197143904879366	0.0885587903286049	0.134969509962081
"IRF3"	"IRF3"	"grey"	"grey"	-0.00594252661108303	-0.0045062178495231	0.00312185522440892	0.00928155257471418	0.0143739462933342	0.00923145806731889	0.0431981608907905	0.0397898800388775	0.0460990489915951
"AP2A1"	"AP2A1"	"grey"	"grey"	0.024840045728684	0.0323361119380237	-0.00557674484892066	-0.00537217211697597	-0.0260092663997018	0.0901576441292117	0.128128207589261	0.0445935711846669	0.0570496275210991
"MED25"	"MED25"	"turquoise"	"turquoise"	0.045536074089087	0.00177557181157168	-0.024042752581054	-0.0390100680626743	-0.0514733354456788	0.128464977080129	0.164487463954511	0.081216971939747	0.0996961286811388
"PTOV1"	"PTOV1"	"grey"	"grey"	0.0140381454402471	-0.00040723556920172	-0.0163060306878127	-0.00584065067575518	-0.0131047696791818	0.0576318214453338	0.0572489405488472	0.0282223628406318	0.0292723230871105
"PNKP"	"PNKP"	"grey"	"grey"	0.0079560308565125	-0.00894917317012178	-0.00479343753266316	-0.011040452556284	-0.0108985273991441	0.0461713900208181	0.0452948697478342	0.0230007414176608	0.0369774897293723
"TBC1D17"	"TBC1D17"	"grey"	"grey"	-0.00141136141480097	-0.0168668690576174	-0.0303321402989171	-0.0327242617724636	-0.0397482230440505	0.114083688766797	0.112977880352969	0.0476113747487237	0.0725709397079196
"NUP62"	"NUP62"	"grey"	"grey"	-0.0160959834671685	-0.0150955308432775	-0.0134038948398629	-0.0131575509251132	-0.0151625494891457	0.099656676661239	0.0615610958848175	0.0254848462184442	0.0392886952173049
"VRK3"	"VRK3"	"grey"	"grey"	0.0436071864784512	0.04957698519404	-0.00777091727648362	-0.0059311776915235	-0.0169607024102149	0.063514193910342	0.0745017448103809	0.0294190046342023	0.0194053269779335
"MYH14"	"MYH14"	"grey"	"grey"	0.0279870995968964	0.0462178292233455	0.00594857133477076	-0.00529878043849185	0.0236407204660758	0.0382669871773732	0.147066331539972	0.116972466455221	0.129054467038218
"KCNC3"	"KCNC3"	"yellow"	"yellow"	-0.0149744765813362	0.000432252843026036	0.0298790594370695	-0.0149307820711315	0.0317464380794573	0.0286618459375324	0.0544842145172349	0.124095242070854	0.0618799074496704
"NR1H2"	"NR1H2"	"grey"	"grey"	0.0245684128212441	0.0111614291552623	-0.00880988601809843	-0.00482995295272355	-0.0181853931057232	0.0254299579789971	0.0731117692286144	0.0293229453460913	0.0409709077013721
"EMC10"	"EMC10"	"grey"	"grey"	0.0119071958826355	0.00547906098821156	-0.0150214221251635	-0.0102331151510416	-0.031504171578383	0.0796389941845456	0.0735809571555079	0.0297099333541163	0.0255189007970714
"ZNF175"	"ZNF175"	"grey"	"grey"	0.0481250251810158	0.060210089327521	-0.0024547876989622	0.00912292746985657	-0.00295468213161171	0.0318711425379083	0.0371627259536775	0.00116869811611088	-0.00300655495039619
"SPACA6"	"SPACA6"	"yellow"	"yellow"	0.00580064317692712	0.000652473325874381	0.00486459974933828	-0.00202010479581035	0.0254408084848544	0.108289353253503	0.0626934270804278	0.0844196138920276	0.04871452644234
"ZNF577"	"ZNF577"	"grey"	"grey"	0.0635019950981058	0.0766732475308293	-0.0203219958032572	0.027426269692883	-0.00900020286129576	0.140448035749554	0.109393490541271	0.030789109661359	0.0403438684717167
"ZNF615"	"ZNF615"	"grey"	"grey"	0.0284035065435254	0.0301234696751559	-0.00740139120050615	0.00226533858385091	-0.0122930376327428	0.0443557375741	0.0391356640676326	0.0188727951374127	0.0141601010076759
"ZNF432"	"ZNF432"	"grey"	"grey"	0.0986860067835935	0.099876057350773	-0.0160694579720807	-0.0217629443213529	-0.0510093282922669	0.0413758407520795	0.0719093739379539	0.00842693189880809	-0.0132295668458865
"ZNF841"	"ZNF841"	"grey"	"grey"	0.0379155171649558	0.0304848441045767	-0.0112978081456378	-0.0248691309068052	-0.0155935094205463	0.014224005159663	0.0357159720975048	0.0189766119212993	0.00685486904934469
"PPP2R1A"	"PPP2R1A"	"grey"	"grey"	0.0790527051951045	0.0840699010044055	0.00586022110548955	0.0179243058259899	-0.0282791769946577	0.0806162137009021	0.120353840604425	0.0374370730315199	0.0259123156493708
"ZNF766"	"ZNF766"	"grey"	"grey"	0.0572744221206762	0.0564624743174139	0.000615339869931723	0.00554421029812487	-0.0372628202273462	0.0666103993224083	0.0852423627496827	0.0207889741728512	0.0161120816971066
"ZNF480"	"ZNF480"	"grey"	"grey"	0.0266533655234501	0.0288529754554605	-0.00181376132878257	-0.00233109074001998	-0.0169250556256178	0.0743685040454405	0.069111852408091	0.0360779100185923	0.0369244974998729
"ZNF528"	"ZNF528"	"grey"	"grey"	0.051258319318776	0.0490997100854745	0.00471926042923398	0.00262140775524776	-0.0252127625614539	0.035802520038494	0.0643839650063004	0.0187428691872309	0.023274120336448
"ZNF808"	"ZNF808"	"grey"	"grey"	0.0324726427476472	0.0183980302881871	-0.00496000320155785	-0.0106365347547166	0.000786822379544289	0.0657066012485822	0.0484850778990549	0.0419879281177351	0.0305990981457156
"ZNF701"	"ZNF701"	"grey"	"grey"	0.0138449342429807	0.018935594166571	0.00379534340795443	-0.00845677078651104	-0.00520815924910239	0.0590193810221692	0.0578221459724597	0.0427282552996703	0.0463574582680892
"ZNF83"	"ZNF83"	"grey"	"grey"	0.029795749360197	0.0343497052087903	-0.00351266579007179	0.0200928529242804	-0.0272852836520753	0.0289527422387137	0.116157949656729	0.0319792741152936	0.0609136124687648
"ZNF611"	"ZNF611"	"grey"	"grey"	0.0193084455037663	0.0251044680722228	-0.00746978958336289	-0.001756824485784	-0.0233687771542827	0.103430715978196	0.112561598698066	0.0501400229289587	0.0496322168500772
"ZNF600"	"ZNF600"	"grey"	"grey"	0.0382006898369279	0.0358031110503637	0.00727361928838997	0.00714626252545229	-0.0227514020705264	0.0217929542688674	0.0671141741483452	0.0203747074769157	0.0281847731177379
"ZNF160"	"ZNF160"	"turquoise"	"turquoise"	0.0728586453896423	0.0765399954877405	-0.0272609588924944	-0.00440808669125089	-0.0587245288408049	0.116937628860172	0.158602950493584	0.0360385456085808	0.0396471562212982
"ZNF347"	"ZNF347"	"grey"	"grey"	0.0165782296202817	0.0263052969130414	-0.00452154530116206	0.00149823298998645	0.00187409854263834	0.0120279174702215	0.0459270363496767	0.0424663007144988	0.0412523496656497
"ZNF525"	"ZNF525"	"grey"	"grey"	0.0065105922454841	0.00768579717976313	-0.0017455360689307	0.000437476047671238	-0.0123253563298569	0.0381265002159164	0.0477274720177553	0.0284697053225239	0.0299974370771354
"ZNF765"	"ZNF765"	"grey"	"grey"	0.0224224768002825	0.0333590911178247	0.00619219619855435	0.0281686271009299	-0.00405991385612023	0.0799586416985375	0.100862792049564	0.0466775300812224	0.0536006607824669
"ZNF331"	"ZNF331"	"turquoise"	"turquoise"	0.145370429190202	0.101351519878696	-0.0253072286552571	-0.0325062181322182	-0.121918709241619	-0.00551983052544681	0.149172791511282	0.00367461842068685	0.010285958814635
"MYADM"	"MYADM"	"grey"	"grey"	0.120074633976543	0.0492036038987546	-0.0201775983677554	-0.0166052856863997	-0.0676162301793372	-0.0497496706461416	0.0869915631273829	-0.00404696933226521	0.00511800456255944
"CNOT3"	"CNOT3"	"grey"	"grey"	0.0005006768082793	-0.0116382418909128	-0.0103105909441985	-0.018998713173395	-0.0244581306704428	0.0549957511409114	0.0600958245325279	0.0257974616617942	0.0339932138451705
"TMC4"	"TMC4"	"grey"	"grey"	-0.0191070435302029	-0.0472306642006876	-0.0314615157563686	-0.0536923883718347	-0.0343053074911974	0.127606454288678	0.115522670966681	0.0885568484501571	0.105537405137121
"MBOAT7"	"MBOAT7"	"turquoise"	"turquoise"	0.0475800657976157	0.0108463312532923	-0.0256518002492734	-0.0440512274694533	-0.0652799446707851	0.0768721781885653	0.128215732807093	0.0342009991431373	0.0549906199210833
"RPS9"	"RPS9"	"turquoise"	"turquoise"	0.0269388552319143	-0.0114333418753649	-0.0607519476424789	-0.0541403046466078	-0.07242260596673	0.133039456057986	0.0969863926508206	0.0205208371015017	0.03043638177216
"LENG8-AS1"	"LENG8-AS1"	"grey"	"grey"	0.017607599793633	0.0244286544412395	0.0317234977691783	0.0430029460505753	0.0480384995836319	0.027298925737842	0.0329853399983912	0.0338826856949252	0.0344718646311232
"LENG8"	"LENG8"	"grey"	"grey"	0.0185707135753683	0.0184020879527379	0.00251725972472834	-0.0151784490112721	-0.0145212067564171	0.0581614938166711	0.128522939870893	0.0623051567506471	0.0889428589329543
"RDH13"	"RDH13"	"grey"	"grey"	0.0374457820708942	0.0208028504394519	-0.012490377873507	-0.00727941976320824	-0.0284985658573532	0.0443307777022678	0.108118011194365	0.0278042898498869	0.0460663653124222
"PPP1R12C"	"PPP1R12C"	"turquoise"	"turquoise"	0.016869940145865	-0.000819834473489443	-0.0158028654266966	-0.0442450822473247	-0.0540237648238893	0.0519743392193636	0.101765631958677	0.0335819472958687	0.0500128628478594
"SYT5"	"SYT5"	"grey"	"grey"	0.0108188750620887	-0.0269018192304545	-0.0119395353583676	-0.062688962736157	-0.0330600853891978	0.0237182837865675	0.0185540389024365	0.0180736337572708	0.00712797806685071
"PPP6R1"	"PPP6R1"	"turquoise"	"turquoise"	0.0529341190169354	0.040241217076105	-0.0219743583226333	-0.0273856036786079	-0.0750225223946289	0.0951380307390905	0.170161379706008	0.0569368918102065	0.0633076122765117
"BRSK1"	"BRSK1"	"grey"	"grey"	-0.0302896875633964	-0.0341357481895958	-0.0210683507224254	-0.043349004414921	-0.0353337373069307	0.0965413308659171	0.100544535381749	0.0589637852224562	0.0860273387444317
"RPL28"	"RPL28"	"grey"	"grey"	-0.0222449387821995	-0.0619646808571919	-0.0624298623314303	-0.062277163376695	-0.0942581079896788	-0.00064848885005699	-0.00622567841486911	-0.0507633604238036	-0.0233326743694131
"AC008735.2"	"AC008735.2"	"grey"	"grey"	0.00935080812974845	0.0336408452822848	0.0258636014887449	0.036466099182891	0.0553032778025859	0.017329602936757	-0.0185375060478054	0.00181117202295306	-0.012481522301265
"EPN1"	"EPN1"	"grey"	"grey"	0.0269917725352475	0.0270830207489104	-0.0130799701708281	-0.0241931505956968	-0.0351530357590662	0.094746403474028	0.0891814630382723	0.0292094459256513	0.0334331384267705
"ZNF444"	"ZNF444"	"grey"	"grey"	0.0107822815283639	0.00698796426930075	0.000426479999941224	-0.00710005285268596	0.00422226560979579	0.133153434741239	0.0872699915481171	0.0521004100878508	0.0545682585120296
"ZSCAN5A"	"ZSCAN5A"	"yellow"	"yellow"	0.0433885917079704	0.0505781844297236	0.0403891248679362	0.0331003572839002	0.0817656275375502	0.0337152723792225	0.0145682622498449	0.0937930335808919	0.0465085850831967
"ZNF583"	"ZNF583"	"grey"	"grey"	0.0376881920020908	0.0335927018666981	-0.00428173557293178	0.00773009738685349	0.0220182008850298	0.0884035263060458	0.0291945598961908	0.0077528804670688	-0.0120361866647661
"ZNF667"	"ZNF667"	"grey"	"grey"	0.0837089582646356	0.0645587022072494	0.00152948058030539	-0.0109991663512618	-0.0306226034599475	0.0569772990115537	0.0975406551511819	0.0245901073950644	0.0320232996834373
"ZNF667-AS1"	"ZNF667-AS1"	"grey"	"grey"	0.0663998415868771	0.0746055680228467	0.00358492567198571	0.0226386601541546	0.00249624001530184	0.0190048459308084	0.0471761097041392	0.00996979598155859	0.00124251398569892
"ZNF471"	"ZNF471"	"grey"	"grey"	0.0069381946398216	0.00897045966626575	0.01647878176541	0.0239849009929543	0.0233220111875582	-0.0365539788651931	0.000847993268870864	0.0304880670830096	0.0161872467263004
"AC006115.2"	"AC006115.2"	"grey"	"grey"	0.033613010071076	0.042859577179161	0.00750727251425723	0.0401617389857779	0.0209685319592459	-0.0216864042758529	0.0480932676864285	0.0201396478083093	0.0420940569455316
"ZNF264"	"ZNF264"	"grey"	"grey"	0.0733189984529786	0.10997603724745	0.000385213436067861	0.0324779314693632	0.019164167235618	0.0937926132967757	0.0795863398196312	0.0115265088116494	0.00438674750580619
"ZNF805"	"ZNF805"	"grey"	"grey"	0.0617269422189961	0.0544779445494626	-0.0034469773425635	0.0140295442335602	-0.0106109180129657	0.0270724474666861	0.0444913728469018	-0.000160610307763912	-0.00263630592820916
"ZNF460-AS1"	"ZNF460-AS1"	"grey"	"grey"	0.00721663733745013	0.0341217843745614	0.00748927329284425	0.0217745931475879	0.0043758436786391	-0.00246613328815884	0.0326418231785516	0.00159286155771122	0.0260194752556575
"ZNF460"	"ZNF460"	"grey"	"grey"	0.0698277254871098	0.0767657631116747	0.00457814620008507	0.0098114058225676	0.0153196954939453	-0.00373898326030766	0.0541604828605508	0.0373740971031058	0.0165383714583799
"AC005261.1"	"AC005261.1"	"grey"	"grey"	0.043802328954463	0.0658411962798793	0.00852720424614923	0.01599511218891	0.0189008140614307	-0.0312341356729996	0.0296483913040195	0.0112310276891506	0.00422886381034474
"ZNF548"	"ZNF548"	"grey"	"grey"	0.0388112209199418	0.0506663125261916	-0.00836990811447259	0.0168178767276256	-0.00982205625194523	0.0292006132934819	0.0514917307022798	0.0145185194761148	0.00718412942367723
"ZNF549"	"ZNF549"	"grey"	"grey"	0.022215234623691	0.0395122575141713	-0.00162900894597799	0.0245594640372692	0.00471719167917477	0.083522157258976	0.0548144691300766	0.0210155394347877	0.0201800991176072
"ZNF211"	"ZNF211"	"grey"	"grey"	0.0583843863609596	0.0395181847243101	-0.00860284483130251	0.0256186087928094	-0.00987167313009235	0.0627231271202723	0.0487343201482021	0.00487509944779208	0.00494516267014906
"ZNF551"	"ZNF551"	"grey"	"grey"	0.0409847960912289	0.0493046269355468	-0.00661187724448066	0.0111431366494138	9.27908645204339e-05	0.0572725711223111	0.0625136103964113	0.0114755480665042	0.0213643622054576
"ZNF154"	"ZNF154"	"grey"	"grey"	0.0264047292400438	0.0456762844951822	0.0286101532615743	0.0179319897860786	0.0235534544554157	0.0678976268733638	0.0545894676651496	0.0373138367091467	0.0289494737225586
"ZNF776"	"ZNF776"	"grey"	"grey"	0.0349554803550244	0.0371106992138238	-0.00743316675662204	0.00879078122534391	-0.002964160941917	0.0824917324612079	0.0759401134605667	0.0331073866891668	0.0279306725999658
"ZNF586"	"ZNF586"	"turquoise"	"turquoise"	0.0558739190608766	0.0757530507909197	-0.0160489023062921	-0.00734275267330606	-0.0309703891479224	0.0946269608471197	0.159940987513817	0.0564516457255255	0.0764561289041159
"ZNF552"	"ZNF552"	"grey"	"grey"	0.019660417085773	0.0191458046117953	-0.0104647949336055	-0.000141706792325272	-0.00316561295850963	0.0917599255620494	0.0659640258428015	0.039187097708279	0.0328014397730288
"ZNF587B"	"ZNF587B"	"grey"	"grey"	0.0702220588575499	0.084951147293958	0.00379792536527711	-0.00263750802770059	-0.0127170641756094	0.093567854672346	0.120581184599091	0.043157826935818	0.0537116665621378
"ZNF814"	"ZNF814"	"grey"	"grey"	0.046436352541407	0.0615516780019086	0.00171785227243559	0.00867727450424782	0.00258105702835895	0.120690275372189	0.119796253817457	0.0537663381457858	0.0512440820670187
"ZNF587"	"ZNF587"	"grey"	"grey"	0.0400465208197071	0.0387190507051288	0.0042058934354695	-0.00563279112927092	0.00254312631119457	0.0918129035013475	0.117472540748902	0.0549061563173177	0.0718994530057498
"ZNF417"	"ZNF417"	"grey"	"grey"	0.033963136699772	0.0528374853699059	0.0158796389998214	0.0247971474118142	0.0119471278514286	0.00350842652798335	0.0377211966395821	0.040090758585716	0.0386210647927562
"C19orf18"	"C19orf18"	"grey"	"grey"	0.0555148757822862	0.0566010501165596	-0.0385200858510236	0.0111554475914878	-0.0531957398913927	0.0618122829678272	0.0951818345683152	0.0108223408712176	0.0242249716483238
"ZNF606"	"ZNF606"	"grey"	"grey"	0.0446943848081423	0.0485664327703526	0.00157515017183919	0.0101061556864582	-0.00791397596163648	0.106451575894375	0.0830376674906778	0.0365223148008581	0.0281126097715576
"AC008969.1"	"AC008969.1"	"grey"	"grey"	0.022177696664665	0.0325477684410907	0.0040548221932217	0.0202060972827322	0.0250579080425562	0.109453084467477	0.0659121718335951	0.0332323311820182	0.0235492608561885
"ZNF135"	"ZNF135"	"grey"	"grey"	0.00425901387711265	0.0253897034251472	-0.0151652155729619	0.0428956400040947	-0.0087714789331717	0.0075718382597777	0.0821587513291658	0.0397529406579181	0.0666595786824216
"ZSCAN18"	"ZSCAN18"	"grey"	"grey"	0.01611709852972	-0.00957190826305463	-0.0219232426440614	-0.0164678371809072	-0.0439393190615958	0.0402724387878861	0.0613529983268834	0.0482254363726358	0.0503361122502686
"ZNF329"	"ZNF329"	"grey"	"grey"	0.0527535432767092	0.0542297930425988	-0.00605713750804297	0.013899382940241	-0.0162995223833765	0.0442814399630185	0.0833367028419837	0.031341006272475	0.0359245431767286
"ZNF274"	"ZNF274"	"turquoise"	"turquoise"	0.0779393509426331	0.0696700930465578	-0.0252882741772574	-0.00525537016965713	-0.0652667956383509	0.0713635270119951	0.136801647331997	0.0258331495666758	0.0297883664941116
"ZNF544"	"ZNF544"	"turquoise"	"turquoise"	0.0272591152747395	0.0270361518853399	-0.0111210833294621	-0.0105960295185287	-0.0426483656636088	0.196645457152212	0.165762464445021	0.0590214910039985	0.0848332242169173
"ZNF8"	"ZNF8"	"grey"	"grey"	0.0267987524204328	0.0284628236848777	-0.0044795101369409	0.000307849427925199	-0.0198326156607358	0.111179115984021	0.0930463421143899	0.0453442975128142	0.0438952281544728
"ERVK3-1"	"ERVK3-1"	"grey"	"grey"	0.0411804312928814	0.0443083349948545	0.0104196575866299	0.00911655450595407	0.0126863761556266	0.0588633971401779	0.0410727431334003	0.0294679104175996	0.00904265730259307
"A1BG-AS1"	"A1BG-AS1"	"grey"	"grey"	0.0198430657990013	0.0165663279469617	-0.00263950955804671	0.000436586330193447	0.00142190449350946	0.0501883937919156	0.0477845131496963	0.0322549324160783	0.0262450190796042
"MZF1"	"MZF1"	"yellow"	"yellow"	-0.0106618681774599	-0.0243044994284841	0.000606388918795971	-0.0259349629616415	0.0240140376213574	0.107110993155334	0.0743134537756417	0.118562478746898	0.0703314646709208
"NRSN2-AS1"	"NRSN2-AS1"	"grey"	"grey"	0.00125091400295806	0.00158276892572034	0.00315156000776461	-0.0122778128181347	0.00752171025777667	0.109898387895989	0.0997315951458668	0.0777183062069497	0.0939074143034515
"NRSN2"	"NRSN2"	"grey"	"grey"	0.0136566625521199	0.00736094433276784	0.011943232810281	-0.0127755653898567	0.00425429953168744	0.0805733548962933	0.0615887616842242	0.0519264212415104	0.0448105989731399
"TRIB3"	"TRIB3"	"grey"	"grey"	0.00376493673143583	-0.0169255282604184	-0.0360594690370896	0.00770722512471171	-0.036814645080604	-0.031983550338502	0.00925202554808111	-0.0107990593445806	0.00882264688511512
"RBCK1"	"RBCK1"	"grey"	"grey"	-0.00966647088402431	-0.010134921210391	-0.00806712542414326	-0.017218650420488	0.00267774841969009	0.0597279290153477	0.0502921717097125	0.0422689389137961	0.0497717861053297
"TBC1D20"	"TBC1D20"	"grey"	"grey"	0.0416280596287522	0.0603237749043275	-0.0100201878097542	0.0335288280318999	-0.0134465404860822	0.0647835035579207	0.103179185671057	0.0316292152020598	0.0445317650288689
"CSNK2A1"	"CSNK2A1"	"grey"	"grey"	0.0856860099930098	0.135393074327075	0.0271552662036613	0.0708699108231218	0.0733343982317639	0.173052490754507	0.120791149413461	0.0448914281294274	0.0295935629281708
"AL110114.1"	"AL110114.1"	"grey"	"grey"	0.0275196181640917	0.063964691079413	0.0345539688623188	0.0782633659068889	0.0604327286101055	0.0299983939089023	0.0687413781322867	0.0568554876335863	0.0764806310313219
"PSMF1"	"PSMF1"	"grey"	"grey"	0.0865919464334306	0.137055578239833	0.0336193969958552	0.0479087360721486	0.0421189868873454	0.123164361310938	0.110159125615623	0.0518903390418999	0.0390791703107346
"SDCBP2-AS1"	"SDCBP2-AS1"	"grey"	"grey"	0.0192870944312596	0.0614050218048925	0.0728949350528836	0.0829898101107597	0.131158640945391	0.0333351593202766	0.00818352620914096	0.0426504918195993	0.0372311233494439
"FKBP1A"	"FKBP1A"	"grey"	"grey"	0.0428211598393503	0.0672815663609568	0.029014037641887	0.0330067228426495	0.0405079112793006	0.0572976915103287	0.0183237416394812	0.00942628800573116	-0.0120409923255758
"NSFL1C"	"NSFL1C"	"grey"	"grey"	0.0838113293491346	0.0885274750689809	0.00977285510592381	0.0139408913146131	-0.0339619354454691	0.0865523910091241	0.107041228592796	0.0172588068914831	0.0158059991785809
"STK35"	"STK35"	"grey"	"grey"	0.0824462012617612	0.0906055448964031	0.0289934428791196	0.0215703903149833	0.0109310171630524	0.0435299040686832	0.0818650622426598	0.0472816956345463	0.031086690233744
"NOP56"	"NOP56"	"grey"	"grey"	-0.0058150976379116	-0.0302769267208776	-0.0180874352316374	-0.0411996098943688	-0.0494053559818534	0.125888918392859	0.097202082908602	0.036766975539657	0.0629039882413655
"IDH3B"	"IDH3B"	"grey"	"grey"	0.0036451956578768	0.00961037068407083	-0.00021517973837413	0.0135131951350925	-0.0153378039481683	0.0176383265729044	0.00602174401219558	-0.0143605757872464	-0.0197363737658682
"EBF4"	"EBF4"	"grey"	"grey"	0.00940732387961252	0.0209257365451789	-0.010522099275191	0.0126697569478837	0.0355443006251257	0.0953192243419166	0.0568190250493974	0.0521739660640096	0.0456123447639563
"PCED1A"	"PCED1A"	"grey"	"grey"	-0.0135132436578806	-0.0238892871422558	-0.00881000032749379	-0.0324237560407756	-0.0155057375305196	0.095560949209309	0.0748271142365721	0.0527447840329468	0.0718545465998598
"PTPRA"	"PTPRA"	"grey"	"grey"	0.0788042856318025	0.139657780696531	0.0329476805761833	0.0633812070173773	0.0499055114144366	0.139913437955489	0.149305283976563	0.0616039706553904	0.0611257265822448
"UBOX5"	"UBOX5"	"grey"	"grey"	0.0395857975838052	0.0519683394567312	-0.000968122824032377	0.00538417060659242	0.00521397059328205	0.0682953166484485	0.0679064036558118	0.0338847573764386	0.024274624384264
"DDRGK1"	"DDRGK1"	"grey"	"grey"	-0.00782541543048479	-0.000861792843945914	-0.0165839494972539	-0.00441227881106103	-0.0191027142613198	0.0805838184867494	0.0706132700645348	0.0228222031707801	0.0339245376018903
"ITPA"	"ITPA"	"grey"	"grey"	0.00740204041484793	0.00756237044622844	0.00667421402957274	-0.0110496885170879	0.00199451245731442	0.106434191063619	0.0941269335376078	0.0391860125935927	0.0489568814472001
"C20orf194"	"C20orf194"	"turquoise"	"turquoise"	0.110806250825053	0.130313455292635	0.0314277982221945	0.0436995477543195	0.0134454602778578	0.364954780873789	0.32759167508127	0.116837256249646	0.105973218249192
"ATRN"	"ATRN"	"grey"	"grey"	0.0666659437969822	0.118021087066519	0.0204564812213519	0.0683388409982521	0.0583748939625857	0.234298444843098	0.165653626079333	0.0735469039339881	0.0619109817676271
"CDC25B"	"CDC25B"	"grey"	"grey"	-0.0142576089142489	-0.00843401517999576	0.00933620686688796	-0.00803883152818987	-0.00213136666764297	0.106766477696564	0.100443264264989	0.0610638302557347	0.0849794127737648
"MAVS"	"MAVS"	"grey"	"grey"	-0.0115464154634518	-0.00199279355477361	-0.00680790960690769	-0.0125515890139174	-0.00414877726183784	0.104470950992326	0.110059506618647	0.0650214025447635	0.0750849030512612
"PANK2"	"PANK2"	"grey"	"grey"	0.0442139047048643	0.0601416457091735	-0.00629291064089513	0.0100683181188739	0.00988385511051067	0.145136801166085	0.100986896186914	0.0561331040485607	0.0342658642208263
"RNF24"	"RNF24"	"grey"	"grey"	0.0217819194788537	0.0471760414784749	0.0407268299397311	-0.00825881566251258	0.0889113178092017	0.065769889156496	-0.0482682101940091	0.027952054388031	-0.0556150635773389
"PRNP"	"PRNP"	"grey"	"grey"	0.0740560805744383	0.0518749879819736	-0.02555548609186	0.00175881189527431	-0.0459648795522639	-0.0153040817075423	0.0350815333763036	-0.0181067101956448	-0.0157804925334439
"SLC23A2"	"SLC23A2"	"grey"	"grey"	0.100036748620417	0.126468032175595	0.00947835925602188	0.0631929962845349	-0.0286822468371874	0.0348700282242279	0.172411786341404	0.0347468027636679	0.0651401734553942
"TMEM230"	"TMEM230"	"grey"	"grey"	0.0359395047876717	0.0496787424152325	0.00742778098951474	0.0341877825435503	0.0207295403089401	0.0677015327563248	0.0593111717136836	0.015283807797559	0.014663870770949
"CDS2"	"CDS2"	"grey"	"grey"	0.128018268362466	0.14209128571685	0.0140133943587776	0.0316142450528595	-0.0012771831051528	0.0862671345672337	0.156559970913255	0.0610856384773501	0.033730540811212
"GPCPD1"	"GPCPD1"	"green"	"green"	0.181754764417559	0.1364463093138	0.00554383200349054	0.0593548506014766	0.0073259282634395	-0.0574786545864148	0.129655269542483	0.0316786198678394	0.0392328175833731
"SHLD1"	"SHLD1"	"grey"	"grey"	0.0236003010256798	0.0352291936273013	0.0244176155497951	0.0310346383068553	0.0685076709033767	0.00314535625067626	0.0099132775729242	0.0523759446409182	0.0502303821753297
"CHGB"	"CHGB"	"grey"	"grey"	0.02070454260149	-0.0286371134027935	0.0219077303626452	-0.0101437884442837	0.00157456821622398	-0.11732559194225	-0.0411174069394684	0.0185842567099813	0.00361530330689538
