"module"	"tf"	"color"	"odds_ratio"	"pval"	"fdr"	"Significance"	"Jaccard"	"size_intersection"
"PRRX21"	"turquoise"	"PRRX2"	"turquoise"	1.30402159962616	0.0377040602462149	0.0517044649699932	""	0.0185849364199544	57
"SOX41"	"turquoise"	"SOX4"	"turquoise"	2.01956832728276	8.81425047100696e-14	7.30603427930133e-13	"***"	0.0289830792427542	173
"SOX81"	"turquoise"	"SOX8"	"turquoise"	1.48679761666844	0.000532880204911142	0.00109890430646499	"**"	0.0221195916383082	91
"SP11"	"turquoise"	"SP1"	"turquoise"	6.57280137159388	5.95413508041968e-121	5.92237969332411e-118	"***"	0.0467148884870404	465
"SP21"	"turquoise"	"SP2"	"turquoise"	4.58677634894074	7.25111902544982e-82	1.5455242265673e-79	"***"	0.0415985282093213	407
"SP31"	"turquoise"	"SP3"	"turquoise"	6.47824116179274	2.09458063693707e-118	1.78577960589149e-115	"***"	0.0451127819548872	474
"TCFL51"	"turquoise"	"TCFL5"	"turquoise"	3.5304549515392	4.38381595377828e-38	2.06004831591723e-36	"***"	0.0442201393895698	184
"TFEC1"	"turquoise"	"TFEC"	"turquoise"	3.65867068477466	1.21170326402348e-28	3.21397559097427e-27	"***"	0.0445906432748538	122
"ZNF7401"	"turquoise"	"ZNF740"	"turquoise"	3.72472934119524	6.71860489446556e-60	8.0193268020341e-58	"***"	0.0399859287054409	341
"Nkx3-21"	"turquoise"	"Nkx3-2"	"turquoise"	1.38723135601989	0.00280830402325003	0.00496591360318701	"**"	0.0210923623445826	95
"ASCL1(var.2)1"	"turquoise"	"ASCL1(var.2)"	"turquoise"	3.63944942961182	3.84937796719703e-57	4.10233709075569e-55	"***"	0.0400146395022569	328
"ATF21"	"turquoise"	"ATF2"	"turquoise"	2.18703868789427	1.93860562747249e-14	1.70895101695064e-13	"***"	0.030775806796324	144
"BACH11"	"turquoise"	"BACH1"	"turquoise"	1.80829205007013	4.38090556695757e-08	1.77737895469767e-07	"***"	0.0263276327632763	117
"BATF1"	"turquoise"	"BATF"	"turquoise"	1.53874688032122	0.000151340716580673	0.000345392503462125	"***"	0.0228200816718712	95
"BHLHE22(var.2)1"	"turquoise"	"BHLHE22(var.2)"	"turquoise"	2.99927810403414	4.12597522065226e-33	1.46570357838409e-31	"***"	0.0386750555144338	209
"CEBPG(var.2)1"	"turquoise"	"CEBPG(var.2)"	"turquoise"	2.11275248458847	1.1927486820586e-14	1.07527554902201e-13	"***"	0.0300184162062615	163
"EBF31"	"turquoise"	"EBF3"	"turquoise"	2.8868827809129	3.89312498429599e-33	1.39126765905859e-31	"***"	0.0371331279390303	229
"HAND21"	"turquoise"	"HAND2"	"turquoise"	2.15719388907613	1.82940936061749e-13	1.47539392758989e-12	"***"	0.030391061452514	136
"MEIS1(var.2)1"	"turquoise"	"MEIS1(var.2)"	"turquoise"	1.33217556284401	0.00933895587883297	0.0147759514010804	"*"	0.0202671579917089	88
"MEIS2(var.2)1"	"turquoise"	"MEIS2(var.2)"	"turquoise"	1.44748526237666	0.00029410326285339	0.000636406190249831	"***"	0.0222513089005236	119
"MYF51"	"turquoise"	"MYF5"	"turquoise"	2.19081686035632	2.82959793396461e-12	2.00320764767507e-11	"***"	0.0303991541104943	115
"NEUROG2(var.2)1"	"turquoise"	"NEUROG2(var.2)"	"turquoise"	2.32486979440302	5.32101359030278e-18	6.3511618213854e-17	"***"	0.0322833105067501	165
"NFIB1"	"turquoise"	"NFIB"	"turquoise"	3.17796143329675	4.43714555498618e-40	2.36436470287121e-38	"***"	0.0395013760725271	244
"NFYC1"	"turquoise"	"NFYC"	"turquoise"	1.98170544021495	2.34078888496189e-10	1.27461934903764e-09	"***"	0.0283128336040845	122
"NKX2-21"	"turquoise"	"NKX2-2"	"turquoise"	1.94831440504811	8.29539747402837e-11	4.81116930272121e-10	"***"	0.0281314168377823	137
"OSR21"	"turquoise"	"OSR2"	"turquoise"	2.19116934755678	7.05231309550669e-18	8.31782698695334e-17	"***"	0.030670022019503	195
"PRDM41"	"turquoise"	"PRDM4"	"turquoise"	2.20277702853947	9.95616634473501e-19	1.25091369990271e-17	"***"	0.0306684531785023	206
"TCF12(var.2)1"	"turquoise"	"TCF12(var.2)"	"turquoise"	3.28341808500169	1.98718893006559e-46	1.42886066682306e-44	"***"	0.0388440860215054	289
"ZBTB121"	"turquoise"	"ZBTB12"	"turquoise"	2.09627580292693	1.6009423674973e-14	1.42390820405721e-13	"***"	0.0298372513562387	165
"ZBTB141"	"turquoise"	"ZBTB14"	"turquoise"	4.47573470030804	1.56529709362612e-70	2.52478190669208e-68	"***"	0.0486477572559367	295
"ZFP421"	"turquoise"	"ZFP42"	"turquoise"	2.85057918891446	4.17200368592873e-29	1.14739714274759e-27	"***"	0.0374423963133641	195
"ZKSCAN51"	"turquoise"	"ZKSCAN5"	"turquoise"	3.22439401076376	4.77644093093652e-49	3.90490403778482e-47	"***"	0.0354851643945469	354
"ZNF1481"	"turquoise"	"ZNF148"	"turquoise"	6.37617980742418	1.78600175547889e-111	8.88238206391503e-109	"***"	0.0404080656730693	507
"ZNF161"	"turquoise"	"ZNF16"	"turquoise"	2.74928279720914	1.27571109925457e-31	4.0497041703996e-30	"***"	0.035478668816889	242
"ZNF3411"	"turquoise"	"ZNF341"	"turquoise"	2.51066884158521	1.64142111892567e-20	2.33794778943876e-19	"***"	0.0342349957734573	162
"ZNF4491"	"turquoise"	"ZNF449"	"turquoise"	3.23377443862394	3.575142323358e-42	2.07149994036899e-40	"***"	0.039699906220694	254
"ZNF6521"	"turquoise"	"ZNF652"	"turquoise"	1.63063373321271	4.04095824630001e-06	1.21371106260284e-05	"***"	0.0243344425956739	117
"FOXA31"	"turquoise"	"FOXA3"	"turquoise"	1.37633396484163	0.00204328335623035	0.00374173521631872	"**"	0.0212599960990833	109
"ATF41"	"turquoise"	"ATF4"	"turquoise"	2.3007429643915	7.31410574295712e-17	7.96543486751243e-16	"***"	0.0320314114486464	155
"BATF31"	"turquoise"	"BATF3"	"turquoise"	1.55981387896804	8.61112571671904e-05	0.000205482600069489	"***"	0.0231117464855849	97
"CDX21"	"turquoise"	"CDX2"	"turquoise"	1.70044772764477	1.08746615949864e-08	4.81096963668488e-08	"***"	0.0254671488848704	169
"CEBPA1"	"turquoise"	"CEBPA"	"turquoise"	1.7618691158407	2.32569005869324e-08	9.83679537227589e-08	"***"	0.0260486496839686	136
"CEBPD1"	"turquoise"	"CEBPD"	"turquoise"	1.6399594554939	2.43485921281591e-05	6.40424847161099e-05	"***"	0.0238527352864921	92
"CREB11"	"turquoise"	"CREB1"	"turquoise"	2.10670459480703	1.81915745254367e-12	1.32077027698061e-11	"***"	0.0297930407095747	131
"CTCFL1"	"turquoise"	"CTCFL"	"turquoise"	4.61269686610694	1.46604176429398e-81	3.01701284458844e-79	"***"	0.0438031731432513	381
"E2F61"	"turquoise"	"E2F6"	"turquoise"	4.66108839524841	1.42866206202826e-83	3.41050207447386e-81	"***"	0.0414130326314739	415
"EBF11"	"turquoise"	"EBF1"	"turquoise"	2.71286023416816	4.14467182305981e-30	1.21849268177443e-28	"***"	0.0353658536585366	232
"EGR11"	"turquoise"	"EGR1"	"turquoise"	4.925438093197	7.39974220249382e-89	2.20808307322416e-86	"***"	0.0445816956765862	397
"EHF1"	"turquoise"	"EHF"	"turquoise"	2.31219688856554	4.74108560309987e-23	8.17768753736994e-22	"***"	0.0311274199671011	246
"ELF11"	"turquoise"	"ELF1"	"turquoise"	2.42601663360431	3.57703144732885e-26	7.90656432505874e-25	"***"	0.0319292643988702	260
"ELF31"	"turquoise"	"ELF3"	"turquoise"	2.51932955604236	6.21574983816197e-29	1.67853371195252e-27	"***"	0.0324606089325909	274
"ESRRA1"	"turquoise"	"ESRRA"	"turquoise"	2.18875143996401	2.88473447085257e-16	2.9993197425171e-15	"***"	0.0308194343727339	170
"ETV11"	"turquoise"	"ETV1"	"turquoise"	2.46353855114982	1.42527110806367e-26	3.30973461981479e-25	"***"	0.0324525397639815	253
"ETV41"	"turquoise"	"ETV4"	"turquoise"	2.8239385652785	2.97412476577167e-37	1.32459526881532e-35	"***"	0.0343455021039463	302
"ETV51"	"turquoise"	"ETV5"	"turquoise"	3.21128357959826	2.37781609224674e-31	7.39104502006694e-30	"***"	0.041259765625	169
"FOSL11"	"turquoise"	"FOSL1"	"turquoise"	1.77290111503022	1.39717033038036e-06	4.54403952681742e-06	"***"	0.0253267973856209	93
"FOXA11"	"turquoise"	"FOXA1"	"turquoise"	1.23683820477515	0.0238522201856119	0.0344006887548893	"*"	0.0197202090005056	117
"FOXA21"	"turquoise"	"FOXA2"	"turquoise"	1.4495666658842	0.000188244808575152	0.000422347750968611	"***"	0.0223854494578524	128
"FOXK21"	"turquoise"	"FOXK2"	"turquoise"	1.33806333269814	0.00632825096533471	0.0103727002914357	"*"	0.020568278201866	97
"FOXP11"	"turquoise"	"FOXP1"	"turquoise"	1.41888493408273	0.000409925449469401	0.000861724227697563	"***"	0.0220142139018894	127
"GABPA1"	"turquoise"	"GABPA"	"turquoise"	2.39074648269994	4.16999847582649e-25	8.37931006859679e-24	"***"	0.0317262053459905	254
"GATA11"	"turquoise"	"GATA1"	"turquoise"	1.4454735558168	0.00224286795843844	0.00407223485730472	"**"	0.0212014134275618	78
"GATA41"	"turquoise"	"GATA4"	"turquoise"	1.39054706696765	0.00225383576068429	0.0040846923230379	"**"	0.0212264150943396	99
"GATA61"	"turquoise"	"GATA6"	"turquoise"	1.34677151701027	0.00379552171756635	0.00654294442820218	"**"	0.0208937899013349	108
"GRHL21"	"turquoise"	"GRHL2"	"turquoise"	1.54382360971946	4.89290523270262e-05	0.000121771719886444	"***"	0.0232412060301508	111
"HLF1"	"turquoise"	"HLF"	"turquoise"	1.31799241312149	0.019407436127757	0.0285139288061186	"*"	0.0195386702849389	72
"HNF4A1"	"turquoise"	"HNF4A"	"turquoise"	1.69023417077122	2.17428218458849e-07	7.90262854910117e-07	"***"	0.0252211556559383	134
"HNF4G1"	"turquoise"	"HNF4G"	"turquoise"	1.65614250903908	8.31978098707622e-07	2.79732129188005e-06	"***"	0.0247838616714697	129
"HOXB131"	"turquoise"	"HOXB13"	"turquoise"	2.01213824899945	9.7266511514873e-18	1.12935124653845e-16	"***"	0.0277016742770167	273
"JUNB1"	"turquoise"	"JUNB"	"turquoise"	1.41441859979781	0.00568789549152935	0.00941618870830712	"**"	0.0204505038529935	69
"JUND1"	"turquoise"	"JUND"	"turquoise"	1.64705850519306	7.94878873617108e-05	0.000190668694443204	"***"	0.0233192004845548	77
"KLF41"	"turquoise"	"KLF4"	"turquoise"	6.61385401146894	3.5054106517302e-114	1.90184461541144e-111	"***"	0.0402752795808243	515
"KLF91"	"turquoise"	"KLF9"	"turquoise"	4.72435290657429	4.70512779451018e-84	1.17000844490153e-81	"***"	0.0386390836040349	452
"LHX21"	"turquoise"	"LHX2"	"turquoise"	1.37890661410559	0.00591948603792525	0.00977788338619925	"**"	0.0205391527599487	80
"MAFF1"	"turquoise"	"MAFF"	"turquoise"	1.9125978269054	1.92933822025104e-11	1.2236227947352e-10	"***"	0.0278312620339576	159
"MAFG1"	"turquoise"	"MAFG"	"turquoise"	2.02722156099476	3.44190443941757e-13	2.69924910570881e-12	"***"	0.0290909090909091	160
"MAFK1"	"turquoise"	"MAFK"	"turquoise"	4.69992099844256	2.46379653396547e-84	6.39301639769822e-82	"***"	0.0423120906539141	407
"MEF2A1"	"turquoise"	"MEF2A"	"turquoise"	4.15635075749709	6.01442463909212e-71	9.97057951280605e-69	"***"	0.0353645266594124	455
"MITF1"	"turquoise"	"MITF"	"turquoise"	2.88907526250506	1.00703211280622e-14	9.14759155133565e-14	"***"	0.0350262697022767	80
"MXI11"	"turquoise"	"MXI1"	"turquoise"	2.23803359408915	1.95227670357682e-15	1.87619764363067e-14	"***"	0.0313426514188903	148
"MYOD11"	"turquoise"	"MYOD1"	"turquoise"	3.08482408210701	3.5563087466106e-40	1.9120766306101e-38	"***"	0.0379910778529285	264
"MYOG1"	"turquoise"	"MYOG"	"turquoise"	2.30576027254277	1.81849083926644e-15	1.75327194325398e-14	"***"	0.0319794584500467	137
"MZF11"	"turquoise"	"MZF1"	"turquoise"	1.8415799791273	1.8047234892906e-09	8.81390326029975e-09	"***"	0.0269583903106075	138
"NFE2L11"	"turquoise"	"NFE2L1"	"turquoise"	1.66135037798949	6.02742671491207e-06	1.74959545888109e-05	"***"	0.0244018005212035	103
"NFIL31"	"turquoise"	"NFIL3"	"turquoise"	1.22886195683151	0.0467180710756478	0.0625984391961083	""	0.0190055248618785	86
"NFYB1"	"turquoise"	"NFYB"	"turquoise"	2.69135216714115	9.05485192436132e-24	1.65764896578492e-22	"***"	0.0360824742268041	168
"NKX2-51"	"turquoise"	"NKX2-5"	"turquoise"	1.90467642556488	2.51053796617767e-08	1.05587671473913e-07	"***"	0.027027027027027	102
"NR4A11"	"turquoise"	"NR4A1"	"turquoise"	1.71025771202997	2.6137831916234e-08	1.09775215254106e-07	"***"	0.0255596391580354	153
"ONECUT11"	"turquoise"	"ONECUT1"	"turquoise"	1.80411249302809	2.03793342440339e-11	1.28975468471256e-10	"***"	0.0264779132258487	202
"OTX21"	"turquoise"	"OTX2"	"turquoise"	1.91482027012896	1.78315466158055e-10	9.82628533731555e-10	"***"	0.0277777777777778	139
"PBX21"	"turquoise"	"PBX2"	"turquoise"	1.39580361982588	0.000941543931148642	0.00184415299674929	"**"	0.0216442342670062	119
"PHOX2B1"	"turquoise"	"PHOX2B"	"turquoise"	1.96460176743583	2.42705210335637e-16	2.53671575356056e-15	"***"	0.027458020910339	260
"PKNOX11"	"turquoise"	"PKNOX1"	"turquoise"	2.32348551389645	2.6470425869172e-21	3.95928575406563e-20	"***"	0.0318366121039195	212
"POU2F31"	"turquoise"	"POU2F3"	"turquoise"	1.47483460105928	2.79152296964336e-05	7.29413707654623e-05	"***"	0.0228762931662538	157
"PRDM11"	"turquoise"	"PRDM1"	"turquoise"	1.78301409739528	7.80583454474008e-12	5.27578941823429e-11	"***"	0.0260197704806272	229
"RFX11"	"turquoise"	"RFX1"	"turquoise"	2.48456495027997	2.39543101624291e-18	2.92350353884207e-17	"***"	0.0339023233760076	143
"RFX31"	"turquoise"	"RFX3"	"turquoise"	2.64603769963283	8.6956559965963e-21	1.25351871950934e-19	"***"	0.0355837192298318	146
"RUNX31"	"turquoise"	"RUNX3"	"turquoise"	2.30535460497546	7.38590783656208e-18	8.67698778909498e-17	"***"	0.0320722104858844	167
"SCRT11"	"turquoise"	"SCRT1"	"turquoise"	2.17080617680873	2.85002662717094e-13	2.25284223986175e-12	"***"	0.0304792926942764	131
"SCRT21"	"turquoise"	"SCRT2"	"turquoise"	2.39736522640323	1.8490109930931e-17	2.09390846428456e-16	"***"	0.0330167345092718	146
"SNAI21"	"turquoise"	"SNAI2"	"turquoise"	3.69408979739359	3.46705390227371e-58	3.76206867068536e-56	"***"	0.0405573525752675	326
"SOX22"	"turquoise"	"SOX2"	"turquoise"	1.59205721531518	5.10879247391708e-05	0.000126827260750154	"***"	0.0234163174759675	95
"SPI11"	"turquoise"	"SPI1"	"turquoise"	2.79721652281578	4.25357073617465e-39	2.09795951681738e-37	"***"	0.0310252888422073	384
"SPIB1"	"turquoise"	"SPIB"	"turquoise"	2.55965564425591	5.58781647546289e-32	1.85267159586458e-30	"***"	0.0313866485278399	323
"SREBF1(var.2)1"	"turquoise"	"SREBF1(var.2)"	"turquoise"	3.5705167079787	8.52481136500448e-48	6.5225736187624e-46	"***"	0.0430032946072481	248
"TCF31"	"turquoise"	"TCF3"	"turquoise"	3.31444924889841	6.57402871790911e-47	4.78461016932702e-45	"***"	0.0391969407265774	287
"TCF41"	"turquoise"	"TCF4"	"turquoise"	3.49056728881117	1.49270839444994e-52	1.39195057782457e-50	"***"	0.0396927016645326	310
"TCF71"	"turquoise"	"TCF7"	"turquoise"	1.41027452711787	0.00125279957146007	0.0023910162591857	"**"	0.0215633423180593	104
"TEAD11"	"turquoise"	"TEAD1"	"turquoise"	2.04880269986893	1.43846632894341e-13	1.17118240806743e-12	"***"	0.0293260473588342	161
"TEAD41"	"turquoise"	"TEAD4"	"turquoise"	1.89605453820134	1.00234689615987e-10	5.75192911180974e-10	"***"	0.0276284071945114	149
"TFAP2A1"	"turquoise"	"TFAP2A"	"turquoise"	3.63682335733858	1.10921987746203e-54	1.08521708667104e-52	"***"	0.0414414414414414	299
"TFAP2C(var.2)1"	"turquoise"	"TFAP2C(var.2)"	"turquoise"	4.79884067489987	1.79840299020822e-85	4.87857683889212e-83	"***"	0.0450674237047551	381
"TWIST11"	"turquoise"	"TWIST1"	"turquoise"	2.34217017596783	1.27987681583976e-17	1.46608538136884e-16	"***"	0.0324715615305067	157
"USF11"	"turquoise"	"USF1"	"turquoise"	2.65109904635133	7.76950184966552e-19	9.86561426357528e-18	"***"	0.0353884434614321	128
"USF21"	"turquoise"	"USF2"	"turquoise"	2.76817930694181	1.42716884989249e-20	2.03764203257378e-19	"***"	0.0366126327557295	131
"YY21"	"turquoise"	"YY2"	"turquoise"	4.07835369770942	3.46816951122003e-42	2.02921918068246e-40	"***"	0.0493644694058528	167
"ZNF2631"	"turquoise"	"ZNF263"	"turquoise"	4.84512862476472	4.21793604747467e-87	1.1986972538728e-84	"***"	0.04	444
"CREM1"	"turquoise"	"CREM"	"turquoise"	3.43858290595332	4.66489505829022e-22	7.34567116302798e-21	"***"	0.0411937788986969	98
"Arnt2"	"black"	"Arnt"	"black"	1.26618604735927	0.261939374950701	0.294897979570983	" "	0.00256916996047431	13
"Ahr::Arnt2"	"black"	"Ahr::Arnt"	"black"	2.79872743041684	2.31765684783462e-05	6.12838992816881e-05	"***"	0.0044477390659748	30
"Ddit3::Cebpa2"	"black"	"Ddit3::Cebpa"	"black"	1.56606704109712	0.0996192515470885	0.123679570050556	" "	0.00308495491219744	13
"Mecom2"	"black"	"Mecom"	"black"	2.88186062153571	4.25092619816303e-05	0.000107089605532448	"***"	0.00479386385426654	25
"FOXF22"	"black"	"FOXF2"	"black"	1.89468033715437	0.0216598367697847	0.0315282697175793	"*"	0.00359066427289048	16
"FOXD12"	"black"	"FOXD1"	"black"	2.39788303372895	0.00395525397879383	0.00678693379684922	"**"	0.00444181225940184	15
"Foxq12"	"black"	"Foxq1"	"black"	2.98668622239604	1.53711179569801e-05	4.19263400215983e-05	"***"	0.00484131253362023	27
"Foxd32"	"black"	"Foxd3"	"black"	3.3320004618224	1.28895611087275e-07	4.85943782039707e-07	"***"	0.00414975191700496	46
"IRF22"	"black"	"IRF2"	"black"	4.01630221968917	1.79790589854625e-08	7.71380474660244e-08	"***"	0.00585009140767825	32
"MZF1(var.2)2"	"black"	"MZF1(var.2)"	"black"	1.28402108793979	0.224742351473936	0.256700928917981	" "	0.00258481421647819	16
"MAX::MYC2"	"black"	"MAX::MYC"	"black"	1.57852411241924	0.174742822288913	0.205288417996109	" "	0.00314606741573034	7
"PPARG2"	"black"	"PPARG"	"black"	2.4507343506576	0.00328078420686954	0.00572339086424946	"**"	0.00452898550724638	15
"Pax22"	"black"	"Pax2"	"black"	1.22595235259066	0.449399329581453	0.480601107908148	" "	0.00243506493506494	3
"PAX62"	"black"	"PAX6"	"black"	2.33790878792622	0.0219741276214221	0.0319312378000114	"*"	0.00448207171314741	9
"PBX12"	"black"	"PBX1"	"black"	2.74491132280884	0.00119351428705611	0.00228664310277716	"**"	0.00501169395255596	15
"RORA2"	"black"	"RORA"	"black"	2.63937141218123	0.000977540053946202	0.0019090180111096	"**"	0.00476724621424565	17
"RORA(var.2)2"	"black"	"RORA(var.2)"	"black"	2.24461724231888	0.00845799382506804	0.0135436831628672	"*"	0.00421559771153267	14
"RREB12"	"black"	"RREB1"	"black"	1.74402086465416	0.0115194910093517	0.0178474357071161	"*"	0.00303058132059877	33
"RXRA::VDR2"	"black"	"RXRA::VDR"	"black"	2.21901239297303	0.0179292707732999	0.0265118652069014	"*"	0.00424055512721665	11
"SOX92"	"black"	"SOX9"	"black"	2.9187653511726	0.000480391222856636	0.000999294115722693	"***"	0.00525451559934319	16
"Sox172"	"black"	"Sox17"	"black"	3.01684509998109	0.000173657990576685	0.000391386286919055	"***"	0.00532386867790594	18
"SRY2"	"black"	"SRY"	"black"	3.00849777684128	3.89758324057977e-05	9.90241667934444e-05	"***"	0.00507166482910695	23
"Sox52"	"black"	"Sox5"	"black"	2.42275949621725	0.000455225492746221	0.000950922555376076	"***"	0.00414593698175788	25
"TAL1::TCF32"	"black"	"TAL1::TCF3"	"black"	2.59435847360704	0.00199094376162531	0.00365936321816441	"**"	0.00476493011435832	15
"Hand1::Tcf32"	"black"	"Hand1::Tcf3"	"black"	1.01812433115618	0.535801808493627	0.565858289345243	" "	0.00212539851222104	8
"REL2"	"black"	"REL"	"black"	1.48313134836394	0.151566116868178	0.180078349219109	" "	0.0029585798816568	11
"RELA2"	"black"	"RELA"	"black"	1.68436001471675	0.0603846194146224	0.0789730602749301	""	0.00327408793264733	14
"TBP2"	"black"	"TBP"	"black"	3.33153532010309	5.4938189874844e-05	0.000136046106710817	"***"	0.00581583198707593	18
"HLTF2"	"black"	"HLTF"	"black"	2.14813605903141	0.0176832571268225	0.026226063253697	"*"	0.00409836065573771	12
"Spz12"	"black"	"Spz1"	"black"	1.6030634580293	0.0738795242304229	0.0947996131169993	""	0.00312434909393876	15
"NR1H2::RXRA2"	"black"	"NR1H2::RXRA"	"black"	2.16982177558274	0.00742227747841456	0.0120369978236897	"*"	0.00404040404040404	16
"Znf4232"	"black"	"Znf423"	"black"	2.58269827580902	0.000733430127025655	0.00147129781448373	"**"	0.00460382844681367	19
"NFIC::TLX12"	"black"	"NFIC::TLX1"	"black"	1.01573383168095	0.530417291787505	0.560469262993596	" "	0.00213178294573643	11
"Nobox2"	"black"	"Nobox"	"black"	2.4079308930478	0.0140499407752983	0.0213196151911976	"*"	0.00458715596330275	10
"ZNF354C2"	"black"	"ZNF354C"	"black"	2.45445507159243	7.03700049043611e-05	0.000170580093123163	"***"	0.0036231884057971	40
"Lhx32"	"black"	"Lhx3"	"black"	1.91938798186353	0.00934377061488618	0.0147796509487518	"*"	0.0035015120165526	22
"CTCF2"	"black"	"CTCF"	"black"	1.37822952615658	0.153368045197257	0.181968289013366	" "	0.00273267963349944	17
"Pou5f1::Sox22"	"black"	"Pou5f1::Sox2"	"black"	3.23844357525752	1.23683805672069e-06	4.06020325770575e-06	"***"	0.00489596083231334	32
"EWSR1-FLI12"	"black"	"EWSR1-FLI1"	"black"	2.65048497779357	1.56171779204277e-05	4.25391683382532e-05	"***"	0.00364842454394693	44
"REST2"	"black"	"REST"	"black"	1.29179394901158	0.225786895409762	0.257647455412134	" "	0.0026032627559875	15
"RUNX12"	"black"	"RUNX1"	"black"	2.56423666680555	0.000263010981453864	0.000576018178831802	"***"	0.00438516353005664	24
"Pparg::Rxra2"	"black"	"Pparg::Rxra"	"black"	1.98503756450147	0.00395700076768041	0.00678797947154834	"**"	0.00347579814624099	27
"Arid3a2"	"black"	"Arid3a"	"black"	8.14208051570081	9.14159748156373e-17	9.84784364078923e-16	"***"	0.00484444780864431	64
"NFATC22"	"black"	"NFATC2"	"black"	2.97499115693954	3.04381213293146e-06	9.3630015440299e-06	"***"	0.00436522371771553	36
"INSM12"	"black"	"INSM1"	"black"	1.64630918577689	0.0415821255950165	0.0563364643702743	""	0.00312353584257379	20
"RARA::RXRA2"	"black"	"RARA::RXRA"	"black"	1.3413652753505	0.207263568015824	0.238977777032155	" "	0.00269877517126842	13
"NR4A22"	"black"	"NR4A2"	"black"	2.37689318698167	0.0021732568542819	0.00395065394649844	"**"	0.00431551186765764	18
"PLAG12"	"black"	"PLAG1"	"black"	1.5164908519883	0.0589463813450604	0.0772829533979175	""	0.00285943040146403	25
"Nr2e32"	"black"	"Nr2e3"	"black"	1.40379867191921	0.217016186435035	0.249067807816209	" "	0.00282752120640905	9
"ARNT::HIF1A2"	"black"	"ARNT::HIF1A"	"black"	0	1	1	" "	0	0
"Zfx2"	"black"	"Zfx"	"black"	1.53077152110994	0.044403069150554	0.0598593893585964	""	0.00279884434814012	31
"Crx2"	"black"	"Crx"	"black"	3.24582171369202	2.57372502888036e-05	6.74275284124582e-05	"***"	0.00552486187845304	21
"DUX42"	"black"	"DUX4"	"black"	3.14879555484122	2.79688058774571e-05	7.30493800773148e-05	"***"	0.00532816662630177	22
"FOS2"	"black"	"FOS"	"black"	1.78629530250478	0.054318839412053	0.0717984450318848	""	0.00347624565469293	12
"FOSL22"	"black"	"FOSL2"	"black"	1.62201663861936	0.112217707943697	0.137433876668989	" "	0.00321130378933847	10
"FOXH12"	"black"	"FOXH1"	"black"	3.098414905625	4.75585556113151e-05	0.000118707427807749	"***"	0.0053043697903511	21
"Foxo12"	"black"	"Foxo1"	"black"	2.08353645856799	0.00413229648529867	0.00706027638828013	"**"	0.00374659400544959	22
"Gfi1b2"	"black"	"Gfi1b"	"black"	1.92608688965953	0.00553775079731473	0.00918535319919792	"**"	0.0033953722334004	27
"JUN2"	"black"	"JUN"	"black"	1.41521334911094	0.173477950915428	0.203882711906908	" "	0.0028328611898017	12
"JUN(var.2)2"	"black"	"JUN(var.2)"	"black"	2.15808358529087	0.00937492206466131	0.0148132207788983	"*"	0.00404639870515241	15
"JUND(var.2)2"	"black"	"JUND(var.2)"	"black"	1.46839108035896	0.147277008350711	0.175544075461762	" "	0.00292540224280839	12
"Klf13"	"black"	"Klf1"	"black"	2.08945499825529	0.00148395039302353	0.00278584962112753	"**"	0.00350639067978735	31
"Nr1h3::Rxra2"	"black"	"Nr1h3::Rxra"	"black"	1.34270074110936	0.169426114712947	0.19947426565533	" "	0.0026674570243035	18
"MEF2C2"	"black"	"MEF2C"	"black"	2.51032127889813	4.30814031349266e-05	0.000108485153548203	"***"	0.00355989734249524	43
"MAF::NFE22"	"black"	"MAF::NFE2"	"black"	2.19717702709999	0.00552792328098921	0.00917936731801436	"**"	0.00405824779183576	17
"Nkx2-5(var.2)2"	"black"	"Nkx2-5(var.2)"	"black"	1.6239588559213	0.068361138785072	0.0883754090867189	""	0.0031592249368155	15
"NR2C22"	"black"	"NR2C2"	"black"	1.56780793130388	0.0528242184196771	0.0699633678492305	""	0.00297458085451595	22
"Nr5a22"	"black"	"Nr5a2"	"black"	1.44471599429347	0.118507570606708	0.144632552429619	" "	0.00284090909090909	17
"NRF12"	"black"	"NRF1"	"black"	2.2592643282979	0.00173677841484886	0.00322799550913048	"**"	0.00400874635568513	22
"POU2F22"	"black"	"POU2F2"	"black"	3.12847638757902	2.33490148705271e-06	7.30712746446282e-06	"***"	0.00476048795001488	32
"SMAD2::SMAD3::SMAD42"	"black"	"SMAD2::SMAD3::SMAD4"	"black"	1.67918559958646	0.028661323645297	0.0405525793065749	"*"	0.003125	23
"Sox32"	"black"	"Sox3"	"black"	2.89523365445836	5.7969739871499e-06	1.69258027178623e-05	"***"	0.00432472507104905	35
"Sox62"	"black"	"Sox6"	"black"	2.32128139994735	0.000915447922957376	0.00179776018565634	"**"	0.0040356482259963	24
"STAT1::STAT22"	"black"	"STAT1::STAT2"	"black"	3.34762077959803	1.18033336388094e-07	4.45837311116547e-07	"***"	0.00422574889661001	45
"Stat42"	"black"	"Stat4"	"black"	3.27778094614377	1.23771491337157e-06	4.06084805002831e-06	"***"	0.00500322788896062	31
"Stat5a::Stat5b2"	"black"	"Stat5a::Stat5b"	"black"	2.44175761559289	0.00049125118245305	0.00101868903991654	"**"	0.00420904945633111	24
"Stat62"	"black"	"Stat6"	"black"	3.96235906286197	3.24241545975741e-08	1.34286852628954e-07	"***"	0.00586011342155009	31
